match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross
10583913,home,Al-Taawoun,Léandre Tawamba,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200,F,3,3,False,13.0,11.0,,,1.0,1.0,10.0,12.0,,2.0,,,,90.0,23.0,7.1,7.0,3,,,,2.0,1.0,7.0,1.0,2.0,,,,,,1.0,,,2.0,,,2.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,
10583913,home,Al-Taawoun,Hassan Al-Amri,hassan-al-amri,H. Al-Amri,M,7,172.0,19,M,818733,EUR,766886400,F,77,77,True,12.0,9.0,,,3.0,3.0,6.0,9.0,,3.0,,,,17.0,17.0,6.5,4.0,0,,,,,1.0,1.0,4.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
10583913,home,Al-Taawoun,Faisal Darwish,faisal-darwish,F. D. Faraj,M,,176.0,3,M,791560,EUR,678499200,D,25,25,True,5.0,4.0,2.0,1.0,,,4.0,6.0,1.0,,,,,10.0,13.0,6.7,2.0,1,,,1.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10583913,home,Al-Taawoun,Turki Al Mutairi,turki-al-mutairi,T. Al-Mutairi,F,9,,12,M,1019325,EUR,991267200,F,99,99,True,3.0,2.0,1.0,,,,2.0,3.0,,,,,,10.0,5.0,6.5,1.0,0,Turki,Al Mutairi,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10583913,home,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172.0,581,M,1118494,EUR,978912000,M,9,9,True,5.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,,,,,,9.0,12.0,6.3,5.0,0,,,3.0,,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10583913,home,Al-Taawoun,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,49,49,True,2.0,,,,,,,2.0,,,,,,10.0,6.0,6.7,3.0,0,Abdullah Radif,,,,,,2.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
10583913,home,Al-Taawoun,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583913,home,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180.0,7,M,1013848,EUR,760320000,D,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583913,home,Al-Taawoun,Naldo,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583913,home,Al-Taawoun,Nawaf Al-Rashwodi,nawaf-al-rashwodi,N. Al-Rashwodi,M,8,169.0,8,M,1047945,EUR,966556800,F,20,20,True,,,,,,,,,,,,,,,,,,0,Nawaf Al-Rashwodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583913,away,Abha,Devis Epassy,devis-epassy,D. Epassy,G,1,187.0,1481,M,362758,EUR,728611200,G,16,16,False,32.0,12.0,29.0,9.0,4.0,5.0,8.0,27.0,3.0,16.0,,6.0,2.0,90.0,54.0,7.8,21.0,0,,,,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,1.0,1.0,
10583913,away,Abha,Fahad Bin Jumayah,fahad-bin-jumayah,F. B. Jumayah,D,14,170.0,22,M,893514,EUR,800064000,D,14,14,False,29.0,25.0,1.0,,14.0,15.0,12.0,18.0,9.0,9.0,,,,90.0,65.0,7.5,9.0,0,,,4.0,2.0,2.0,9.0,10.0,1.0,1.0,,1.0,4.0,3.0,,1.0,3.0,5.0,,2.0,,,,,,,,,,,,,,1.0
10583913,away,Abha,Saad Natiq,saad-natiq,S. Natiq,D,,188.0,510,M,836756,EUR,764035200,D,4,4,False,12.0,11.0,3.0,2.0,10.0,10.0,1.0,2.0,1.0,2.0,,,,45.0,18.0,6.9,1.0,0,,,,,1.0,,2.0,,,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10583913,away,Abha,Amine Attouchi,amine-attouchi,A. Atouchi,D,,186.0,95,M,866170,EUR,709948800,D,19,19,False,42.0,34.0,8.0,5.0,21.0,24.0,13.0,18.0,2.0,4.0,,,,90.0,46.0,6.9,8.0,0,,,,1.0,1.0,2.0,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,
10583913,away,Abha,Abdullah Al-Zoari,abdullah-al-zoari,A. Z. Aldossary,D,,178.0,7,M,118137,EUR,555811200,D,3,3,False,45.0,36.0,3.0,1.0,19.0,21.0,17.0,24.0,4.0,4.0,,,,90.0,62.0,6.9,10.0,1,,,,1.0,1.0,1.0,6.0,2.0,2.0,,1.0,2.0,2.0,1.0,,1.0,,True,,,1.0,,,,,1.0,,1.0,,,,,
10583913,away,Abha,Zakaria Al-Sudani,zakaria-al-sudani,Z. Al-Sudani,M,,183.0,5,M,328851,EUR,712195200,M,21,21,False,21.0,18.0,,,9.0,11.0,9.0,10.0,2.0,1.0,,,,89.0,31.0,7.1,4.0,2,,,,1.0,,4.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,3.0,1.0,1.0,,,,,,,,1.0,,,,
10583913,away,Abha,Riyadh Sharahili,riyadh-sharahili,R. Sharahili,M,26,185.0,28,M,818624,EUR,735955200,M,89,89,False,30.0,26.0,1.0,,10.0,10.0,16.0,20.0,3.0,7.0,,,,90.0,41.0,6.7,6.0,1,,,,1.0,,2.0,1.0,,,,2.0,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,
10583913,away,Abha,Saad Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400,M,10,10,False,31.0,24.0,5.0,4.0,9.0,10.0,16.0,25.0,,1.0,,,,89.0,41.0,6.7,13.0,0,Saad,Bguir,4.0,,,2.0,2.0,2.0,,,,,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,1.0
10583913,away,Abha,Uroš Matić,uros-matic,U. Matić,M,,185.0,66,M,63273,EUR,643420800,M,8,8,False,29.0,24.0,3.0,2.0,9.0,11.0,15.0,18.0,5.0,8.0,,,,90.0,51.0,7.2,9.0,2,,,,,1.0,3.0,6.0,3.0,2.0,2.0,,1.0,,,1.0,2.0,1.0,,1.0,,3.0,3.0,,,,,,,,,,,
10583913,away,Abha,Saleh Al-Amri,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800,M,7,7,False,40.0,33.0,5.0,3.0,13.0,14.0,21.0,29.0,,3.0,,,,89.0,56.0,6.8,15.0,1,,,3.0,1.0,1.0,7.0,3.0,6.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0
10583913,away,Abha,Felipe Caicedo,felipe-caicedo,F. Caicedo,F,,185.0,1058,M,18841,EUR,589420800,F,20,20,False,21.0,17.0,,,4.0,6.0,13.0,15.0,,,,,,78.0,29.0,7.0,8.0,3,,,,5.0,1.0,11.0,1.0,,,1.0,,,,1.0,,,3.0,,,1.0,1.0,1.0,3.0,,,,,,1.0,,,,
10583913,away,Abha,Sari Amro,sari-amro,S. Amro,D,,178.0,2,,817952,EUR,627091200,D,31,31,True,18.0,13.0,2.0,,6.0,8.0,7.0,12.0,3.0,4.0,,,,45.0,32.0,6.7,8.0,0,,,2.0,,1.0,2.0,4.0,,,,1.0,,,,,3.0,1.0,,,,,,1.0,,,,,,,,,,
10583913,away,Abha,Abdulfattah Adam Mohammed,abdulfattah-adam-mohammed,A. A. Mohammed,F,77,180.0,85,M,952442,EUR,788918400,F,9,9,True,7.0,6.0,1.0,1.0,,1.0,6.0,6.0,1.0,,,,,12.0,10.0,7.2,2.0,0,,,,3.0,2.0,4.0,2.0,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
10583913,away,Abha,Saad Al-Salouli,saad-alselouli,S. Al-Salouli,M,24,168.0,15,M,917266,EUR,896054400,D,88,88,True,1.0,1.0,,,,,1.0,1.0,1.0,,,,,13.0,4.0,7.5,,1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,
10583913,away,Abha,Hassan Al Qaid,hassan-al-qaid,H. A. Qaid,M,14,,3,M,871532,EUR,631152000,M,27,27,True,4.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,,2.0,,,,13.0,11.0,6.8,4.0,0,,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
10583913,away,Abha,Abdulrahman Al-Barakah,abdulrahman-al-barakah,A. Al-Barakah,M,6,170.0,10,M,818802,EUR,653875200,M,6,6,True,4.0,3.0,,,2.0,2.0,1.0,2.0,,1.0,,,,13.0,6.0,6.8,1.0,1,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10583913,away,Abha,Abdullah Al Shammari,abdullah-al-shammari,A. A. Shammari,G,,182.0,5,M,802092,EUR,690940800,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583913,away,Abha,Mohammed Al-Konaideri,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400,D,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583913,away,Abha,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583913,away,Abha,Tayeb Meziani,tayeb-meziani,T. Meziani,F,,175.0,395,M,896711,EUR,825379200,F,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
