match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,player_firstName,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_bigChanceMissed,stat_totalOffside,player_lastName,captain,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
12436521,home,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201,1229,M,19314,EUR,574560000,G,20,20,False,21.0,13.0,13.0,6.0,0.0,11.0,16.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,90.0,27.0,6.4,8.0,0.00107524,0,-0.1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436521,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,913654,EUR,937180800,D,23,23,False,44.0,24.0,5.0,1.0,1.0,12.0,19.0,15.0,29.0,4.0,6.0,,,,90.0,75.0,7.3,23.0,0.173853,0,,pedroporro29,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12436521,home,Tottenham Hotspur,Radu Drăguşin,radu-dragusin,R. Drăguşin,D,3,191,13683,M,997103,EUR,1012694400,D,6,6,False,50.0,40.0,7.0,1.0,0.0,31.0,36.0,9.0,14.0,3.0,4.0,,,,90.0,56.0,6.3,10.0,0.00221608,1,,radudragusin5,,,1.0,2.0,,,,,,,,,,1.0,2.0,1.0,0.0495,,,,,,,,,,,,,,,,,,,,,
12436521,home,Tottenham Hotspur,Archie Gray,archie-gray,A. Gray,D,14,187,5627,M,1142335,EUR,1142121600,D,14,14,False,66.0,60.0,4.0,2.0,0.0,40.0,42.0,20.0,24.0,4.0,3.0,,,,90.0,73.0,6.6,6.0,0.0103615,0,,ArchieGray06,,,1.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,,,Archie Gray,,,,,,,,,,,,,,,,,,,,
12436521,home,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,983572,EUR,1038441600,D,13,13,False,27.0,23.0,1.0,,0.0,12.0,15.0,11.0,12.0,,2.0,,,,50.0,45.0,6.9,6.0,0.0286705,0,,udogiethree,,,2.0,7.0,,,,,,5.0,3.0,2.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
12436521,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,844842,EUR,841363200,M,8,8,False,24.0,19.0,,,0.0,8.0,10.0,11.0,14.0,2.0,2.0,,,,64.0,28.0,6.4,5.0,0.00267474,1,,YB8,,,2.0,,2.0,,,,,,,,,,,1.0,0.0545,,,,,,,,,,,,,,,,,,,,,
12436521,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,791190,EUR,867196800,M,30,30,False,45.0,35.0,3.0,1.0,0.0,15.0,17.0,20.0,29.0,3.0,5.0,,,,90.0,63.0,7.2,14.0,0.177283,2,,rodrigo_bentancur,1.0,,7.0,7.0,,2.0,,1.0,1.0,2.0,1.0,,,1.0,4.0,,0.1048,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2054,,,,,,,,,,,
12436521,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,1085180,EUR,990576000,M,22,22,False,9.0,5.0,,,0.0,1.0,2.0,4.0,9.0,,1.0,,,,64.0,18.0,7.9,7.0,0.017405,1,,brenjohnson_,2.0,,,3.0,,,,,1.0,2.0,2.0,1.0,,,,,0.1456,,,1.0,,,1.0,,1.0,,0.5284,1.0,,,,,,,,,,
12436521,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,928124,EUR,956620800,M,21,21,False,23.0,17.0,1.0,,1.0,2.0,3.0,16.0,23.0,,1.0,,,,90.0,51.0,7.0,21.0,0.334586,1,,dejan_k10,3.0,1.0,10.0,6.0,,2.0,2.0,,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,0.4185,,5.0,2.0,6.0,1.0,,,,,,,1.0,1.0,,,,,,,,
12436521,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,111505,EUR,710553600,M,7,7,False,17.0,15.0,,,0.0,5.0,6.0,10.0,14.0,1.0,1.0,,,,64.0,28.0,6.4,6.0,0.0209633,2,,HMSon,3.0,,,2.0,,,,,,1.0,1.0,1.0,1.0,,,,0.8576,,1.0,,,,1.0,1.0,,,0.5866,,1.0,,,True,1.0,,,,,
