match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_fouls,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,captain,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_punches
10389802,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,34.0,19.0,26.0,11.0,12.0,14.0,7.0,20.0,1.0,13.0,1.0,2.0,2.0,1.0,1.0,90.0,41.0,6.8,15.0,0.0,0.0,0.0022545,0,0.1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389802,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,33.0,29.0,4.0,2.0,20.0,20.0,9.0,13.0,8.0,3.0,,,,,,90.0,50.0,6.8,4.0,0.0,0.0,0.00761462,0,,1.0,1.0,4.0,5.0,3.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
10389802,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,23.0,18.0,2.0,,14.0,14.0,4.0,9.0,5.0,7.0,,,,,,90.0,37.0,7.1,7.0,0.0,0.0,0.00103598,0,,,,2.0,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10389802,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,32.0,29.0,3.0,2.0,19.0,20.0,10.0,12.0,2.0,6.0,,,,,,90.0,39.0,6.4,5.0,0.0909,0.0,0.0504712,1,,1.0,2.0,4.0,2.0,,,,,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,
10389802,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,28.0,22.0,2.0,1.0,11.0,11.0,13.0,22.0,1.0,9.0,,,,,,90.0,68.0,7.6,15.0,0.0,0.0,0.377542,0,,1.0,,7.0,6.0,2.0,,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,,,,2.0,przemek.franek_,5.0,2.0,1.0,2.0,1.0,,,,,,,,
10389802,home,RC Lens,Jean Onana,jean-onana,J. Onana,M,14,189,1410,M,978301,EUR,947289600,M,6,6,False,28.0,18.0,4.0,1.0,9.0,12.0,9.0,16.0,1.0,6.0,,,,,,89.0,50.0,7.0,13.0,0.0168,0.2674,0.00474538,1,,,1.0,6.0,7.0,3.0,1.0,5.0,3.0,,1.0,,5.0,1.0,,,,,2.0,,,,,,2.0,1.0,,,,,,,
10389802,home,RC Lens,Seko Fofana,seko-fofana,S. Fofana,M,42,184,11416,M,191188,EUR,799804800,M,8,8,False,31.0,24.0,2.0,1.0,12.0,13.0,12.0,18.0,1.0,5.0,,,,,,90.0,45.0,7.1,12.0,0.0712,0.1736,0.0417803,2,,1.0,,5.0,2.0,,,1.0,1.0,,1.0,3.0,,1.0,1.0,,,1.0,,sekofofana,,,,,1.0,1.0,True,1.0,1.0,,,,
10389802,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,M,3,3,False,10.0,8.0,1.0,,8.0,9.0,1.0,4.0,,2.0,,,,,,57.0,21.0,6.6,6.0,0.0,0.0,0.00781538,0,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,3.0,1.0,,,1.0,,,,,,,,
10389802,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,39.0,23.0,5.0,1.0,4.0,9.0,19.0,31.0,4.0,7.0,,,,,,90.0,63.0,6.8,22.0,0.1431,0.0,0.0296349,2,,4.0,6.0,10.0,12.0,1.0,,,,,1.0,4.0,1.0,3.0,1.0,,,2.0,4.0,,1.0,,3.0,,2.0,,,,,1.0,,,
10389802,home,RC Lens,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183,483,M,787540,EUR,840499200,F,20,20,False,17.0,10.0,3.0,1.0,4.0,5.0,7.0,17.0,,2.0,,,,,,57.0,33.0,6.8,13.0,0.0,0.0,0.107703,0,,,,4.0,4.0,1.0,,1.0,1.0,,,2.0,,3.0,2.0,,,,1.0,,5.0,1.0,,,,,,,,,,,
