match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_dispossessed,stat_shotOffTarget,stat_errorLeadToAShot,stat_totalOffside,player_sofascoreId,captain,stat_goals,stat_penaltyConceded,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_penaltyWon,stat_bigChanceMissed
13472795,home,Santos,Gabriel Brazão,,,gabriel-brazao,G. Brazão,G,77,191,3074,M,905448,EUR,970704000,G,77,77,False,19.0,14.0,8.0,4.0,0.0,10.0,12.0,4.0,7.0,2.0,1.0,1.0,1.0,90.0,21.0,6.7,5.0,0.00044087,0,-0.0955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472795,home,Santos,Igor Vinícius,,,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,D,18,18,False,22.0,18.0,1.0,,0.0,7.0,8.0,11.0,14.0,,,,,70.0,40.0,7.0,7.0,0.11134,1,,3.0,2.0,3.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.086,3.0,,,,,,,,,,,,,,,,,,,,
13472795,home,Santos,Adonis Frías,,,adonis-frias,A. Frías,D,98,189,703,M,940699,EUR,890092800,D,98,98,False,34.0,30.0,7.0,4.0,0.0,20.0,21.0,10.0,13.0,1.0,,,,90.0,48.0,7.1,4.0,0.00380129,0,,,,1.0,3.0,,,,,1.0,1.0,,,,,,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,
13472795,home,Santos,Zé Ivaldo,,,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,844602,EUR,856483200,D,27,27,False,32.0,30.0,6.0,6.0,0.0,23.0,25.0,7.0,7.0,3.0,,,,90.0,56.0,7.9,2.0,0.00538245,1,,,,2.0,7.0,1.0,,,,2.0,3.0,,2.0,1.0,0.0355,,,2.0,10.0,3.0,1.0,2.0,0.0208,,,,,,,,,,,,,
13472795,home,Santos,Souza,Souza,,souza,Souza,D,33,179,2869,M,1482340,EUR,1150416000,D,33,33,False,49.0,42.0,2.0,1.0,0.0,22.0,24.0,20.0,25.0,9.0,,,,90.0,79.0,6.8,16.0,0.103118,2,,4.0,1.0,5.0,4.0,1.0,3.0,2.0,1.0,,1.0,3.0,,,0.1311,1.0,1.0,1.0,5.0,,,1.0,,2.0,1.0,,,,,,,,,,,
13472795,home,Santos,João Schmidt,,,joao-schmidt,J. Schmidt,M,5,183,1085,M,244591,EUR,737769600,M,5,5,False,22.0,19.0,3.0,2.0,0.0,7.0,7.0,12.0,15.0,1.0,,,,70.0,29.0,6.7,5.0,0.0473822,0,,,,4.0,5.0,,,,,,3.0,1.0,,3.0,,,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
13472795,home,Santos,Willian Arão,,,willian-arao,Willian Arão,M,15,181,1888,M,242213,EUR,700358400,M,15,15,False,53.0,45.0,3.0,2.0,0.0,18.0,24.0,27.0,29.0,8.0,,,,90.0,69.0,6.8,11.0,0.025544,1,,,,3.0,2.0,2.0,,,,2.0,,3.0,1.0,,0.0199,,1.0,1.0,5.0,,1.0,,0.0165,,,1.0,,,,,,,,,,
13472795,home,Santos,Zé Rafael,,,ze-rafael,Z. Rafael,M,6,175,2603,M,329069,EUR,740188800,M,6,6,False,23.0,21.0,1.0,1.0,0.0,12.0,12.0,9.0,11.0,5.0,,,,80.0,38.0,7.1,6.0,0.0136519,1,,,,2.0,6.0,,1.0,,1.0,,5.0,2.0,,,0.0145,,,1.0,1.0,1.0,,4.0,,1.0,,,,,,,,,,,,
13472795,home,Santos,Álvaro Barreal,,,alvaro-barreal,Á. Barreal,M,22,172,2811,M,949687,EUR,966470400,F,22,22,False,15.0,11.0,2.0,1.0,0.0,2.0,2.0,9.0,13.0,3.0,,,,61.0,26.0,7.0,7.0,0.112664,2,,,,7.0,2.0,4.0,1.0,,,,1.0,,1.0,1.0,0.1894,1.0,,,2.0,1.0,1.0,,0.1284,1.0,1.0,,1.0,,,,,,,,,
13472795,home,Santos,Neymar,,,neymar,Neymar,F,10,175,1009791,M,124712,EUR,697248000,F,10,10,False,44.0,29.0,2.0,1.0,0.0,3.0,5.0,26.0,39.0,4.0,,,,90.0,74.0,7.4,28.0,0.148921,6,,9.0,2.0,8.0,7.0,,7.0,2.0,1.0,,2.0,,2.0,2.0,1.2539,3.0,1.0,1.0,1.0,,2.0,1.0,0.8047,,3.0,,1.0,Neymar,True,1.0,1.0,,,,,
