match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_fouls,stat_wasFouled,player_firstName,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_goalAssist,player_sofascoreId,stat_bigChanceMissed,stat_outfielderBlock,stat_totalOffside,stat_hitWoodwork
11396231,home,VfL Wolfsburg,Pavao Pervan,pavao-pervan,P. Pervan,G,12,193,111,M,35976,EUR,563760000,G,12,12,False,24.0,19.0,9.0,4.0,17.0,20.0,2.0,4.0,9.0,1.0,3.0,3.0,90.0,33.0,6.4,5.0,0.00136532,0,-1.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396231,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,D,21,21,False,52.0,46.0,1.0,,18.0,19.0,30.0,38.0,5.0,,,,90.0,89.0,6.9,18.0,0.481529,2,,5.0,2.0,3.0,1.0,8.0,6.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,0.1659,3.0,,,,,,,,,,,,,,,,
11396231,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,104.0,92.0,9.0,1.0,71.0,73.0,21.0,31.0,6.0,,,,90.0,111.0,6.2,12.0,0.0125508,1,,,,1.0,1.0,2.0,1.0,,,,1.0,,4.0,1.0,,,,0.058,,2.0,,,,,,,,,,,,,,,
11396231,home,VfL Wolfsburg,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,25,25,False,98.0,91.0,1.0,,71.0,74.0,20.0,24.0,5.0,,,,90.0,109.0,6.6,7.0,0.0102262,1,,,,,2.0,2.0,4.0,,,,1.0,,4.0,2.0,1.0,1.0,,0.0434,,2.0,1.0,,,,,,,,,,,,,,
11396231,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,D,31,31,False,68.0,61.0,1.0,,28.0,33.0,33.0,37.0,2.0,,,,90.0,83.0,6.6,10.0,0.0270729,0,,2.0,,1.0,2.0,3.0,7.0,1.0,,,,,2.0,,3.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,
11396231,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,20,20,False,36.0,31.0,1.0,,16.0,16.0,15.0,21.0,3.0,,,,73.0,56.0,7.5,11.0,0.0271378,2,,1.0,,,,1.0,5.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,4.0,0.2354,1.0,,2.0,,,1.0,1.0,1.0,0.1855,,,,,,,,
11396231,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,74.0,69.0,2.0,1.0,39.0,39.0,30.0,36.0,4.0,,,,89.0,88.0,6.9,10.0,0.0419102,1,,1.0,,,2.0,4.0,6.0,,2.0,2.0,,,1.0,1.0,2.0,1.0,1.0,0.0712,1.0,1.0,1.0,,,1.0,1.0,,0.1473,,,,,,,,
11396231,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,115.0,113.0,4.0,4.0,54.0,54.0,61.0,65.0,4.0,,,,90.0,128.0,7.7,4.0,0.399418,0,,4.0,2.0,3.0,,5.0,5.0,,,1.0,,,3.0,,2.0,,,,4.0,2.0,2.0,,,1.0,,,,True,1.0,,,,,,
11396231,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,22.0,18.0,,,7.0,9.0,11.0,14.0,2.0,,,,57.0,35.0,6.7,8.0,0.012192,1,,1.0,,,,5.0,3.0,3.0,,2.0,,,1.0,,,,2.0,0.0272,,1.0,2.0,,,1.0,1.0,,0.1865,,,,,,,,
11396231,home,VfL Wolfsburg,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180,1353,M,983540,EUR,1024185600,F,11,11,False,11.0,8.0,,,8.0,8.0,1.0,4.0,,,,,57.0,23.0,6.8,10.0,0.0547797,0,,1.0,1.0,1.0,1.0,4.0,4.0,,2.0,3.0,,,,,,,3.0,,1.0,,1.0,,,2.0,,,,,,1.0,,,,,
