match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_outfielderBlock,stat_goalAssist,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_totalOffside,captain,stat_hitWoodwork,stat_goals,stat_errorLeadToAShot,stat_penaltyWon,stat_penaltyMiss
10385729,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,33.0,26.0,12.0,7.0,25.0,27.0,1.0,6.0,5.0,1.0,3.0,1.0,1.0,3.0,90.0,40.0,8.2,7.0,0.0,0.0,0.00014764,0,2.1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385729,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,64.0,50.0,10.0,3.0,26.0,29.0,25.0,41.0,8.0,,,,,,90.0,82.0,7.4,23.0,0.0,0.0,0.0715206,0,,6.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
10385729,home,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,False,49.0,41.0,4.0,1.0,36.0,40.0,5.0,9.0,5.0,,,,,,90.0,56.0,6.7,8.0,0.0,0.0,0.00196513,0,,,,3.0,3.0,4.0,,,1.0,,,,,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385729,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,76.0,72.0,4.0,2.0,56.0,56.0,16.0,20.0,7.0,,,,,,90.0,83.0,7.3,4.0,0.0,0.0,0.00412653,0,,,,2.0,,2.0,,,,,,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,
10385729,home,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,False,40.0,30.0,1.0,1.0,18.0,24.0,14.0,24.0,4.0,,,,,,81.0,67.0,6.9,21.0,0.0,0.0,0.127315,0,,8.0,2.0,,6.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,
10385729,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,M,11,11,False,30.0,27.0,,,13.0,13.0,14.0,17.0,2.0,,,,,,90.0,49.0,6.4,11.0,0.4287,0.9425,0.0479887,6,,,,,6.0,2.0,,,,2.0,1.0,,,,,,,,1.0,,,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,
10385729,home,Liverpool,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6378,M,jordanhenderson,42694,EUR,645580800,M,14,14,False,96.0,80.0,10.0,6.0,43.0,47.0,37.0,49.0,7.0,,,,,,90.0,106.0,7.7,16.0,0.1019,0.0,0.155135,2,,,,1.0,1.0,5.0,,,1.0,,2.0,,,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,,1.0,,1.0,,,True,1.0,,,,
10385729,home,Liverpool,Thiago Alcântara,thiago-alcantara,Thiago,M,,174,8236,M,thiago6,53825,EUR,671328000,M,6,6,False,73.0,67.0,6.0,6.0,31.0,32.0,36.0,41.0,7.0,,,,,,58.0,80.0,7.5,6.0,0.0277,0.0,0.140751,1,,,,,6.0,4.0,,,2.0,,2.0,,,3.0,,1.0,1.0,,3.0,,,,,,,,,1.0,3.0,,,,,,,
10385729,home,Liverpool,Fabio Carvalho,fabio-carvalho,F. Carvalho,F,14,170,4025,M,_fabio.10,991604,EUR,1030665600,M,28,28,False,28.0,25.0,1.0,1.0,8.0,10.0,17.0,18.0,5.0,,,,,,57.0,40.0,6.6,8.0,0.0,0.0,0.0689356,0,,,,1.0,6.0,5.0,2.0,,1.0,1.0,1.0,,,,,2.0,2.0,,1.0,,,3.0,1.0,1.0,,,,,1.0,,,,,,,
10385729,home,Liverpool,Roberto Firmino,roberto-firmino,R. Firmino,M,9,181,31054,M,BobbyFirmino,143697,EUR,686361600,F,9,9,False,34.0,27.0,1.0,1.0,9.0,11.0,18.0,23.0,4.0,,,,,,81.0,45.0,7.3,9.0,0.6521,0.5007,0.11263,5,,,,1.0,1.0,3.0,1.0,,,2.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,
