match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,description,reason,player_id,player_name,confirmed
10385729,FT,1.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
10385729,,,,,90,0.0,,1,,,injuryTime,4.0,,,,,,,,,
10385729,,,,,81,,,10,,,substitution,,121391486.0,False,True,regular,,,,,
10385729,,,,,81,,,10,,,substitution,,121391487.0,False,True,regular,,,,,
10385729,,,,,74,,,17,,,substitution,,121391432.0,False,False,regular,,,,,
10385729,,,,,61,,,30,,,substitution,,121391354.0,False,False,regular,,,,,
10385729,,,,,57,,,34,,,substitution,,121391324.0,False,True,regular,,,,,
10385729,,,,,57,,,34,,,substitution,,121391323.0,False,True,regular,,,,,
10385729,,,,,57,,,34,,,substitution,,121391322.0,False,True,regular,,,,,
10385729,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
10385729,,,,,45,,,1,,,inGamePenalty,,118408869.0,,False,missed,Goalkeeper save,goalkeeperSave,552884.0,Jarrod Bowen,
10385729,,,,,45,0.0,,1,,,injuryTime,2.0,,,,,,,,,
10385729,,,,,43,,,3,,,varDecision,,13895.0,,False,penaltyNotAwarded,,,552884.0,Jarrod Bowen,False
10385729,,1.0,0.0,,22,,,24,,,goal,,166817535.0,,True,regular,,,924871.0,Darwin Núñez,
