match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_outfielderBlock,stat_blockedScoringAttempt,player_sofascoreId,stat_totalContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_expectedGoalsOnTarget,stat_wonContest,stat_interceptionWon,stat_wonTackle,captain,stat_goals,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
12504354,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188,1319,M,599114,EUR,802569600,G,30,30,False,44.0,36.0,14.0,6.0,0.0,34.0,35.0,2.0,9.0,1.0,1.0,1.0,1.0,3.0,18.0,1.0,3.0,4.0,3.0,90.0,57.0,7.2,8.0,0.00181689,0,0.1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504354,home,Como,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,D,31,31,False,73.0,60.0,11.0,5.0,1.0,34.0,39.0,27.0,39.0,3.0,2.0,3.0,,2.0,2.0,,,,,90.0,94.0,7.5,18.0,0.10104,0,,5.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
12504354,home,Como,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193,345,M,295133,EUR,752198400,D,5,5,False,76.0,70.0,4.0,3.0,0.0,53.0,54.0,17.0,22.0,2.0,4.0,4.0,,4.0,3.0,,,,,90.0,86.0,6.5,7.0,0.0604125,2,,,,2.0,,,,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.3336,,,,,,,,,,,,,,
12504354,home,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,853,M,226974,EUR,791251200,D,2,2,False,79.0,74.0,10.0,8.0,0.0,54.0,55.0,20.0,24.0,2.0,3.0,3.0,,2.0,2.0,,,,,90.0,86.0,7.0,7.0,0.085106,0,,,,3.0,,,2.0,,,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,
12504354,home,Como,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171,850,M,229740,EUR,710294400,D,18,18,False,27.0,23.0,3.0,1.0,0.0,13.0,13.0,11.0,18.0,,1.0,2.0,,1.0,,,,,,56.0,45.0,6.8,9.0,0.048491,1,,4.0,1.0,1.0,,,1.0,,,,,,1.0,2.0,,,0.0154,,1.0,,,,,,,,,,,,
12504354,home,Como,Sergi Roberto,sergi-roberto,S. Roberto,M,8,178,10482,M,123976,EUR,697420800,M,20,20,False,33.0,29.0,,,0.0,19.0,22.0,10.0,12.0,,3.0,2.0,1.0,,1.0,,,,,45.0,39.0,6.5,7.0,0.0104999,0,,1.0,,1.0,,,,,,,,,1.0,2.0,,,,,,sergiroberto,1.0,,,,,,,,,,
12504354,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174,1933,M,911848,EUR,992044800,M,33,33,False,67.0,62.0,2.0,2.0,0.0,25.0,27.0,38.0,46.0,,3.0,1.0,1.0,,3.0,,,,,90.0,82.0,7.3,11.0,0.349752,2,,6.0,1.0,1.0,,1.0,1.0,,,,,,,,,,0.1259,1.0,1.0,,1.0,1.0,1.0,0.5476,,,,,,,
12504354,home,Como,Gabriel Strefezza,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,M,7,7,False,40.0,29.0,3.0,2.0,0.0,9.0,11.0,20.0,30.0,1.0,4.0,8.0,,,1.0,,,,,78.0,58.0,7.6,13.0,0.0504441,2,,1.0,,3.0,,,1.0,,,,1.0,,,4.0,1.0,,0.0743,,,,2.0,1.0,1.0,0.0156,2.0,2.0,1.0,,,,
12504354,home,Como,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,80,80,False,38.0,27.0,4.0,1.0,0.0,5.0,6.0,23.0,33.0,,1.0,,1.0,,3.0,,,,,87.0,47.0,6.8,16.0,0.0555508,2,,1.0,1.0,,,,1.0,,,,1.0,,5.0,,,,0.0978,,1.0,,,,,,,,,,,,
12504354,home,Como,Assane Diao,assane-diao,A. Diao,F,38,185,18044,M,1493689,EUR,1126051200,M,38,38,False,31.0,28.0,1.0,1.0,0.0,3.0,4.0,25.0,28.0,2.0,13.0,11.0,4.0,1.0,1.0,,,,,90.0,52.0,6.9,10.0,0.113723,1,,1.0,,2.0,2.0,,1.0,,,,,,1.0,6.0,2.0,,0.0316,,1.0,,6.0,,,,3.0,,,,,,
12504354,home,Como,Patrick Cutrone,patrick-cutrone,P. Cutrone,F,10,183,2328,M,795044,EUR,883785600,F,10,10,False,15.0,12.0,,,0.0,2.0,4.0,10.0,12.0,1.0,4.0,3.0,,,1.0,,,,,56.0,22.0,6.7,7.0,0.0439898,1,,1.0,,3.0,1.0,,,,,,,,2.0,1.0,,,0.034,,1.0,,,,1.0,,,,1.0,True,,,
