match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_interceptionWon,stat_bigChanceCreated,stat_goalAssist,stat_hitWoodwork,stat_totalOffside,stat_clearanceOffLine,stat_errorLeadToAShot
11407446,home,Genoa,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2817,M,845291,EUR,896227200,G,1,1,False,40.0,30.0,24.0,14.0,19.0,21.0,11.0,19.0,2.0,13.0,2.0,1.0,1.0,90.0,49.0,7.3,11.0,0.00505142,0,0.1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407446,home,Genoa,Radu Drăguşin,radu-dragusin,R. Drăguşin,D,3,191,13683,M,997103,EUR,1012694400,D,5,5,False,27.0,22.0,3.0,1.0,19.0,20.0,3.0,8.0,9.0,4.0,,,,90.0,45.0,7.6,10.0,0.00157893,1,,radudragusin5,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.1625,0.3214,,,,,,,,,,,,,,,,,,,,,,,,
11407446,home,Genoa,Mattia Bani,mattia-bani,M. Bani,D,13,188,270,M,250547,EUR,755481600,D,13,13,False,31.0,28.0,1.0,,26.0,26.0,2.0,5.0,,2.0,,,,41.0,36.0,6.9,3.0,0.00067321,0,,,,1.0,,2.0,3.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11407446,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185,4788,M,889785,EUR,909014400,D,22,22,False,40.0,27.0,10.0,4.0,21.0,24.0,6.0,16.0,3.0,2.0,,,,90.0,63.0,7.5,17.0,0.0555708,1,,,,8.0,3.0,9.0,8.0,,,,0.0213,,,,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11407446,home,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179,199,M,184421,EUR,726883200,M,20,20,False,27.0,13.0,10.0,4.0,5.0,10.0,9.0,19.0,1.0,2.0,,,,90.0,48.0,6.8,18.0,0.0164969,1,,,2.0,,1.0,2.0,6.0,,1.0,,0.053,0.0746,,,,3.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
11407446,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178,1679,M,918440,EUR,986601600,M,32,32,False,30.0,25.0,2.0,1.0,11.0,11.0,14.0,20.0,,7.0,,,,90.0,41.0,7.1,9.0,0.0742189,1,,,1.0,2.0,1.0,6.0,6.0,,,,0.0844,,,,,2.0,1.0,2.0,3.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,
11407446,home,Genoa,Milan Badelj,milan-badelj,M. Badelj,M,,186,902,M,39482,EUR,604368000,M,47,47,False,42.0,35.0,3.0,1.0,17.0,20.0,18.0,22.0,1.0,10.0,,,,86.0,58.0,7.1,9.0,0.0149683,2,,,,1.0,2.0,1.0,5.0,,1.0,,0.2344,0.1216,,,1.0,3.0,1.0,,,,2.0,1.0,,,,,True,1.0,1.0,2.0,,,,,,
11407446,home,Genoa,Kevin Strootman,kevin-strootman,K. Strootman,M,,186,405,M,34221,EUR,634867200,M,8,8,False,48.0,39.0,5.0,2.0,17.0,18.0,23.0,31.0,2.0,5.0,,,,86.0,62.0,7.3,13.0,0.242862,1,,,1.0,1.0,,9.0,2.0,4.0,,,0.0833,,,,,2.0,1.0,,2.0,1.0,,4.0,1.0,2.0,,,,,,,1.0,,,,,
11407446,home,Genoa,Ridgeciano Haps,ridgeciano-haps,R. Haps,D,5,175,339,M,250501,EUR,739843200,M,55,55,False,16.0,12.0,1.0,,3.0,4.0,9.0,12.0,1.0,2.0,,,,86.0,29.0,7.5,9.0,0.152725,1,,,,,,2.0,3.0,1.0,,,0.0223,,,,,1.0,1.0,2.0,,1.0,3.0,2.0,,,1.0,,,,,,2.0,1.0,,,,
11407446,home,Genoa,Caleb Ekuban,caleb-ekuban,C. Ekuban,F,18,182,842,M,309156,EUR,764380800,F,18,18,False,7.0,6.0,,,3.0,3.0,3.0,4.0,,2.0,,,,54.0,18.0,7.2,4.0,0.020352,3,,,,4.0,,5.0,3.0,,,,0.1362,,,,1.0,,,2.0,1.0,2.0,3.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,
11407446,home,Genoa,Albert Guðmundsson,albert-gudmundsson,A. Guðmundsson,F,10,178,3691,M,804909,EUR,866332800,F,11,11,False,25.0,17.0,3.0,2.0,7.0,7.0,12.0,26.0,,4.0,,,,90.0,49.0,7.2,18.0,0.108227,1,,,8.0,1.0,,3.0,5.0,,,,0.0765,,,,,1.0,,2.0,,,3.0,2.0,2.0,1.0,3.0,2.0,,,1.0,1.0,1.0,,,2.0,,
11407446,home,Genoa,Koni De Winter,de-winter-koni,K. De Winter,D,5,191,3255,M,1001828,EUR,1023840000,D,4,4,True,14.0,12.0,,,8.0,9.0,4.0,5.0,1.0,4.0,,,,49.0,22.0,7.0,3.0,0.00044593,1,,,,1.0,1.0,1.0,3.0,,1.0,,0.1855,,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,
11407446,home,Genoa,George Pușcaș,george-puscas,G. Pușcaș,F,,187,1439,M,190319,EUR,828921600,F,37,37,True,12.0,5.0,,,1.0,2.0,4.0,10.0,1.0,2.0,,,,36.0,18.0,6.3,8.0,0.014982,3,,,,,4.0,1.0,5.0,1.0,2.0,,0.6592,0.3152,,,,,,,,,,1.0,,,1.0,1.0,,2.0,1.0,,,,,,,
11407446,home,Genoa,Alan Matturro,matturro-alan,A. Matturro,D,3,189,1328,M,1177401,EUR,1097452800,D,33,33,True,1.0,1.0,,,,,1.0,1.0,,,,,,9.0,4.0,6.6,1.0,0.0004317,0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
11407446,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189,697,M,280991,EUR,831254400,M,2,2,True,3.0,1.0,,,,,1.0,3.0,,,,,,9.0,4.0,6.4,3.0,0.00035489,0,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
11407446,home,Genoa,Ruslan Malinovskyi,ruslan-malinovskyi,R. Malinovskyi,M,17,181,4666,M,195850,EUR,736473600,M,17,17,True,6.0,6.0,,,,,6.0,6.0,,1.0,,,,9.0,8.0,6.6,2.0,0.00834351,0,,malinovskyi18,,1.0,,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11407446,home,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193,635,M,98059,EUR,729907200,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407446,home,Genoa,Daniele Sommariva,daniele-sommariva,D. Sommariva,G,39,186,152,M,595572,EUR,869184000,G,39,39,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407446,home,Genoa,Alessandro Vogliacco,alessandro-vogliacco,A. Vogliacco,D,4,186,344,M,807295,EUR,905731200,D,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407446,home,Genoa,Silvan Hefti,silvan-hefti,S. Hefti,D,30,182,208,M,814214,EUR,877737600,D,36,36,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407446,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180,1144,M,797286,EUR,861667200,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
