match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,captain,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_goalAssist,stat_totalOffside
11401920,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,591,M,878599,EUR,921801600,F,23,23,False,30.0,27.0,,,7.0,8.0,20.0,25.0,,6.0,5.0,,,,88.0,49.0,7.0,11.0,0.0873555,2,,,,3.0,,,4.0,2.0,1.0,,1.0,,,3.0,5.0,,2.0,2.0,,,,,0.0697,,1.0,2.0,,,,,,
11401920,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170,177,M,825851,EUR,918950400,F,11,11,True,16.0,11.0,,,2.0,2.0,9.0,15.0,,4.0,3.0,,,,45.0,28.0,7.1,10.0,0.0447315,3,,,,1.0,,,2.0,5.0,3.0,,,,,2.0,1.0,,1.0,,,,,2.0,0.1023,0.323,,,,1.0,,,,
11401920,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,True,29.0,25.0,4.0,2.0,5.0,6.0,20.0,24.0,,3.0,3.0,,,,45.0,42.0,7.4,7.0,0.0179356,2,,,,1.0,,1.0,3.0,,,,,3.0,2.0,,,,1.0,1.0,,1.0,,1.0,0.0322,0.2304,1.0,,,1.0,1.0,,,
11401920,home,Go Ahead Eagles,Thibo Baeten,thibo-baeten,T. Baeten,F,23,183,162,M,964766,EUR,1023148800,F,32,32,True,3.0,1.0,,,,,1.0,3.0,,1.0,2.0,,,,21.0,9.0,6.4,4.0,0.00082973,0,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11401920,home,Go Ahead Eagles,Victor Kaj Edvardsen,victor-kaj-edvardsen,V. K. Edvardsen,F,16,185,433,M,841420,EUR,821577600,F,16,16,True,3.0,2.0,1.0,,,,2.0,3.0,,,,,,,9.0,3.0,6.5,1.0,0.00197132,0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,home,Go Ahead Eagles,Sven Jansen,sven-jansen,S. Jansen,G,30,192,44,M,1090199,EUR,1098403200,G,30,30,True,,,,,,,,,,,,,,,,,,,,0,,Sven Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,home,Go Ahead Eagles,Erwin Mulder,erwin-mulder,E. Mulder,G,,193,46,M,19019,EUR,604886400,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,home,Go Ahead Eagles,Luca Everink,luca-everink,L. Everink,D,36,179,80,M,1014260,EUR,981676800,D,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177,6697,M,1046722,EUR,957052800,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,home,Go Ahead Eagles,Rashaan Fernandes,rashaan-fernandes,R. Fernandes,M,7,170,40,M,803024,EUR,901670400,F,7,7,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,home,Go Ahead Eagles,Xander Blomme,xander-blomme,X. Blomme,M,16,172,76,M,997161,EUR,1024617600,M,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,home,Go Ahead Eagles,Dario Serra,serra-dario,D. Serra,F,21,180,33,M,1431589,EUR,1042934400,F,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,away,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,33.0,18.0,22.0,7.0,13.0,16.0,5.0,17.0,1.0,1.0,15.0,2.0,4.0,8.0,90.0,50.0,8.4,15.0,0.00657832,0,0.8212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,away,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,2,180,197,M,842536,EUR,891820800,D,12,12,False,27.0,20.0,6.0,3.0,11.0,14.0,10.0,17.0,2.0,7.0,4.0,,,,90.0,64.0,6.5,15.0,0.187552,0,,,,4.0,1.0,1.0,8.0,2.0,,,5.0,3.0,1.0,1.0,2.0,2.0,,4.0,,1.0,,,,,,,,,,,,
11401920,away,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,40.0,32.0,8.0,2.0,23.0,25.0,9.0,15.0,3.0,4.0,3.0,,,,90.0,55.0,6.9,8.0,0.0080233,0,,,,,,,2.0,,,,10.0,1.0,,,,1.0,,1.0,1.0,,True,,,,,,,,,,,
11401920,away,FC Twente,Alec Van Hoorenbeeck,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,18,187,120,M,974203,EUR,914976000,D,17,17,False,53.0,37.0,15.0,3.0,28.0,35.0,9.0,18.0,3.0,3.0,3.0,,,,90.0,65.0,6.6,16.0,0.00652134,2,,,,,,3.0,3.0,,,,6.0,,,,,,,,,1.0,,1.0,0.1864,0.4836,,1.0,,,,1.0,,
11401920,away,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,34.0,23.0,8.0,1.0,14.0,18.0,10.0,17.0,1.0,4.0,7.0,,,,90.0,50.0,7.1,12.0,0.0928648,0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,
11401920,away,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,18.0,13.0,1.0,,7.0,8.0,7.0,11.0,,4.0,5.0,,,,78.0,27.0,8.0,5.0,0.3908,3,,,,1.0,1.0,,4.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,3.0,1.0,,,1.0,0.4942,0.9661,,,,2.0,1.0,,1.0,
11401920,away,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174,167,M,966546,EUR,993600000,M,4,4,False,33.0,28.0,4.0,2.0,22.0,22.0,6.0,11.0,,2.0,11.0,,,,88.0,47.0,6.8,8.0,0.00338053,0,,,,,,,2.0,,,,2.0,2.0,,2.0,,1.0,,,,2.0,,,,,1.0,,,,,,,
11401920,away,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168,329,M,825731,EUR,928108800,M,23,23,False,36.0,28.0,5.0,2.0,22.0,25.0,8.0,16.0,1.0,2.0,8.0,,,,90.0,51.0,6.8,12.0,0.369886,0,,,,5.0,2.0,,4.0,1.0,,,1.0,1.0,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,
11401920,away,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,F,11,11,False,32.0,25.0,3.0,2.0,10.0,13.0,15.0,19.0,,1.0,6.0,,,,89.0,43.0,7.1,11.0,0.259488,2,,,,,,3.0,8.0,2.0,1.0,1.0,1.0,,,2.0,,,3.0,3.0,,,,,0.241,,1.0,1.0,1.0,1.0,,,1.0,
11401920,away,FC Twente,Manfred Ugalde,manfred-ugalde,M. Ugalde,F,9,171,2754,M,993560,EUR,1022284800,F,27,27,False,22.0,12.0,1.0,,5.0,7.0,7.0,16.0,3.0,7.0,5.0,,,,89.0,48.0,8.2,21.0,0.0420239,3,,,,1.0,,4.0,14.0,2.0,1.0,1.0,,1.0,1.0,5.0,2.0,5.0,1.0,,,1.0,,2.0,0.6399,1.0954,4.0,1.0,,,1.0,,1.0,
11401920,away,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,6,177,742,M,996940,EUR,1061164800,F,8,8,False,20.0,16.0,1.0,1.0,9.0,11.0,7.0,11.0,1.0,5.0,1.0,,,,68.0,34.0,7.0,9.0,0.0411328,1,,,,2.0,,,6.0,3.0,3.0,,3.0,,,2.0,1.0,4.0,1.0,1.0,,,,,0.0455,,1.0,,,1.0,,,,
11401920,away,FC Twente,Younes Taha,younes-taha,Y. Taha,M,10,176,1453,M,1146623,EUR,1038355200,F,19,19,True,9.0,3.0,3.0,,1.0,2.0,3.0,8.0,2.0,2.0,3.0,,,,22.0,13.0,7.4,7.0,0.212475,1,,Younes Taha,,1.0,1.0,,,,,,,,,,,,2.0,,,,,1.0,0.6695,0.8888,,,,,1.0,,,
11401920,away,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,F,9,9,True,7.0,7.0,,,4.0,4.0,3.0,3.0,,,2.0,,,,12.0,8.0,6.6,,0.0162455,1,,,,,,1.0,3.0,,,,,,,,,1.0,,1.0,,,,,0.2668,,,1.0,,,,,,
11401920,away,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,M,38,38,True,3.0,2.0,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,8.0,8.0,6.5,2.0,0.00030399,0,,Max Bruns,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,
11401920,away,FC Twente,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,6,6,True,,,,,,,,,,,,,,,9.0,,6.4,,,0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11401920,away,FC Twente,Mitchell van Bergen,mitchell-van-bergen,M. v. Bergen,F,7,170,248,M,827662,EUR,935712000,F,7,7,True,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,8.0,4.0,6.4,2.0,2.5e-07,0,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
11401920,away,FC Twente,Issam El Maach,issam-el-maach,I. E. Maach,G,16,187,445,M,904775,EUR,949363200,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,away,FC Twente,Przemysław Tytoń,przemyslaw-tyton,P. Tytoń,G,22,195,453,M,27691,EUR,536716800,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,away,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,away,FC Twente,Julien Mesbahi,mesbahi-julien,J. Mesbahi,D,24,181,459,M,1470014,EUR,1138665600,D,24,24,True,,,,,,,,,,,,,,,,,,,,0,,Juliën Mesbahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,away,FC Twente,Mats Rots,mats-rots,M. Rots,D,39,185,370,M,1387012,EUR,1142035200,D,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,away,FC Twente,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168,1162,M,954317,EUR,1055462400,F,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401920,away,FC Twente,Gijs Besselink,besselink-gijs,G. Besselink,M,6,180,105,M,1440801,EUR,1087344000,M,41,41,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
