match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,player_sofascoreId,captain,stat_aerialWon,stat_outfielderBlock,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goodHighClaim
14771919,home,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,18.0,16.0,6.0,4.0,0.0,15.0,15.0,1.0,3.0,10.0,1.0,2.0,90.0,24.0,7.4,2.0,0.00038333,38.38982488865,6.0,29.4,12.81,0.5043,0,0.5161,0.05,0.01,-0.06,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771919,home,Al-Qadsiah,Mohammed Abu Al-Shamat,mohammed-waheeb-abu-al-shamat,M. A. Al-Shamat,M,2,170.0,199,M,1804369,EUR,1029024000,D,2,2,False,44.0,39.0,4.0,3.0,0.0,10.0,12.0,29.0,32.0,5.0,,,72.0,94.0,7.1,21.0,0.690228,161.37852144964,21.0,46.2,16.8,,1,,0.75,0.03,-0.31,,Mohammed Waheeb Abu Al-Shamat,13.0,2.0,2.0,9.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0173,29.723426943702,2.0,3.0,-0.09,,,,,,,,,,,,,,
14771919,home,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,71.0,64.0,6.0,4.0,0.0,29.0,32.0,35.0,39.0,4.0,,,90.0,87.0,7.7,10.0,0.182971,351.99638604021,33.0,254.73,53.34,,1,,0.48,0.37,-0.08,,,,,1.0,4.0,8.0,,2.0,1.0,,1.0,5.0,,2.0,1.0,2.0,,2.0,0.0532,93.716085984435,3.0,,-0.11,nachofdez90,True,5.0,1.0,,,,,,,,,,
14771919,home,Al-Qadsiah,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,492,M,980578,EUR,953856000,D,17,17,False,63.0,62.0,5.0,4.0,0.0,33.0,33.0,29.0,30.0,3.0,,,90.0,71.0,6.8,1.0,0.0265335,227.79851688987,26.0,137.34,18.165,,0,,0.29,0.13,-0.11,,,,,4.0,5.0,3.0,,,,,,6.0,1.0,1.0,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,
14771919,home,Al-Qadsiah,Yasir Al-Shahrani,yasir-al-shahrani,Y. Al-Shahrani,D,12,171.0,762,M,160923,EUR,706752000,D,12,12,False,64.0,59.0,3.0,3.0,0.0,16.0,16.0,43.0,48.0,4.0,,,90.0,73.0,7.3,5.0,0.0608225,187.7879376751,18.0,134.505,30.555,,1,,0.33,0.11,-0.17,,,1.0,1.0,,1.0,6.0,1.0,1.0,1.0,,,2.0,,2.0,2.0,,,,0.0226,55.000709617872,2.0,1.0,-0.09,,,3.0,,1.0,,,,,,,,,
14771919,home,Al-Qadsiah,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175.0,1910,M,589620,EUR,820108800,M,8,8,False,64.0,51.0,5.0,3.0,0.0,12.0,13.0,39.0,51.0,9.0,,,90.0,93.0,7.1,27.0,0.538166,196.30835249942,25.0,86.1,26.46,,1,,0.61,0.09,-0.16,,,12.0,4.0,2.0,9.0,5.0,1.0,4.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,0.0097,27.572179892058,1.0,3.0,-0.1,,,2.0,,1.0,2.0,2.0,,,,,,,
14771919,home,Al-Qadsiah,Julian Weigl,julian-weigl,J. Weigl,M,5,186.0,1193,M,237068,EUR,810518400,M,5,5,False,67.0,62.0,3.0,2.0,0.0,15.0,16.0,47.0,51.0,4.0,,,90.0,74.0,7.1,7.0,0.0766655,136.86564792749,22.0,40.32,13.23,,0,,0.25,0.12,0.14,,,,,1.0,3.0,5.0,,2.0,1.0,,,,,3.0,2.0,1.0,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,
14771919,home,Al-Qadsiah,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,10,175.0,850,M,1106234,EUR,1056067200,M,10,10,False,75.0,65.0,8.0,4.0,1.0,17.0,17.0,48.0,58.0,7.0,,,90.0,102.0,7.4,30.0,0.22328,182.35185244372,24.0,56.91,22.575,,2,,0.35,0.42,-0.1,,Musab Fahz Aljuwayr,19.0,1.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,0.1456,32.214160852659,2.0,2.0,0.06,,,,,,1.0,,,1.0,0.6569,,,,
14771919,home,Al-Qadsiah,Christopher Baah,christopher-baah,C. Baah,M,22,172.0,2658,M,1477662,EUR,1102982400,M,22,22,False,51.0,46.0,3.0,2.0,0.0,7.0,7.0,39.0,44.0,4.0,,,90.0,75.0,7.3,17.0,0.503485,233.17011954468,27.0,74.025,14.49,,0,,0.59,0.02,-0.11,,Christopher Baah,12.0,4.0,1.0,8.0,5.0,1.0,5.0,2.0,,,,,1.0,1.0,,2.0,2.0,,54.878678688684,4.0,3.0,,,,,,,1.0,,,,,,,,
14771919,home,Al-Qadsiah,Julián Quiñones,julian-quinones,J. Quiñones,F,33,180.0,6539,M,843114,EUR,859161600,F,33,33,False,19.0,15.0,1.0,1.0,0.0,2.0,3.0,13.0,16.0,5.0,,,86.0,39.0,5.7,12.0,0.027796,46.195795823663,7.0,-14.385,10.71,,4,,-0.51,-0.37,0.0,,,1.0,,3.0,7.0,4.0,,1.0,,,2.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,0.6771,,,1.0,-0.66,julianquinones33,,1.0,,,1.0,,,2.0,0.0993,2.0,,,
14771919,home,Al-Qadsiah,Mateo Retegui,mateo-retegui,M. Retegui,F,32,186.0,15780,M,914501,EUR,925344000,F,32,32,False,26.0,21.0,1.0,1.0,0.0,5.0,5.0,16.0,21.0,,,,90.0,37.0,7.2,6.0,0.106617,85.937860331388,12.0,-3.15,10.815,,6,,-0.14,0.14,-0.02,,,2.0,1.0,1.0,3.0,3.0,,,,,2.0,,,1.0,,,,2.0,0.6072,14.589293642942,1.0,,0.37,mateoretegui,,2.0,,2.0,,,,2.0,0.2782,1.0,2.0,1.0,
