match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_fouls,captain,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_penaltyConceded,stat_goalAssist,stat_totalCross,stat_bigChanceCreated,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_totalOffside,player_sofascoreId,stat_dispossessed,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyMiss,stat_hitWoodwork
11407521,home,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,34.0,22.0,24.0,12.0,12.0,15.0,10.0,19.0,2.0,2.0,2.0,12.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,90.0,50.0,8.2,14.0,0.00163591,0,1.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407521,home,Sassuolo,Jeremy Toljan,jeremy-toljan,J. Toljan,D,182,343,M,149606,EUR,776304000,D,22,22,False,17.0,12.0,1.0,,6.0,8.0,6.0,9.0,,,2.0,3.0,,,,,,,,85.0,30.0,6.7,7.0,0.00254688,1,,22,1.0,1.0,1.0,1.0,1.0,0.0518,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407521,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,5,5,False,24.0,18.0,6.0,1.0,16.0,17.0,2.0,7.0,1.0,1.0,4.0,2.0,,,,,,,,90.0,31.0,6.6,7.0,0.00060017,0,,6,3.0,4.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11407521,home,Sassuolo,Gian Marco Ferrari,gian-marco-ferrari,G. M. Ferrari,D,189,224,M,170887,EUR,705888000,D,13,13,False,23.0,12.0,2.0,,8.0,13.0,4.0,10.0,1.0,2.0,7.0,1.0,1.0,,,,,,,90.0,36.0,7.2,13.0,0.0025464,1,,,4.0,4.0,,1.0,,0.1905,1.0,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11407521,home,Sassuolo,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,178,644,M,934409,EUR,963705600,D,3,3,False,15.0,13.0,4.0,2.0,8.0,8.0,5.0,8.0,1.0,2.0,6.0,4.0,1.0,,,,,,,90.0,37.0,7.7,6.0,0.175118,0,,16,,,,1.0,2.0,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11407521,home,Sassuolo,Daniel Boloca,boloca-daniel,D. Boloca,M,185,442,M,882592,EUR,914284800,M,24,24,False,22.0,18.0,1.0,,13.0,16.0,5.0,6.0,,2.0,5.0,3.0,,,,,,,,90.0,32.0,6.7,6.0,0.00168669,0,,11,1.0,3.0,,,1.0,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11407521,home,Sassuolo,Matheus Henrique,matheus-henrique,M. Henrique,M,175,2961,M,912786,EUR,882489600,M,7,7,False,27.0,20.0,2.0,1.0,12.0,13.0,8.0,15.0,1.0,3.0,1.0,8.0,1.0,,,,,,,90.0,37.0,6.6,11.0,0.00850945,0,,8,,3.0,,,,,1.0,,,,,,,1.0,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,
11407521,home,Sassuolo,Domenico Berardi,domenico-berardi,D. Berardi,M,185,5071,M,253367,EUR,775699200,M,10,10,False,18.0,12.0,4.0,3.0,4.0,4.0,8.0,15.0,,3.0,,,3.0,,,,,,,81.0,40.0,6.5,14.0,0.0111279,2,,10,,8.0,2.0,2.0,3.0,0.0299,4.0,,,,,,,1.0,,,1.0,2.0,,,,1.0,berardi25,1.0,,,,,,,,,
11407521,home,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,187,1387,M,924973,EUR,921283200,M,42,42,False,22.0,17.0,1.0,1.0,7.0,7.0,10.0,16.0,3.0,6.0,6.0,1.0,3.0,,,,,,,90.0,37.0,7.0,10.0,0.0279274,0,,42,2.0,4.0,,,3.0,,1.0,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
11407521,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,177,2531,M,932643,EUR,912729600,M,45,45,False,7.0,5.0,,,3.0,3.0,3.0,5.0,,2.0,,3.0,1.0,,,,,,,76.0,14.0,6.7,4.0,0.135997,1,,45,,2.0,1.0,,2.0,0.0273,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,
11407521,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,185,2688,M,826198,EUR,927072000,F,9,9,False,16.0,7.0,2.0,,4.0,4.0,3.0,12.0,1.0,2.0,4.0,1.0,2.0,,,,,,,86.0,26.0,7.2,10.0,0.00955069,2,,99,5.0,7.0,1.0,,,0.5772,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,1.0,0.4557,,,
11407521,home,Sassuolo,Ruan,ruan,Ruan,D,187,1238,M,914487,EUR,928713600,D,44,44,True,1.0,,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,14.0,6.0,6.9,1.0,,0,,4,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,
11407521,home,Sassuolo,Nedim Bajrami,nedim-bajrami,N. Bajrami,M,179,1671,M,825861,EUR,920160000,M,11,11,True,3.0,2.0,,,,,2.0,3.0,,,,,,,,,,,,9.0,4.0,6.5,2.0,0.00203853,0,,14,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11407521,home,Sassuolo,Filippo Missori,filippo-missori,F. Missori,D,182,223,M,1121184,EUR,1080086400,D,2,2,True,2.0,,1.0,,,,,2.0,,1.0,,1.0,,,,,,,,13.0,6.0,6.6,2.0,0.00032371,0,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
