match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_penaltyConceded,stat_fouls,player_sofascoreId,captain,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_lastManTackle,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_firstName,player_lastName,stat_totalCross,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_wasFouled,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,stat_totalContest,stat_wonContest,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_penaltyWon,stat_penaltyMiss
14773712,home,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,39.0,26.0,22.0,10.0,0.0,22.0,25.0,4.0,14.0,1.0,4.0,3.0,1.0,1.0,4.0,90.0,46.0,7.8,13.0,0.0051404,52.606928376523,10.0,32.585017729511,1.0066,0,0.383,0.07,0.0,-0.09,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773712,home,Al-Qadsiah,Jehad Thakri,thakri-jehad,J. Thakri,D,4,184.0,259,M,1845169,EUR,995673600,D,4,4,False,28.0,25.0,3.0,2.0,0.0,22.0,23.0,3.0,5.0,5.0,2.0,,,,,90.0,37.0,5.8,3.0,0.00071417,47.66533091421,8.0,6.3224025416713,,0,,0.02,0.01,-0.4,,3.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773712,home,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,20.0,19.0,4.0,4.0,0.0,13.0,13.0,6.0,7.0,11.0,4.0,,,,,90.0,39.0,6.9,2.0,0.00274974,31.711455221516,5.0,1.9332983700782,,1,,0.07,0.03,0.3,,3.0,1.0,4.0,,,,nachofdez90,True,2.0,1.0,1.0,1.0,2.0,0.0605,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773712,home,Al-Qadsiah,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,492,M,980578,EUR,953856000,D,17,17,False,27.0,25.0,1.0,,0.0,17.0,18.0,8.0,9.0,6.0,3.0,,,,,90.0,51.0,6.7,6.0,0.00846294,43.029065792288,6.0,9.0817376219577,,0,,0.1,0.01,0.25,,2.0,3.0,1.0,1.0,,,,,1.0,2.0,1.0,,2.0,,,1.0,15.020992962484,22.137208857487,1.0,,,,,,,,,,,,,,,,,,,,,,,
14773712,home,Al-Qadsiah,Julian Weigl,julian-weigl,J. Weigl,M,5,186.0,1193,M,237068,EUR,810518400,M,5,5,False,26.0,23.0,4.0,1.0,0.0,9.0,11.0,14.0,15.0,2.0,1.0,,,,,90.0,43.0,6.6,7.0,0.0141798,46.069839219749,8.0,11.656059705395,,0,,0.11,0.05,-0.01,,4.0,3.0,1.0,2.0,,4.0,,,,1.0,1.0,,1.0,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
14773712,home,Al-Qadsiah,Mohammed Abu Al-Shamat,mohammed-waheeb-abu-al-shamat,M. A. Al-Shamat,M,2,170.0,199,M,1804369,EUR,1029024000,M,2,2,False,33.0,23.0,6.0,2.0,0.0,14.0,15.0,9.0,18.0,5.0,1.0,,,,,90.0,63.0,6.8,16.0,0.0215061,189.72474789198,17.0,91.015530858382,,1,,0.14,-0.02,0.13,,2.0,4.0,,2.0,,,,,,1.0,2.0,,1.0,0.0092,-0.05,,24.59722179686,74.918595613159,3.0,Mohammed Waheeb Abu Al-Shamat,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
14773712,home,Al-Qadsiah,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175.0,1910,M,589620,EUR,820108800,M,8,8,False,30.0,23.0,7.0,5.0,0.0,11.0,13.0,12.0,17.0,,5.0,,,,,90.0,48.0,7.1,15.0,0.0448596,92.862222626973,12.0,66.019319828745,,2,,0.05,0.5,-0.08,,12.0,5.0,,1.0,,5.0,,,4.0,2.0,4.0,,,0.5563,0.46,,11.434570050053,12.506836570452,1.0,,,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7902,,,,,,,,,,
14773712,home,Al-Qadsiah,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,10,175.0,850,M,1106234,EUR,1056067200,M,10,10,False,34.0,22.0,1.0,1.0,2.0,8.0,12.0,14.0,22.0,1.0,2.0,,,,,80.0,47.0,7.6,17.0,0.340226,83.353840529826,11.0,24.476909764897,,0,,0.42,0.08,-0.04,,2.0,4.0,,1.0,,1.0,,,,2.0,,,,,,,14.087072038385,16.458077925444,1.0,Musab Fahz Aljuwayr,,3.0,1.0,2.0,,1.0,1.0,,,,,,1.0,2.0,2.0,,,,,,,
14773712,home,Al-Qadsiah,Christopher Baah,christopher-baah,C. Baah,M,22,172.0,2658,M,1477662,EUR,1102982400,M,22,22,False,21.0,18.0,,,0.0,3.0,4.0,15.0,17.0,2.0,3.0,,,,,89.0,34.0,6.2,6.0,0.0323345,34.069263837094,5.0,14.038572580737,,0,,0.09,-0.38,-0.16,,3.0,1.0,,,,1.0,,,,,1.0,,,,,,10.781912373099,12.472440178249,1.0,Christopher Baah,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,
14773712,home,Al-Qadsiah,Julián Quiñones,julian-quinones,J. Quiñones,F,33,180.0,6539,M,843114,EUR,859161600,F,33,33,False,31.0,25.0,2.0,2.0,0.0,9.0,10.0,16.0,21.0,3.0,2.0,,,,,90.0,53.0,8.2,15.0,0.200004,86.080128965295,12.0,44.479294267921,,1,,0.36,0.21,0.18,,8.0,7.0,,,,,julianquinones33,,2.0,4.0,3.0,,,0.229,0.51,,20.097879041066,38.636321671147,2.0,,,,,2.0,,2.0,,,1.0,1.0,,0.8303,,1.0,2.0,4.0,1.0,,,,,
