match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_goalAssist,stat_blockedScoringAttempt,stat_hitWoodwork,stat_wasFouled,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded
10433794,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4877,M,754330,EUR,828662400,G,1,1,False,True,12.0,7.0,8.0,3.0,5.0,6.0,2.0,6.0,6.0,1.0,90.0,17.0,6.1,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433794,home,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,371,M,44848,EUR,667094400,D,19,19,False,,53.0,44.0,2.0,1.0,21.0,24.0,24.0,31.0,8.0,,79.0,71.0,6.2,12.0,0,,,2.0,1.0,2.0,3.0,7.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10433794,home,Trabzonspor,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1902,M,99519,EUR,663897600,D,3,3,False,,72.0,59.0,5.0,1.0,39.0,45.0,21.0,29.0,11.0,,90.0,99.0,7.8,16.0,2,,,2.0,1.0,1.0,5.0,5.0,9.0,,,3.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
10433794,home,Trabzonspor,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,897,M,794838,EUR,674697600,D,13,13,False,,53.0,49.0,4.0,2.0,31.0,33.0,18.0,20.0,3.0,,90.0,59.0,6.7,4.0,1,,,,,,2.0,2.0,2.0,,,,3.0,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
10433794,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4093,M,981483,EUR,962928000,D,18,18,False,,45.0,44.0,1.0,1.0,13.0,13.0,32.0,39.0,3.0,,90.0,68.0,7.1,8.0,2,,,7.0,1.0,2.0,,2.0,1.0,,,,,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
10433794,home,Trabzonspor,Marek Hamšík,marek-hamsik,M. Hamšík,M,17,183,1356,,25985,EUR,554342400,M,17,17,False,,61.0,55.0,4.0,4.0,19.0,19.0,37.0,49.0,4.0,,79.0,80.0,7.4,16.0,1,,,7.0,1.0,2.0,,5.0,7.0,2.0,,4.0,,,1.0,2.0,4.0,1.0,,,,3.0,2.0,2.0,,,,,,,,,,,,,
10433794,home,Trabzonspor,Manolis Siopis,manolis-siopis,M. Siopis,M,6,168,970,M,136675,EUR,768873600,M,6,6,False,,40.0,37.0,6.0,6.0,12.0,12.0,25.0,28.0,7.0,,72.0,51.0,7.4,5.0,0,,,,,2.0,,2.0,5.0,,,3.0,,2.0,,1.0,3.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,
10433794,home,Trabzonspor,Djaniny,djaniny,Djaniny,F,,190,372,M,975869,EUR,669513600,M,21,21,False,,13.0,10.0,1.0,,3.0,3.0,7.0,11.0,1.0,,32.0,17.0,6.3,6.0,0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
10433794,home,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180,2114,M,114076,EUR,741225600,M,11,11,False,,60.0,46.0,6.0,,11.0,12.0,36.0,54.0,8.0,,90.0,87.0,8.7,23.0,8,,,6.0,1.0,1.0,1.0,6.0,8.0,2.0,2.0,3.0,,,,2.0,2.0,3.0,3.0,1.0,,4.0,2.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,
10433794,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38616,M,295361,EUR,780969600,M,27,27,False,,54.0,42.0,2.0,1.0,8.0,10.0,36.0,47.0,7.0,,90.0,82.0,7.1,22.0,3,,,3.0,2.0,1.0,,9.0,5.0,1.0,2.0,6.0,,,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,1.0,,2.0,mahmoudtrezeguet,,,,,,,
10433794,home,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,383,M,869839,EUR,843091200,F,9,9,False,,20.0,17.0,,,4.0,6.0,13.0,14.0,,,72.0,21.0,6.7,3.0,0,,,,,2.0,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,
10433794,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,29,29,True,,25.0,21.0,1.0,,3.0,4.0,19.0,26.0,1.0,,58.0,40.0,7.4,10.0,2,,,5.0,1.0,,,3.0,6.0,1.0,1.0,3.0,,,1.0,3.0,3.0,,2.0,,,1.0,,1.0,,,,,2.0,,1.0,,,,,,
10433794,home,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,641,M,826155,EUR,930268800,M,10,10,True,,11.0,10.0,,,1.0,2.0,9.0,9.0,1.0,,18.0,13.0,6.5,3.0,0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
10433794,home,Trabzonspor,Maximiliano Gómez,maximiliano-gomez,M. Gómez,F,9,186,1055,M,805245,EUR,839980800,F,30,30,True,,4.0,3.0,,,1.0,1.0,2.0,4.0,,,18.0,10.0,6.4,4.0,1,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,2.0,,,,,1.0,,,1.0,,,,,
10433794,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,True,,12.0,12.0,,,4.0,4.0,8.0,8.0,,,11.0,13.0,6.8,,0,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10433794,home,Trabzonspor,Jean-Philippe Gbamin,jean-philippe-gbamin,J. Gbamin,M,5,186,1198,M,326343,EUR,811987200,M,25,25,True,,24.0,19.0,3.0,3.0,4.0,6.0,15.0,18.0,3.0,,11.0,27.0,7.0,6.0,1,,,,,,5.0,1.0,6.0,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,
10433794,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,105,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433794,home,Trabzonspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,M,32,32,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433794,home,Trabzonspor,Doğucan Haspolat,dogucan-haspolat,D. Haspolat,M,34,177,454,M,846087,EUR,950227200,M,34,34,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433794,home,Trabzonspor,Mountassir Lahtimi,mountassir-lahtimi,M. Elhtemy,M,21,180,710,M,1013427,EUR,986083200,M,80,80,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433794,home,Trabzonspor,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168,1162,M,954317,EUR,1055462400,F,23,23,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433794,away,Gaziantep FK,Günay Güvenç,gunay-guvenc,G. Güvenç,G,19,187,2983,M,103457,EUR,677808000,G,1,1,False,True,40.0,27.0,25.0,12.0,23.0,24.0,4.0,16.0,11.0,5.0,90.0,57.0,6.8,14.0,0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,2.0,2.0,1.0,1.0,
10433794,away,Gaziantep FK,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173,90,M,189627,EUR,749174400,D,70,70,False,,20.0,18.0,2.0,,14.0,15.0,4.0,6.0,4.0,,90.0,34.0,5.6,4.0,0,,,1.0,,,,6.0,1.0,4.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
10433794,away,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,5,185,89,M,355004,EUR,855792000,D,15,15,False,,26.0,18.0,6.0,1.0,18.0,18.0,,8.0,3.0,,90.0,40.0,6.5,8.0,0,,,,,,1.0,1.0,3.0,,,,11.0,1.0,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,
10433794,away,Gaziantep FK,Papy Djilobodji,papy-djilobodji,P. Djilobodji,D,3,193,174,M,106661,EUR,596937600,D,3,3,False,,33.0,30.0,6.0,5.0,24.0,24.0,6.0,11.0,1.0,,90.0,50.0,6.8,5.0,0,,,2.0,,4.0,2.0,5.0,3.0,1.0,,1.0,8.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,
10433794,away,Gaziantep FK,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182,55,M,320905,EUR,738979200,D,16,16,False,,26.0,18.0,3.0,1.0,8.0,10.0,11.0,17.0,3.0,,70.0,56.0,6.3,12.0,0,,,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,4.0,3.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0
10433794,away,Gaziantep FK,Ángelo Sagal,angelo-sagal,Á. Sagal,M,25,180,265,M,588784,EUR,735091200,M,28,28,False,,17.0,13.0,,,4.0,6.0,9.0,14.0,3.0,,71.0,28.0,6.6,8.0,1,Ángelo,Sagal,3.0,,1.0,3.0,3.0,6.0,2.0,,1.0,2.0,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,
10433794,away,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,33,175,70,M,226992,EUR,802915200,M,5,5,False,,34.0,28.0,5.0,3.0,14.0,17.0,14.0,17.0,10.0,,90.0,49.0,7.1,7.0,1,,,,,1.0,2.0,8.0,6.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,
10433794,away,Gaziantep FK,Marko Jevtović,marko-jevtovic,M. Jevtović,M,16,194,134,M,310068,EUR,743472000,M,8,8,False,,27.0,22.0,4.0,3.0,14.0,14.0,8.0,13.0,3.0,,90.0,39.0,6.9,6.0,1,,,,,,2.0,1.0,4.0,,,2.0,4.0,3.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,
10433794,away,Gaziantep FK,Lazar Marković,lazar-markovic,L. Marković,M,50,175,326,M,98461,EUR,762566400,M,50,50,False,,20.0,12.0,1.0,,5.0,9.0,7.0,11.0,3.0,,57.0,33.0,7.2,13.0,2,,,,,1.0,1.0,3.0,5.0,,1.0,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,3.0,,,,,1.0,,,,,,,,
