match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonTackle,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_fouls,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_hitWoodwork
11352316,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,31,31,False,30.0,24.0,10.0,5.0,21.0,24.0,3.0,6.0,1.0,9.0,2.0,1.0,1.0,90.0,39.0,6.8,6.0,0.0,0.0,0.00025366,0,-0.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352316,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,9725,M,axel_disasi,827243,EUR,889574400,D,2,2,False,97.0,89.0,7.0,2.0,63.0,68.0,26.0,29.0,3.0,7.0,,,,90.0,108.0,7.6,10.0,0.4736,0.8555,0.010048,2,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11352316,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,118.0,111.0,9.0,8.0,73.0,76.0,38.0,42.0,6.0,10.0,,,,90.0,131.0,7.5,8.0,0.0,0.0,0.0709818,0,,4.0,5.0,,,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11352316,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,26,26,False,68.0,56.0,8.0,3.0,30.0,33.0,26.0,35.0,2.0,6.0,,,,90.0,81.0,7.3,15.0,0.0827,0.0,0.0138897,1,,1.0,4.0,,,,1.0,2.0,2.0,,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11352316,home,Chelsea,Reece James,reece-james,R. James,D,24,180,49594,M,ReeceJ,885908,EUR,944611200,M,24,24,False,51.0,44.0,4.0,3.0,23.0,24.0,24.0,36.0,,5.0,,,,76.0,76.0,7.4,17.0,0.0338,0.0,0.422501,1,,3.0,4.0,1.0,,,,,2.0,2.0,4.0,,,,2.0,2.0,1.0,1.0,2.0,,,,,True,9.0,3.0,,,,,,,
11352316,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,94.0,85.0,11.0,10.0,41.0,44.0,45.0,57.0,1.0,3.0,,,,90.0,119.0,8.1,18.0,0.0603,0.0,0.114976,1,,1.0,6.0,,,,,1.0,1.0,,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,7.0,1.0,1.0,,,,,,
11352316,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,67.0,61.0,1.0,1.0,34.0,37.0,27.0,30.0,1.0,10.0,,,,90.0,82.0,7.1,10.0,0.0,0.0,0.0164578,0,,,5.0,,,,3.0,2.0,3.0,,3.0,2.0,1.0,2.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,
11352316,home,Chelsea,Ben Chilwell,ben-chilwell,B. Chilwell,D,3,181,10903,M,Chilly,802695,EUR,851126400,M,21,21,False,49.0,41.0,1.0,1.0,9.0,10.0,32.0,42.0,,7.0,,,,89.0,78.0,7.4,22.0,0.1585,0.1691,0.215768,1,,1.0,6.0,,1.0,,,1.0,8.0,1.0,3.0,,,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,3.0,,1.0,1.0,1.0,1.0,,,
11352316,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,F,7,7,False,27.0,21.0,1.0,,4.0,5.0,20.0,27.0,,3.0,,,,81.0,44.0,6.7,15.0,0.0,0.0,0.0938528,0,,,3.0,,,,,2.0,1.0,,7.0,1.0,,1.0,1.0,4.0,2.0,,,,2.0,,,,5.0,3.0,,,,,,,
11352316,home,Chelsea,Carney Chukwuemeka,carney-chukwuemeka,C. Chukwuemeka,M,17,185,10392,M,chukwuemeka10,994556,EUR,1066608000,F,17,17,False,42.0,38.0,1.0,1.0,6.0,8.0,32.0,34.0,,3.0,,,,81.0,51.0,6.5,10.0,0.0,0.0,0.163772,0,,,2.0,,,,,1.0,,,7.0,1.0,,1.0,,2.0,3.0,,,,1.0,,,,,,1.0,,,,,,
