match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyMiss,stat_penaltyWon,stat_totalOffside,stat_hitWoodwork,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
10437961,home,Famalicão,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,22.0,8.0,17.0,3.0,5.0,7.0,3.0,15.0,1.0,9.0,2.0,1.0,2.0,1.0,90.0,35.0,7.4,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,376,M,1004278,EUR,999993600,D,6,6,False,51.0,40.0,9.0,5.0,26.0,31.0,14.0,25.0,,3.0,,,,,90.0,77.0,7.1,16.0,0,5.0,2.0,4.0,5.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Riccieli,,,riccieli,Riccieli,D,5,184,208,M,927166,EUR,905990400,D,15,15,False,57.0,55.0,6.0,6.0,49.0,51.0,6.0,6.0,,2.0,,,,,90.0,63.0,7.2,4.0,0,,2.0,5.0,2.0,1.0,1.0,,,1.0,True,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Enea Mihaj,,,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,66.0,60.0,6.0,3.0,55.0,57.0,5.0,9.0,4.0,2.0,,,,,90.0,76.0,7.0,7.0,0,,1.0,1.0,2.0,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Francisco Moura,,,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,False,50.0,47.0,3.0,1.0,32.0,33.0,18.0,23.0,2.0,8.0,,,,,90.0,78.0,7.4,9.0,1,6.0,3.0,7.0,5.0,,3.0,2.0,,1.0,,2.0,3.0,,,2.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
10437961,home,Famalicão,Zaydou Youssouf,,,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,41.0,36.0,8.0,5.0,22.0,23.0,14.0,18.0,,7.0,,,,,81.0,56.0,7.3,7.0,3,,,3.0,6.0,,2.0,1.0,3.0,2.0,,,1.0,,1.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
10437961,home,Famalicão,Santiago Colombatto,,,santiago-colombatto,S. Colombatto,M,11,180,597,M,822379,EUR,853459200,M,97,97,False,54.0,48.0,8.0,7.0,31.0,33.0,18.0,23.0,1.0,7.0,,,,,90.0,68.0,7.0,10.0,3,2.0,,2.0,2.0,,2.0,1.0,,2.0,,,,,2.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,
10437961,home,Famalicão,Leandro Sanca,,,sanca-leandro,L. Sanca,M,11,184,101,M,1141665,EUR,946944000,M,9,9,False,10.0,6.0,,,3.0,3.0,3.0,10.0,,2.0,,,,,45.0,18.0,6.1,12.0,0,3.0,,5.0,1.0,1.0,,,,1.0,,1.0,,,2.0,,,,,,,3.0,,,,,,,,,,,,
10437961,home,Famalicão,Ivo Rodrigues,,,ivo-rodrigues,I. Rodrigues,M,7,182,202,M,190171,EUR,796521600,M,7,7,False,26.0,19.0,4.0,2.0,7.0,8.0,13.0,21.0,3.0,,,,,,81.0,44.0,6.5,13.0,0,3.0,1.0,5.0,3.0,1.0,1.0,,2.0,1.0,,,,,2.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,
10437961,home,Famalicão,Iván Jaime,,,ivan-jaime,I. Jaime,M,11,180,1015,M,951986,EUR,969926400,M,10,10,False,32.0,27.0,2.0,1.0,9.0,12.0,18.0,21.0,,6.0,,,,,90.0,56.0,6.9,14.0,4,1.0,,9.0,10.0,1.0,3.0,1.0,5.0,2.0,,,4.0,,2.0,,,1.0,,,2.0,4.0,2.0,1.0,3.0,,,,,,,,,
10437961,home,Famalicão,Jhonder Cádiz,,,jhonder-cadiz,J. Cádiz,F,99,191,1954,M,332257,EUR,806976000,F,29,29,False,15.0,7.0,1.0,1.0,1.0,4.0,6.0,11.0,,3.0,,,,,90.0,30.0,6.7,13.0,3,,4.0,10.0,8.0,2.0,1.0,,3.0,,,4.0,2.0,,1.0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,
10437961,home,Famalicão,Alexandru Dobre,,,mihai-alexandru-dobre,A. Dobre,F,29,185,768,M,897623,EUR,904435200,F,23,23,True,9.0,8.0,,,3.0,3.0,5.0,6.0,,1.0,,,,,45.0,14.0,6.7,1.0,5,,2.0,3.0,1.0,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,3.0,1.0,,,,1.0,,,,,
10437961,home,Famalicão,David Tavares,,,david-tavares,D. Tavares,M,8,180,264,M,878494,EUR,921801600,M,18,18,True,5.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,,2.0,,,,,9.0,7.0,6.4,3.0,0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Rui Fonte,,,rui-fonte,R. Fonte,F,,181,71,M,44235,EUR,640828800,F,17,17,True,1.0,1.0,,,,,1.0,1.0,,,,,,,9.0,5.0,6.5,1.0,0,,,2.0,2.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Ivan Zlobin,,,ivan-zlobin,I. Zlobin,G,1,191,247,M,788203,EUR,857692800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Rúben Lima,,,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Martín Aguirregabiria,,,martin-aguirregabiria,M. Aguirregabiria,D,20,178,74,M,868262,EUR,831686400,D,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Gustavo Assunção,,,gustavo-assuncao,G. Assunção,M,12,178,266,M,981217,EUR,954374400,M,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Gustavo Sá,,,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437961,home,Famalicão,Pablo Felipe,Pablo Felipe Pereira de Jesus,,pablo-felipe,P. Felipe,F,19,184,2627,M,1101174,EUR,1073001600,M,77,77,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437961,away,Rio Ave,Jhonatan,,,jhonatan,Jhonatan,G,,189,96,M,798688,EUR,673660800,G,18,18,False,25.0,16.0,13.0,4.0,13.0,16.0,3.0,9.0,2.0,10.0,2.0,4.0,5.0,1.0,90.0,39.0,8.6,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
10437961,away,Rio Ave,Josué Sá,,,josue-sa,J. Sá,D,3,186,48,M,137982,EUR,708739200,D,23,23,False,71.0,65.0,5.0,3.0,38.0,41.0,27.0,31.0,3.0,3.0,,,,,90.0,78.0,6.8,7.0,0,1.0,,3.0,3.0,,3.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
10437961,away,Rio Ave,Aderllan Santos,,,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,72.0,68.0,5.0,2.0,47.0,49.0,21.0,23.0,8.0,6.0,,,,,90.0,91.0,8.2,5.0,0,,3.0,6.0,11.0,,4.0,2.0,1.0,3.0,,6.0,,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,
10437961,away,Rio Ave,Patrick William,,,patrick-william,P. William,D,,186,83,M,921624,EUR,865296000,D,4,4,False,60.0,47.0,9.0,2.0,25.0,30.0,22.0,30.0,2.0,6.0,,,,,90.0,74.0,7.4,14.0,2,,2.0,2.0,6.0,,1.0,1.0,,,,3.0,,1.0,,1.0,,,,,,2.0,2.0,2.0,,,,,,,,,,
10437961,away,Rio Ave,Amine Oudrhiri,,,amine-oudrhiri,A. Oudrhiri,M,95,184,104,M,374560,EUR,720835200,M,10,10,False,39.0,38.0,,,23.0,23.0,15.0,16.0,,3.0,,,,,59.0,44.0,6.6,3.0,0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10437961,away,Rio Ave,Costinha,,,costinha,Costinha,D,20,181,818,M,988333,EUR,954028800,M,20,20,False,34.0,25.0,3.0,3.0,9.0,11.0,16.0,26.0,,3.0,,,,,90.0,60.0,7.1,18.0,0,3.0,,6.0,9.0,,5.0,4.0,2.0,2.0,,2.0,3.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
10437961,away,Rio Ave,João Graça,,,joao-graca,J. Graça,M,21,177,46,M,309296,EUR,803433600,M,21,21,False,33.0,27.0,2.0,1.0,13.0,15.0,14.0,18.0,,7.0,,,,,68.0,47.0,7.0,10.0,2,,2.0,5.0,6.0,,2.0,2.0,2.0,1.0,,,2.0,,2.0,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,
