match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches
12448333,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,True,26.0,19.0,11.0,4.0,0.0,17.0,19.0,2.0,7.0,5.0,1.0,90.0,31.0,6.6,7.0,0.0120352,0,-0.0481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448333,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,,60.0,54.0,4.0,3.0,0.0,23.0,24.0,34.0,40.0,4.0,,90.0,84.0,7.5,9.0,0.147767,1,,,,4.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0302,3.0,,,,,,,,,,,,,,
12448333,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,,88.0,76.0,7.0,3.0,0.0,37.0,37.0,39.0,51.0,10.0,,90.0,101.0,6.9,12.0,0.0230229,3,,,,,,2.0,2.0,4.0,5.0,,,2.0,,2.0,2.0,,1.0,2.0,1.3831,,meeshilgerss,2.0,2.0,1.0,0.5181,,,,,,,,,
12448333,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,D,38,38,False,,75.0,72.0,3.0,3.0,0.0,40.0,41.0,32.0,34.0,5.0,,61.0,82.0,7.1,5.0,0.0139494,0,,Max Bruns,,,,2.0,1.0,2.0,2.0,,,1.0,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
12448333,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,961684,EUR,1011312000,D,34,34,False,,81.0,70.0,2.0,,0.0,29.0,32.0,42.0,52.0,12.0,,90.0,110.0,7.4,18.0,0.0951403,1,,,,3.0,1.0,,3.0,5.0,8.0,,,5.0,,2.0,,,4.0,2.0,0.0731,3.0,,,,1.0,0.4374,2.0,1.0,1.0,2.0,,,,,
12448333,home,FC Twente,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,6,6,False,,64.0,55.0,1.0,1.0,0.0,18.0,18.0,41.0,55.0,6.0,,90.0,86.0,8.2,15.0,0.526223,0,,,,9.0,4.0,,1.0,1.0,6.0,,,1.0,,2.0,3.0,3.0,,1.0,,6.0,,,,,,2.0,2.0,1.0,,1.0,,,,
12448333,home,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,6,177,742,M,996940,EUR,1061164800,M,8,8,False,,53.0,41.0,4.0,1.0,0.0,17.0,19.0,25.0,38.0,3.0,,90.0,78.0,6.9,20.0,0.107757,1,,,,4.0,1.0,3.0,1.0,9.0,7.0,1.0,1.0,1.0,,1.0,3.0,,2.0,4.0,0.089,1.0,,,,,,2.0,1.0,3.0,,,,,,
12448333,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,M,11,11,False,,21.0,14.0,1.0,,0.0,4.0,5.0,10.0,16.0,2.0,,70.0,36.0,6.7,9.0,0.0185832,4,,,,,,,,7.0,1.0,4.0,,1.0,,1.0,,,1.0,1.0,0.3341,,,1.0,1.0,3.0,1.2712,2.0,,,,,1.0,,,
12448333,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,,27.0,20.0,2.0,,0.0,4.0,4.0,16.0,25.0,2.0,,90.0,44.0,7.5,14.0,0.11037,4,,,,2.0,,3.0,1.0,6.0,1.0,,2.0,2.0,,1.0,,,,,0.4789,2.0,,,1.0,1.0,0.7659,2.0,,1.0,1.0,,,1.0,,
12448333,home,FC Twente,Mitchell van Bergen,mitchell-van-bergen,M. v. Bergen,F,7,170,248,M,827662,EUR,935712000,M,7,7,False,,31.0,26.0,,,0.0,8.0,9.0,19.0,27.0,3.0,,79.0,49.0,7.2,14.0,0.231164,5,,,,5.0,1.0,,,1.0,,,2.0,,,,,,,,0.2768,1.0,,,1.0,2.0,0.3142,1.0,,3.0,,,1.0,,,
