match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAGoal,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_penaltyConceded,stat_clearanceOffLine,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_punches
14046018,home,SC Telstar,Ronald Koeman Jr,ronald-koeman-jr,R. Koeman Jr,G,1,180.0,155,M,268701,EUR,801187200,G,1,1,False,36.0,25.0,24.0,13.0,0.0,16.0,18.0,9.0,18.0,1.0,6.0,1.0,3.0,1.0,3.0,1.0,1.0,90.0,42.0,7.4,12.0,0.0303215,0.6368,0,0.4744,0.13,0.02,-0.33,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046018,home,SC Telstar,Devon Koswal,devon-koswal,D. Koswal,D,21,180.0,65,M,1068610,EUR,1061337600,D,21,21,False,30.0,27.0,3.0,1.0,0.0,18.0,18.0,9.0,12.0,7.0,2.0,1.0,,,,,,81.0,42.0,6.2,5.0,0.0142892,,0,,0.12,0.01,-0.23,,Dewon Koswal,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046018,home,SC Telstar,Guus Offerhaus,guus-offerhaus,G. Offerhaus,M,4,185.0,46,M,1047396,EUR,978480000,D,4,4,False,38.0,29.0,5.0,1.0,1.0,20.0,23.0,9.0,15.0,10.0,7.0,2.0,,,,,,90.0,69.0,6.4,16.0,0.253782,,1,,0.29,0.18,-0.64,,,,4.0,5.0,1.0,2.0,2.0,,6.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0386,3.0,0.0,,,,,,,,,,,,,,,
14046018,home,SC Telstar,Jeff Hardeveld,jeff-hardeveld,J. Hardeveld,M,2,184.0,73,M,385300,EUR,793843200,D,2,2,False,46.0,31.0,7.0,2.0,0.0,17.0,20.0,14.0,26.0,7.0,4.0,1.0,,,,,,90.0,81.0,8.3,22.0,0.694857,,1,,0.62,-0.36,-0.29,,,,2.0,5.0,,2.0,1.0,,5.0,3.0,1.0,1.0,,2.0,,1.0,,,0.0982,3.0,0.52,True,3.0,2.0,1.0,1.0,1.0,0.3696,,,,,,,,
14046018,home,SC Telstar,Tyrese Noslin,noslin-tyrese,T. Noslin,M,11,182.0,131,M,1469336,EUR,1031702400,M,11,11,False,36.0,20.0,11.0,3.0,0.0,7.0,12.0,13.0,24.0,4.0,4.0,3.0,,,,,,90.0,80.0,8.5,25.0,0.730595,,3,,1.0,0.25,0.28,,Tyrese Noslin,,3.0,10.0,1.0,5.0,4.0,2.0,5.0,2.0,1.0,2.0,,2.0,1.0,2.0,,2.0,0.0695,2.0,-0.3,,2.0,1.0,,,1.0,,2.0,,,,,,,
14046018,home,SC Telstar,Dylan Mertens,dylan-mertens,D. Mertens,M,16,187.0,48,M,995365,EUR,806198400,M,16,16,False,19.0,16.0,2.0,2.0,0.0,4.0,6.0,12.0,13.0,,6.0,,,,,,,65.0,26.0,6.4,5.0,0.0255258,,0,,0.24,-0.11,-0.17,,,,3.0,1.0,1.0,,,,1.0,,2.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
14046018,home,SC Telstar,Nils Rossen,nils-rossen,N. Rossen,M,17,181.0,80,M,1150154,EUR,1122854400,M,17,17,False,27.0,22.0,5.0,4.0,0.0,10.0,10.0,12.0,17.0,,6.0,1.0,,,,,,90.0,36.0,6.6,7.0,0.140394,,0,,0.3,0.01,-0.23,,Nils,Rossen,3.0,3.0,,1.0,1.0,2.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,
14046018,home,SC Telstar,Jochem Ritmeester van de Kamp,jochem-ritmeester-van-de-kamp,J. R. v. d. Kamp,M,39,177.0,175,M,1157777,EUR,1067731200,M,39,39,False,20.0,16.0,2.0,1.0,0.0,6.0,7.0,10.0,13.0,1.0,3.0,1.0,,,,,,90.0,32.0,7.2,8.0,0.127619,,1,,0.32,0.0,0.18,,Jochem van de Kamp,,4.0,4.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,,,,,2.0,0.0571,1.0,-0.34,,,,1.0,,1.0,0.1101,,,1.0,,,,,
14046018,home,SC Telstar,Patrick Brouwer,patrick-brouwer,P. Brouwer,F,27,176.0,92,M,1066319,EUR,984960000,F,27,27,False,20.0,16.0,3.0,1.0,0.0,6.0,8.0,10.0,12.0,2.0,3.0,1.0,,,,,,86.0,37.0,6.8,8.0,0.129899,,3,,0.28,0.03,0.15,,,,5.0,4.0,1.0,4.0,2.0,1.0,2.0,,1.0,,2.0,,,2.0,,,0.4063,,-0.51,,,,2.0,,,0.089,1.0,,,1.0,,,,
14046018,home,SC Telstar,Soufiane Hetli,soufiane-hetli,S. Hetli,F,7,186.0,113,M,1548838,EUR,991180800,F,7,7,False,9.0,6.0,2.0,1.0,0.0,4.0,5.0,2.0,4.0,,6.0,2.0,,,,,,65.0,16.0,6.6,6.0,0.114056,,1,,0.14,0.15,0.13,,Soufiane Hetli,,4.0,3.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,2.0,0.1617,1.0,-0.5,,,,,,,,,,,,1.0,1.0,,
14046018,home,SC Telstar,Kay Tejan,kay-tejan,K. Tejan,F,30,187.0,182,M,860158,EUR,854928000,F,30,30,False,13.0,7.0,1.0,1.0,0.0,5.0,6.0,2.0,7.0,3.0,2.0,3.0,,,,,,65.0,25.0,7.1,10.0,0.186615,,1,,0.19,0.18,0.17,,,,6.0,6.0,,2.0,2.0,1.0,1.0,,3.0,2.0,2.0,,1.0,,,1.0,0.2626,2.0,-0.37,,1.0,1.0,,,,,,,,,1.0,,,
14046018,home,SC Telstar,Neville Nwankwo,neville-nwankwo,N. Nwankwo,D,14,189.0,50,M,1418395,EUR,1034035200,D,14,14,True,14.0,14.0,5.0,5.0,0.0,5.0,5.0,9.0,9.0,,,,,,,,,25.0,17.0,7.0,,0.0125459,,1,,0.14,0.03,0.18,,Neville Nwankwo,,,,,,,,,,,,,,,,,,0.1672,,-0.33,,,,1.0,,,0.6363,,,,,1.0,,,
14046018,home,SC Telstar,Tyrone Owusu,tyrone-owusu,T. Owusu,M,8,181.0,213,M,1084609,EUR,920592000,M,8,8,True,10.0,8.0,1.0,1.0,0.0,3.0,4.0,5.0,6.0,,,,,,,,,25.0,12.0,6.8,2.0,0.0231162,,0,,0.07,0.08,-0.05,,Tyrone Owusu,,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
