match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_fouls,stat_bigChanceMissed,stat_accurateCross,captain,stat_onTargetScoringAttempt,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_hitWoodwork,stat_totalOffside,player_sofascoreId,stat_goals,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock
11958581,home,Ipswich Town,Christian Walton,,,christian-walton,C. Walton,G,28,196.0,219,M,198038,EUR,815875200.0,G,1,1,False,25.0,25.0,1.0,1.0,24.0,24.0,1.0,1.0,10.0,90.0,30.0,6.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958581,home,Ipswich Town,Dominic Ball,,,dominic-ball,D. Ball,M,4,184.0,26,M,149821,EUR,807321600.0,D,12,12,False,61.0,57.0,3.0,1.0,17.0,18.0,40.0,44.0,5.0,57.0,81.0,7.4,2,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,
11958581,home,Ipswich Town,Axel Tuanzebe,,,axel-tuanzebe,A. Tuanzebe,D,6,185.0,6325,M,817979,EUR,879465600.0,D,40,40,False,89.0,82.0,9.0,6.0,41.0,45.0,41.0,44.0,7.0,90.0,95.0,6.8,0,,4.0,5.0,,,,,,2.0,1.0,,,7.0,,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,
11958581,home,Ipswich Town,George Edmundson,,,george-edmundson,G. Edmundson,D,25,191.0,107,M,803678,EUR,872985600.0,D,4,4,False,92.0,81.0,14.0,11.0,29.0,33.0,52.0,59.0,10.0,90.0,103.0,7.3,2,,7.0,7.0,1.0,,,2.0,,1.0,,,,13.0,3.0,3.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
11958581,home,Ipswich Town,Cameron Humphreys,,,cameron-humphreys,C. Humphreys,M,8,178.0,146,M,1130909,EUR,1067472000.0,D,30,30,False,39.0,32.0,2.0,1.0,6.0,7.0,27.0,34.0,4.0,57.0,50.0,7.0,0,2.0,,1.0,,,1.0,,,1.0,1.0,,1.0,10.0,3.0,4.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,
11958581,home,Ipswich Town,Sam Morsy,,,sam-morsy,S. Morsy,M,40,175.0,1812,M,108515,EUR,684460800.0,M,5,5,False,119.0,103.0,5.0,,27.0,30.0,77.0,90.0,3.0,90.0,129.0,7.6,3,1.0,,3.0,1.0,1.0,,1.0,1.0,,2.0,2.0,1.0,17.0,3.0,,1.0,,2.0,,1.0,True,1.0,,,,,,,,,,,,
11958581,home,Ipswich Town,Jack Taylor,,,jack-taylor,J. Taylor,M,14,185.0,327,M,856669,EUR,898560000.0,M,14,14,False,54.0,47.0,2.0,2.0,11.0,13.0,36.0,41.0,4.0,90.0,69.0,7.4,7,,1.0,2.0,3.0,1.0,,1.0,4.0,,,,3.0,12.0,2.0,2.0,5.0,,,,,,2.0,1.0,1.0,,,,,,,,,,
11958581,home,Ipswich Town,Omari Hutchinson,,,omari-hutchinson,O. Hutchinson,M,21,174.0,3679,M,1090963,EUR,1067385600.0,M,20,20,False,47.0,41.0,1.0,,8.0,10.0,35.0,40.0,6.0,69.0,69.0,8.0,4,3.0,2.0,8.0,5.0,5.0,1.0,,2.0,,1.0,,1.0,11.0,3.0,1.0,4.0,,,,2.0,,2.0,,,3.0,1.0,,,,,,,,
11958581,home,Ipswich Town,Sone Aluko,,,sone-aluko,S. Aluko,F,,173.0,56,M,13251,EUR,603849600.0,M,23,23,False,25.0,19.0,1.0,1.0,4.0,5.0,16.0,21.0,1.0,57.0,36.0,6.9,1,1.0,,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,3.0,12.0,2.0,1.0,4.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,
11958581,home,Ipswich Town,Jeremy Sarmiento,,,jeremy-sarmiento,J. Sarmiento,M,45,178.0,5123,M,983816,EUR,1024185600.0,M,21,21,False,22.0,21.0,,,,,24.0,29.0,2.0,69.0,50.0,7.5,7,7.0,,3.0,4.0,3.0,,3.0,2.0,1.0,,,4.0,12.0,2.0,1.0,6.0,,1.0,,3.0,,2.0,,1.0,2.0,2.0,,jeremysarm7ento,1.0,1.0,,,,
11958581,home,Ipswich Town,Nathan Broadhead,,,nathan-broadhead,N. Broadhead,M,33,178.0,422,M,911710,EUR,891734400.0,F,33,33,False,16.0,15.0,,,4.0,4.0,11.0,12.0,1.0,90.0,31.0,6.2,6,,,1.0,1.0,,,1.0,3.0,,,,2.0,6.0,,3.0,7.0,,1.0,2.0,,,2.0,,,2.0,,,,,,1.0,,,
11958581,home,Ipswich Town,Harry Clarke,,,harry-clarke,H. Clarke,D,44,178.0,190,M,993439,EUR,983491200.0,D,2,2,True,33.0,27.0,4.0,2.0,10.0,11.0,18.0,23.0,3.0,33.0,44.0,7.0,1,1.0,2.0,2.0,1.0,,1.0,,,,,,,7.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
11958581,home,Ipswich Town,Leif Davis,,,leif-davis,L. Davis,D,3,182.0,978,M,963493,EUR,946598400.0,D,3,3,True,20.0,16.0,,,3.0,3.0,17.0,28.0,2.0,33.0,35.0,7.6,0,11.0,1.0,3.0,,,1.0,,,,1.0,,,11.0,5.0,1.0,1.0,,,,4.0,,,,,,,,,,,1.0,,,
11958581,home,Ipswich Town,Conor Chaplin,,,conor-chaplin,C. Chaplin,M,36,170.0,452,M,784625,EUR,856051200.0,F,10,10,True,22.0,18.0,1.0,1.0,3.0,3.0,15.0,19.0,1.0,33.0,31.0,7.0,3,,,2.0,,,,1.0,,,,,2.0,6.0,2.0,,1.0,,,1.0,,,2.0,,1.0,,,,,,,2.0,,,
11958581,home,Ipswich Town,Wes Burns,,,wes-burns,W. Burns,M,7,173.0,185,M,305302,EUR,784684800.0,F,7,7,True,14.0,11.0,1.0,1.0,,1.0,14.0,18.0,1.0,21.0,27.0,6.9,2,5.0,2.0,4.0,5.0,2.0,,1.0,,,,,1.0,9.0,3.0,,3.0,,,1.0,3.0,,1.0,,,,,,,,,,,,
11958581,home,Ipswich Town,Gerrard Buabo,Gerrard,Buabo,gerard-buabo,G. Buabo,F,51,,14,M,1390354,EUR,1116892800.0,F,51,51,True,2.0,2.0,,,,,2.0,3.0,1.0,21.0,6.0,6.8,0,1.0,,2.0,,,,,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,,,
11958581,home,Ipswich Town,Cieran Slicker,,,cieran-slicker,C. Slicker,G,29,187.0,193,M,1001845,EUR,1032048000.0,G,13,13,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958581,home,Ipswich Town,Luke Woolfenden,,,luke-woolfenden,L. Woolfenden,D,26,193.0,195,M,893478,EUR,908928000.0,D,6,6,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958581,home,Ipswich Town,Lewis Travis,,,lewis-travis,L. Travis,M,27,183.0,103,M,864918,EUR,876960000.0,M,28,28,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958581,home,Ipswich Town,Marcus Harness,,,marcus-harness,M. Harness,M,10,182.0,157,M,368146,EUR,825120000.0,M,11,11,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958581,away,Maidstone United,Lucas Covolan,,,lucas-covolan,L. Covolan,G,28,193.0,55,M,858954,EUR,676166400.0,G,1,1,False,37.0,12.0,35.0,10.0,3.0,5.0,9.0,32.0,11.0,90.0,52.0,9.4,0,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,9.0,12.0,
