match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_shotOffTarget,stat_errorLeadToAShot,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_accurateCross,captain,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
13473397,home,Sport Recife,Caíque França,caique-franca,C. França,G,22,186,465,M,799667,EUR,802137600,G,22,22,False,14.0,10.0,5.0,1.0,0.0,10.0,12.0,2.0,1.0,5.0,2.0,1.0,1.0,90.0,21.0,6.9,4.0,2.506e-05,0,0.2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473397,home,Sport Recife,Diogo Hereda,diogo-hereda,D. Hereda,D,32,178,202,M,981295,EUR,906249600,D,32,32,False,64.0,57.0,2.0,1.0,0.0,27.0,31.0,33.0,3.0,13.0,,,,90.0,96.0,7.8,16.0,0.0246814,1,,30.0,5.0,2.0,5.0,10.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,0.0552,0.5217,1.0,,,,,,,,,,,,,,,
13473397,home,Sport Recife,João Silva,joao-silva,J. Silva,D,44,187,283,M,1068519,EUR,916272000,D,6,6,False,65.0,55.0,5.0,,0.0,37.0,43.0,22.0,3.0,,,,,90.0,76.0,7.6,11.0,0.00473356,0,,18.0,,9.0,5.0,9.0,,,,,,2.0,,,1.0,,1.0,,,,,,,4.0,3.0,,,,,,,,,,,
13473397,home,Sport Recife,Chico,chico,Chico,D,4,188,327,M,877904,EUR,905731200,D,44,44,False,70.0,62.0,12.0,6.0,0.0,36.0,38.0,32.0,12.0,6.0,,,,90.0,88.0,7.6,9.0,0.0144096,1,,26.0,,1.0,2.0,2.0,,,,,,,1.0,1.0,1.0,,1.0,,0.0163,,,,,1.0,2.0,1.0,1.0,,,,,,,,,
13473397,home,Sport Recife,Igor Cariús,igor-carius,I. Cariús,D,16,183,303,M,874195,EUR,736214400,D,16,16,False,40.0,24.0,7.0,2.0,0.0,8.0,12.0,28.0,2.0,3.0,,,,84.0,62.0,6.9,24.0,0.0254318,3,,16.0,4.0,4.0,4.0,5.0,,,2.0,,2.0,1.0,,,1.0,1.0,1.0,,0.1528,0.4809,,,,1.0,,,,1.0,1.0,,,,,,,
13473397,home,Sport Recife,Du Queiroz,du-queiroz,D. Queiroz,M,37,172,752,M,1128129,EUR,947203200,M,37,37,False,43.0,38.0,6.0,5.0,0.0,18.0,19.0,24.0,,2.0,,,,62.0,51.0,7.5,6.0,0.276929,1,,20.0,,,2.0,2.0,1.0,,1.0,,,,2.0,2.0,,,,,0.0293,,1.0,,,,1.0,1.0,,,,1.0,,,,,,
13473397,home,Sport Recife,Zé Lucas,ze-lucas,Zé Lucas,M,58,174,3013,M,2040561,EUR,1206144000,M,58,58,False,54.0,44.0,3.0,1.0,0.0,28.0,31.0,23.0,1.0,11.0,,,,90.0,69.0,7.5,10.0,0.00963935,2,,16.0,,,1.0,7.0,,,2.0,2.0,1.0,2.0,4.0,2.0,,1.0,,,0.0442,0.0397,,,,1.0,,1.0,,,,,,,,,,
13473397,home,Sport Recife,Chrystian Barletta,chrystian-barletta,C. Barletta,M,30,178,1164,M,1035765,EUR,994291200,M,30,30,False,40.0,35.0,,,0.0,15.0,15.0,25.0,1.0,4.0,,,,90.0,66.0,7.4,14.0,0.184304,0,,20.0,4.0,,5.0,5.0,,1.0,7.0,4.0,,1.0,,,3.0,1.0,1.0,,,,2.0,,,,1.0,,,,,1.0,2.0,,,,,
13473397,home,Sport Recife,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,M,10,10,False,55.0,48.0,1.0,,0.0,13.0,14.0,41.0,,6.0,,,,90.0,73.0,7.8,18.0,0.611013,2,,35.0,8.0,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,2.0,,,1.0,0.1586,0.2833,5.0,,,1.0,,,,,1.0,2.0,2.0,True,,,,
13473397,home,Sport Recife,Carlos Alberto,carlos-alberto,C. Alberto,M,11,179,526,M,1008700,EUR,1018742400,M,17,17,False,10.0,8.0,1.0,1.0,0.0,3.0,3.0,7.0,1.0,2.0,,,,63.0,19.0,6.3,6.0,0.0129537,3,,5.0,,,2.0,,,,1.0,,2.0,1.0,,,3.0,,1.0,,0.5022,0.1961,,,,,,1.0,,2.0,,,,,,,,
