match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_accurateOwnHalfPasses,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_wasFouled,stat_totalCross,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,captain,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_accurateCross,stat_goals,stat_bigChanceCreated
14025130,home,Burnley,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,42209,EUR,600825600,G,1,1,False,39.0,5.0,39.0,5.0,0.0,1.0,5.0,38.0,2.0,2.0,4.0,11.0,1.0,2.0,1.0,3.0,4.0,90.0,52.0,6.0,34.0,0.00206757,0.1166,0,0.1847,0.03,-0.06,-0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025130,home,Burnley,Kyle Walker,,,kyle-walker,K. Walker,D,2,183,26779,M,44614,EUR,643852800,D,2,2,False,17.0,9.0,5.0,1.0,0.0,7.0,5.0,10.0,,2.0,2.0,1.0,,,,,,90.0,27.0,6.5,10.0,0.00227176,,0,,0.02,0.06,-0.04,,KyleWalker2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14025130,home,Burnley,Josh Laurent,,,josh-laurent,J. Laurent,M,29,188,191,M,552036,EUR,799718400,D,29,29,False,9.0,5.0,,,0.0,5.0,2.0,4.0,,,1.0,1.0,,,,,,90.0,19.0,5.8,7.0,0.00035468,,1,,-0.12,0.1,-0.29,,,3.0,8.0,4.0,1.0,,3.0,,,2.0,1.0,1.0,1.0,1.0,0.0101,-0.02,,,,,,,,,,,,,,
14025130,home,Burnley,Hjalmar Ekdal,,,hjalmar-ekdal,H. Ekdal,D,18,187,549,M,875360,EUR,908928000,D,18,18,False,8.0,6.0,2.0,1.0,0.0,6.0,2.0,2.0,4.0,5.0,7.0,,,,,,,90.0,22.0,7.2,2.0,0.00101983,,1,,0.02,0.0,0.48,,,4.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,0.0134,-0.12,,,,,,,,,,,,,,
14025130,home,Burnley,Maxime Estève,Maxime Estève,,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,5,5,False,16.0,12.0,3.0,1.0,0.0,10.0,2.0,6.0,1.0,2.0,12.0,,,,,,,90.0,33.0,7.0,4.0,0.00066777,,0,,0.1,,0.45,,,10.0,2.0,1.0,,,1.0,,,1.0,,3.0,,,,,1.0,,,,,,,,,,,,,
14025130,home,Burnley,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1269,M,1392044,EUR,1005696000,D,3,3,False,10.0,5.0,3.0,1.0,0.0,3.0,3.0,7.0,1.0,3.0,9.0,2.0,,,,,,90.0,41.0,6.8,15.0,0.0134917,,0,,0.08,0.06,0.22,,,2.0,1.0,,,,6.0,2.0,2.0,1.0,,,,,,,,3.0,1.0,1.0,,,,,,,,,,
14025130,home,Burnley,Loum Tchaouna,,,loum-tchaouna,L. Tchaouna,F,17,180,1357,M,1004505,EUR,1062979200,M,17,17,False,9.0,5.0,,,0.0,2.0,5.0,7.0,1.0,2.0,1.0,2.0,,,,,,63.0,16.0,6.6,5.0,0.0142598,,0,,0.1,0.11,0.15,,,,5.0,1.0,,,,,,2.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,
14025130,home,Burnley,Josh Cullen,,,cullen-josh,J. Cullen,M,24,175,875,M,792122,EUR,828835200,M,24,24,False,16.0,12.0,4.0,3.0,0.0,3.0,10.0,13.0,1.0,3.0,2.0,,,,,,,63.0,27.0,7.1,5.0,0.00248076,,0,,0.05,,0.32,,,2.0,1.0,,,,2.0,1.0,1.0,1.0,,2.0,,,,,1.0,,1.0,,,True,,,,,,,,
14025130,home,Burnley,Lesley Ugochukwu,,,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,1048916,EUR,1080259200,M,8,8,False,8.0,3.0,2.0,1.0,0.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,,,,,,84.0,22.0,6.2,6.0,0.00050933,,0,,-0.02,0.01,-0.06,,l.ugochukwu8,1.0,7.0,2.0,,,1.0,3.0,2.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,
14025130,home,Burnley,Jaidon Anthony,,,jaidon-anthony,J. Anthony,M,11,177,1095,M,1020680,EUR,944006400,M,11,11,False,12.0,5.0,2.0,1.0,0.0,2.0,4.0,10.0,,5.0,1.0,6.0,,,,,,89.0,32.0,6.3,16.0,0.00124102,,1,,-0.14,0.09,-0.04,,,1.0,9.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.1103,-0.24,2.0,,5.0,,1.0,,,,,,,,,
