match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_accurateCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAGoal,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_errorLeadToAShot
11369990,home,KV Kortrijk,Lucas Pirard,,,lucas-pirard,L. Pirard,G,21,191,81,M,190379,EUR,794793600,G,95,95,False,27.0,18.0,22.0,13.0,8.0,9.0,10.0,18.0,1.0,8.0,5.0,6.0,2.0,2.0,90.0,39.0,7.6,10.0,0.00152131,0,0.2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,Mark Mampasi,,,mark-mampasi,M. Mampasi,D,18,185,119,M,998740,EUR,1047427200,D,4,4,False,29.0,19.0,7.0,1.0,15.0,18.0,4.0,11.0,5.0,3.0,,,,,90.0,48.0,6.6,10.0,0.00262462,0,,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,6,187,281,M,1068519,EUR,916272000,D,44,44,False,36.0,32.0,6.0,3.0,20.0,22.0,12.0,14.0,6.0,4.0,,,,,90.0,46.0,6.6,4.0,0.00512202,0,,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,Ryotaro Tsunoda,,,tsunoda-ryotaro,R. Tsunoda,D,22,183,198,M,1083801,EUR,930441600,D,33,33,False,51.0,34.0,18.0,6.0,18.0,24.0,16.0,29.0,6.0,8.0,,,,,90.0,72.0,6.2,21.0,0.0434082,0,,6.0,3.0,8.0,6.0,,,2.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172,534,M,1064174,EUR,1018569600,M,6,6,False,11.0,6.0,,,2.0,4.0,4.0,7.0,2.0,3.0,,,,,71.0,26.0,6.2,9.0,0.00894023,0,,,1.0,3.0,2.0,1.0,,,1.0,1.0,,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,Massimo Bruno,,,massimo-bruno,M. Bruno,M,17,177,60,M,94298,EUR,748224000,M,70,70,False,23.0,19.0,2.0,2.0,9.0,10.0,10.0,14.0,,4.0,,,,,62.0,32.0,6.3,8.0,0.0183971,0,,,,3.0,2.0,1.0,,2.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186,79,M,846330,EUR,896140800,M,27,27,False,36.0,32.0,2.0,2.0,17.0,19.0,15.0,18.0,1.0,8.0,,,,,79.0,51.0,6.9,9.0,0.00719472,0,,1.0,2.0,4.0,9.0,1.0,,1.0,5.0,4.0,,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,Abdelkahar Kadri,,,abdelkahar-kadri,A. Kadri,M,37,170,2010,M,1007528,EUR,961804800,M,10,10,False,50.0,39.0,3.0,2.0,7.0,10.0,34.0,46.0,,3.0,,,,,90.0,76.0,6.6,24.0,0.0904737,1,,,,5.0,6.0,2.0,,1.0,,,,6.0,2.0,1.0,6.0,5.0,2.0,,2.0,1.0,0.0735,1.0,,,,,,,,,,,,
11369990,home,KV Kortrijk,Sheyi Ojo,,,sheyi-ojo,S. Ojo,D,17,177,264,M,284449,EUR,866678400,M,54,54,False,11.0,10.0,,,6.0,6.0,4.0,10.0,,1.0,,,,,61.0,31.0,6.2,10.0,0.00102128,0,,,,3.0,3.0,1.0,,1.0,,,,5.0,1.0,1.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,,,,
11369990,home,KV Kortrijk,Felipe Avenatti,,,felipe-avenatti,F. Avenatti,F,9,194,145,M,308058,EUR,767318400,F,20,20,False,27.0,22.0,2.0,1.0,4.0,4.0,18.0,23.0,,1.0,,,,,71.0,43.0,6.8,11.0,0.0375384,1,,7.0,10.0,12.0,12.0,2.0,,,1.0,,,,1.0,1.0,3.0,3.0,,1.0,,1.0,0.0652,1.0,3.0,,,,,,,,,,,
11369990,home,KV Kortrijk,Isaak Davies,,,isaak-davies,I. Davies,F,39,175,111,M,1005908,EUR,1001376000,F,39,39,False,17.0,14.0,,,7.0,8.0,7.0,12.0,,3.0,,,,,90.0,34.0,7.5,12.0,0.0518093,1,,3.0,,6.0,5.0,,,,2.0,2.0,,3.0,3.0,3.0,4.0,,2.0,,,,0.2146,,1.0,1.0,1.0,0.2778,,,,,,,,
11369990,home,KV Kortrijk,Ryan Alebiosu,,,ryan-alebiosu,R. Alebiousu,M,2,188,779,M,1014441,EUR,1008547200,D,2,2,True,7.0,5.0,1.0,,4.0,5.0,1.0,3.0,1.0,2.0,,,,,29.0,19.0,6.5,6.0,0.00011251,1,,1.0,,4.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,1.0,,,,0.0538,,1.0,,,,1.0,,,,,,,
11369990,home,KV Kortrijk,Kings Kangwa,,,kings-kangwa,K. Kangwa,M,17,170,3228,M,986253,EUR,928454400,M,17,17,True,17.0,16.0,5.0,4.0,9.0,9.0,7.0,9.0,,5.0,,,,,28.0,29.0,6.6,7.0,0.089346,0,,,1.0,3.0,3.0,,,,,,,1.0,1.0,,2.0,2.0,,,,,,,2.0,,,,,,,,,,,
11369990,home,KV Kortrijk,Dion De Neve,,,dion-de-neve,D. D. Neve,M,14,180,102,M,923974,EUR,992304000,M,11,11,True,3.0,2.0,1.0,,2.0,3.0,,3.0,1.0,,,,,,19.0,18.0,7.0,6.0,0.000118,0,,2.0,,2.0,5.0,,,,4.0,3.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,Iver Fossum,,,iver-fossum,I. Fossum,M,8,180,83,M,280993,EUR,834796800,M,14,14,True,13.0,9.0,1.0,,4.0,7.0,5.0,6.0,,5.0,,,,,19.0,18.0,6.4,6.0,0.00287002,0,,,,3.0,2.0,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
11369990,home,KV Kortrijk,Jonathan Afolabi,,,jonathan-afolabi,J. Afolabi,F,9,176,196,M,921184,EUR,947808000,F,9,9,True,2.0,1.0,,,,,1.0,2.0,,,,,,,11.0,5.0,6.3,2.0,0.00114644,2,,1.0,,3.0,,,,,,,,,,,1.0,,2.0,,,,0.2044,,,1.0,,0.1936,1.0,1.0,,,,,,
11369990,home,KV Kortrijk,Ebbe De Vlaeminck,Ebbe De Vlaeminck,,ebbe-de-vlaeminck,E. D. Vlaeminck,G,13,184,51,M,1187184,EUR,1131062400,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,Martin Wasinski,Martin Wasinski,,martin-wasinski,M. Wasinski,D,2,185,167,M,1131054,EUR,1081296000,D,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,Kristiyan Malinov,,,kristiyan-malinov,K. Malinov,M,33,170,108,M,136688,EUR,764985600,M,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369990,home,KV Kortrijk,Lynnt Audoor,,,lynnt-audoor,L. Audoor,M,62,184,234,M,1067539,EUR,1066003200,M,89,89,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369990,away,Royale Union Saint-Gilloise,Anthony Moris,,,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,31.0,23.0,22.0,15.0,17.0,20.0,6.0,11.0,,5.0,1.0,1.0,,,90.0,35.0,6.8,8.0,0.0015715,0,-0.5286,,,,,,,,,,True,,,,,,,,,,,,,,,,,,1.0,,,,,
11369990,away,Royale Union Saint-Gilloise,Ross Sykes,,,ross-sykes,R. Sykes,D,26,196,234,M,845558,EUR,922406400,D,26,26,False,48.0,39.0,7.0,2.0,31.0,34.0,8.0,14.0,9.0,2.0,,,,,90.0,81.0,6.7,16.0,0.0164989,0,,1.0,7.0,1.0,9.0,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,
