match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_wasFouled,stat_shotOffTarget,stat_aerialLost,stat_totalContest,stat_wonContest,player_sofascoreId,stat_totalOffside,stat_clearanceOffLine,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated
10434004,home,Hatayspor,Bertuğ Yıldırım,bertug-ozgur-yildirim,B. Yıldırım,F,91,186,1621,M,1382235,EUR,1026432000,F,99,99,False,12.0,8.0,,,5.0,6.0,3.0,6.0,1.0,,,77.0,25.0,7.2,7.0,2,Bertug Yildirim,,,,,1.0,8.0,3.0,1.0,1.0,,,2.0,,3.0,1.0,1.0,,5.0,2.0,1.0,,,,,,1.0,,,
10434004,home,Hatayspor,Onur Ergün,onur-ergun,O. Ergün,M,4,185,45,M,893009,EUR,721785600,M,4,4,True,20.0,16.0,1.0,,7.0,7.0,9.0,13.0,3.0,,,22.0,21.0,6.4,4.0,0,,,,,,,3.0,1.0,,,,,,,1.0,,,,2.0,1.0,,1.0,,,,,,,,
10434004,home,Hatayspor,Zé Luís,ze-luis,Z. Luís,F,,185,233,M,101973,EUR,664675200,F,29,29,True,9.0,6.0,,,2.0,3.0,5.0,7.0,2.0,,,22.0,14.0,6.7,5.0,0,,,,1.0,1.0,1.0,3.0,2.0,1.0,,,,,1.0,,,,,,,,2.0,1.0,1.0,,,,,,
10434004,home,Hatayspor,Kaan Kanak,kaan-kanak,K. Kanak,D,,173,15,M,78839,EUR,655171200,D,26,26,True,6.0,4.0,2.0,,1.0,1.0,4.0,7.0,1.0,,,13.0,11.0,6.7,6.0,0,,,,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10434004,home,Hatayspor,Muhammed Mert,muhammed-mert,M. Mert,M,25,171,13,M,227468,EUR,792288000,M,19,19,True,4.0,3.0,,,2.0,2.0,1.0,2.0,1.0,,,8.0,4.0,6.4,1.0,0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
10434004,home,Hatayspor,Abdullah Yiğiter,abdullah-yigiter,A. Yiğiter,G,21,189,39,M,827515,EUR,951004800,G,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,home,Hatayspor,Engin Aksoy,engin-aksoy,E. Aksoy,D,13,184,16,M,1166884,EUR,1068768000,D,57,57,True,,,,,,,,,,,,,,,,0,Engin Aksoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,home,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183,22,M,758870,EUR,867110400,D,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,home,Hatayspor,Musa Çağıran,musa-cagiran,M. Çağıran,D,35,185,36,M,60363,EUR,721958400,M,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,home,Hatayspor,Christian Atsu,christian-atsu,C. Atsu,M,,165,743,,152390,EUR,695001600,M,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,home,Hatayspor,Dylan Saint-Louis,dylan-saint-louis,D. Saint-Louis,F,,184,99,M,788833,EUR,798854400,F,9,9,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,away,Antalyaspor,Muhammed Alperen Uysal,muhammed-alperen-uysal,M. A. Uysal,G,1,190,11,M,97960,EUR,757382400,G,1,1,False,38.0,29.0,12.0,3.0,27.0,28.0,2.0,10.0,9.0,4.0,4.0,90.0,47.0,7.9,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,away,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,68.0,60.0,11.0,4.0,43.0,44.0,17.0,24.0,2.0,,,90.0,81.0,6.9,10.0,0,,,True,,,2.0,5.0,6.0,,5.0,,,1.0,,1.0,,,2.0,1.0,3.0,,3.0,1.0,1.0,,,,,,
10434004,away,Antalyaspor,Ömer Toprak,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,False,61.0,54.0,4.0,2.0,44.0,49.0,10.0,13.0,5.0,,,90.0,71.0,7.2,9.0,0,,,,1.0,,1.0,,3.0,,4.0,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,
10434004,away,Antalyaspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,3,3,False,52.0,43.0,6.0,3.0,26.0,29.0,17.0,25.0,5.0,,,62.0,64.0,6.8,13.0,0,,,,2.0,,,2.0,2.0,,2.0,2.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,
10434004,away,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,M,7,7,False,36.0,23.0,4.0,1.0,14.0,15.0,9.0,24.0,7.0,,,90.0,56.0,6.8,19.0,1,,,,3.0,,,3.0,3.0,1.0,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
10434004,away,Antalyaspor,Fernando,fernando,Fernando,M,,175,141,M,123354,EUR,699580800,M,8,8,False,51.0,43.0,9.0,4.0,26.0,26.0,17.0,28.0,6.0,,,90.0,64.0,7.0,14.0,6,,,,3.0,,1.0,1.0,2.0,1.0,,,,2.0,,,2.0,,,,,1.0,,1.0,1.0,,,,3.0,,
10434004,away,Antalyaspor,Ufuk Akyol,ufuk-akyol,U. Akyol,M,19,180,30,M,859546,EUR,872640000,M,19,19,False,31.0,28.0,4.0,3.0,14.0,14.0,14.0,17.0,3.0,,,88.0,44.0,6.9,7.0,0,,,,,,,3.0,5.0,,,2.0,2.0,2.0,,1.0,,,,,1.0,,1.0,3.0,2.0,,,,,,
10434004,away,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,M,11,11,False,42.0,31.0,3.0,2.0,13.0,17.0,19.0,30.0,5.0,,,90.0,63.0,6.9,16.0,0,,,,5.0,1.0,,,2.0,,1.0,1.0,,,,,,,2.0,,1.0,,,,,,,,,,
10434004,away,Antalyaspor,Fredy,fredy,Fredy,M,16,169,1026,M,845281,EUR,638496000,F,16,16,False,9.0,8.0,,,2.0,2.0,6.0,7.0,3.0,,,45.0,21.0,6.7,4.0,1,,,,,,,3.0,5.0,1.0,,1.0,1.0,1.0,,1.0,,,,,4.0,,,1.0,,,,,1.0,,
10434004,away,Antalyaspor,Luiz Adriano,luiz-adriano,L. Adriano,F,,183,435,M,39438,EUR,545184000,F,10,10,False,9.0,7.0,1.0,1.0,1.0,1.0,6.0,8.0,1.0,,,45.0,13.0,6.8,4.0,1,,,,,,,1.0,,,1.0,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,
10434004,away,Antalyaspor,Haji Wright,haji-wright,H. Wright,F,11,193,2072,M,818391,EUR,890956800,F,9,9,False,11.0,9.0,1.0,,3.0,3.0,6.0,8.0,3.0,,,89.0,28.0,6.3,8.0,1,,,,,,,7.0,5.0,4.0,,,,2.0,1.0,,1.0,,,2.0,4.0,,2.0,1.0,1.0,,1.0,,,1.0,
10434004,away,Antalyaspor,Gökdeniz Bayrakdar,gokdeniz-bayrakdar,G. Bayrakdar,F,41,181,144,M,952564,EUR,1006473600,F,17,17,True,10.0,10.0,,,5.0,5.0,5.0,5.0,1.0,,,45.0,19.0,6.6,4.0,1,,,,,,,3.0,2.0,,,1.0,,4.0,,,,,,,,1.0,3.0,1.0,1.0,,,,,,
10434004,away,Antalyaspor,Sinan Gümüş,sinan-gumus,S. Gümüş,F,,179,110,M,169165,EUR,758592000,F,77,77,True,11.0,10.0,,,,,10.0,11.0,4.0,,,45.0,14.0,7.0,3.0,0,,,,,,,3.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,1.0
10434004,away,Antalyaspor,Sam Larsson,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,F,20,20,True,8.0,6.0,1.0,,,,6.0,8.0,,,,28.0,12.0,6.7,3.0,0,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,1.0,,,,1.0,,,,,,,,
10434004,away,Antalyaspor,Mustafa Erdilman,mustafa-erdilman,M. Erdilman,M,8,178,27,M,1003335,EUR,1072915200,M,30,30,True,2.0,1.0,1.0,,,,1.0,2.0,1.0,,,8.0,4.0,6.6,1.0,0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
10434004,away,Antalyaspor,Fedor Kudryashov,fedor-kudryashov,F. Kudryashov,D,30,181,42,M,24639,EUR,544579200,D,13,13,True,2.0,2.0,,,2.0,2.0,,,,,,1.0,5.0,,,0,Fedor,Kudryashov,,,,2.0,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,
10434004,away,Antalyaspor,Ataberk Dadakdeniz,ataberk-dadakdeniz,A. Dadakdeniz,G,1,194,57,M,840605,EUR,933811200,G,35,35,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,away,Antalyaspor,Sherel Floranus,sherel-floranus,S. Floranus,D,2,181,189,M,803021,EUR,903830400,D,2,2,True,,,,,,,,,,,,,,,,0,Sherel,Floranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,away,Antalyaspor,Soner Aydoğdu,soner-aydogdu,S. Aydoğdu,M,8,181,117,M,69351,EUR,663033600,M,5,5,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,away,Antalyaspor,Admir Mehmedi,admir-mehmedi,A. Mehmedi,M,25,183,130,,37386,EUR,669081600,F,14,14,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434004,away,Antalyaspor,Hakan Özmert,hakan-ozmert,H. Özmert,M,,175,11,M,43512,EUR,486604800,M,88,88,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
