match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented
12117180,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,26.0,22.0,12.0,8.0,0.0,16.0,19.0,6.0,7.0,1.0,3.0,1.0,1.0,90.0,30.0,6.9,4.0,0.00716379,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117180,home,São Paulo,Rafinha,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,False,63.0,54.0,15.0,10.0,0.0,41.0,45.0,14.0,22.0,4.0,5.0,,,90.0,90.0,7.1,14.0,0.0242225,0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12117180,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,60.0,55.0,7.0,4.0,0.0,45.0,46.0,10.0,14.0,3.0,,,,90.0,68.0,7.1,5.0,0.0121655,0,,,3.0,6.0,,,,1.0,1.0,,,,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12117180,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,63.0,54.0,8.0,3.0,0.0,39.0,43.0,15.0,20.0,4.0,7.0,,,90.0,71.0,7.4,9.0,0.00739602,1,,,1.0,4.0,1.0,,,,,1.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,0.0602,,,,,,,,,,,,,,,
12117180,home,São Paulo,Welington,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,D,6,6,False,37.0,32.0,4.0,1.0,0.0,18.0,19.0,16.0,21.0,1.0,2.0,,,90.0,57.0,7.1,10.0,0.166218,2,3.0,2.0,3.0,3.0,,,2.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,0.0311,1.0,1.0,1.0,1.0,,,,,,,,,,,
12117180,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,48.0,45.0,3.0,3.0,0.0,22.0,24.0,23.0,24.0,1.0,2.0,,,75.0,61.0,7.3,7.0,0.0169936,1,,,2.0,4.0,,,2.0,,1.0,1.0,,,,,1.0,3.0,1.0,1.0,,2.0,0.1444,,1.0,,1.0,,,,,,,,,,,
12117180,home,São Paulo,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,False,56.0,52.0,5.0,4.0,0.0,25.0,26.0,27.0,30.0,,8.0,,,90.0,66.0,7.1,6.0,0.0143467,0,,,4.0,2.0,1.0,,1.0,1.0,2.0,,,,2.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
12117180,home,São Paulo,Wellington Rato,wellington-rato,W. Rato,M,10,172,1278,M,865356,EUR,708825600,M,27,27,False,44.0,38.0,5.0,4.0,1.0,16.0,17.0,24.0,36.0,1.0,5.0,,,86.0,66.0,7.6,17.0,0.341149,2,9.0,2.0,4.0,4.0,,,2.0,1.0,1.0,4.0,,,1.0,2.0,,,3.0,1.0,,,0.2048,,,1.0,2.0,1.0,1.0,,,,,,,,,
12117180,home,São Paulo,Lucas Moura,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,M,7,7,False,38.0,36.0,6.0,6.0,0.0,6.0,6.0,30.0,33.0,1.0,4.0,,,90.0,63.0,8.1,10.0,0.217627,3,1.0,,5.0,9.0,,,4.0,2.0,1.0,2.0,,,2.0,,1.0,2.0,5.0,5.0,1.0,2.0,0.2147,,2.0,,,,,lucasmoura7,True,2.0,0.3183,,,,,
12117180,home,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,M,47,47,False,31.0,28.0,1.0,1.0,0.0,8.0,8.0,20.0,25.0,,3.0,,,85.0,53.0,6.7,12.0,0.0795842,2,2.0,,8.0,6.0,,,1.0,2.0,1.0,1.0,,,,,,2.0,7.0,2.0,,1.0,0.2878,1.0,1.0,,2.0,1.0,,,,,,,,,,
