match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_goals,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12528189,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9287,M,Muslera,28381,EUR,519264000,G,1,1,False,True,24.0,19.0,12.0,7.0,0.0,14.0,15.0,5.0,9.0,1.0,7.0,2.0,3.0,4.0,4.0,90.0,34.0,7.3,5.0,0.00197774,0,0.6621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528189,home,Galatasaray,Léo Dubois,leo-dubois,L. Dubois,D,,178,587,M,,552680,EUR,779500800,D,15,15,False,,34.0,28.0,3.0,,0.0,10.0,14.0,18.0,24.0,3.0,2.0,,,,,70.0,58.0,6.7,13.0,0.0102008,0,,,,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12528189,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12297,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,72.0,60.0,4.0,1.0,0.0,25.0,28.0,35.0,44.0,2.0,5.0,,,,,90.0,86.0,7.3,13.0,0.017253,4,,,,,4.0,5.0,10.0,,,2.0,2.0,1.0,,8.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.9779,0.0593,1.0,,,,,,,,,,,,
12528189,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6103,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,77.0,67.0,10.0,6.0,0.0,42.0,46.0,25.0,31.0,5.0,6.0,,,,,90.0,92.0,7.4,12.0,0.0406107,1,,,,,4.0,5.0,10.0,,,,,2.0,1.0,8.0,,1.0,,1.0,,2.0,2.0,0.057,0.0733,1.0,1.0,,,,,,,,,,,
12528189,home,Galatasaray,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1916,M,,886737,EUR,918086400,D,17,17,False,,31.0,28.0,1.0,,0.0,11.0,12.0,18.0,22.0,1.0,2.0,,,,,87.0,52.0,7.1,11.0,0.150636,2,,,,3.0,,4.0,4.0,1.0,,2.0,2.0,3.0,1.0,1.0,,,,1.0,,1.0,1.0,0.0384,0.1754,2.0,,1.0,2.0,1.0,,,,,,,,
12528189,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8766,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,56.0,52.0,3.0,2.0,1.0,27.0,29.0,25.0,28.0,1.0,7.0,,,,,90.0,76.0,7.9,7.0,0.475636,0,,,,1.0,3.0,6.0,10.0,,,7.0,6.0,1.0,,,2.0,1.0,,,,,3.0,,,1.0,1.0,,1.0,,1.0,,,,,,,
12528189,home,Galatasaray,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2108,M,,142619,EUR,741657600,M,8,8,False,,28.0,22.0,2.0,,0.0,6.0,7.0,16.0,22.0,1.0,4.0,,,,,57.0,35.0,7.1,7.0,0.00998179,2,,,,1.0,,1.0,4.0,,,2.0,2.0,,1.0,2.0,,,1.0,,,1.0,,0.144,,,,,,1.0,,,,,,,,
12528189,home,Galatasaray,Hakim Ziyech,hakim-ziyech,H. Ziyech,M,30,181,61089,M,HZiyech,249437,EUR,732499200,M,22,22,False,,46.0,39.0,4.0,2.0,0.0,12.0,12.0,29.0,45.0,,6.0,,,,,87.0,87.0,6.7,27.0,0.113884,4,,,,11.0,,12.0,5.0,7.0,1.0,2.0,1.0,3.0,2.0,,2.0,1.0,2.0,1.0,,,2.0,0.355,0.202,1.0,1.0,2.0,2.0,1.0,,,,,,,,
12528189,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10150,M,driesmertens,32493,EUR,547257600,M,10,10,False,,23.0,16.0,1.0,1.0,0.0,2.0,3.0,17.0,31.0,1.0,5.0,,,,,70.0,46.0,7.6,18.0,0.402204,1,,,,11.0,1.0,6.0,2.0,,,1.0,1.0,1.0,1.0,,2.0,,,,,,1.0,0.0555,,6.0,1.0,3.0,2.0,1.0,,,,,,,,
12528189,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13222,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,29.0,26.0,1.0,1.0,0.0,4.0,5.0,22.0,28.0,,4.0,,,,,90.0,50.0,7.1,15.0,0.534547,4,,,,4.0,1.0,8.0,5.0,4.0,2.0,,,3.0,3.0,3.0,,1.0,3.0,1.0,,,,0.2822,0.093,3.0,1.0,,3.0,,,1.0,,,,,,
12528189,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181,38599,M,MauroIcardi,233114,EUR,730080000,F,9,9,False,,17.0,10.0,2.0,2.0,0.0,,1.0,10.0,16.0,,,,,,,90.0,27.0,8.9,9.0,0.157927,5,,,,,1.0,1.0,6.0,,,,,1.0,,3.0,,,2.0,2.0,,,3.0,1.261,1.1169,3.0,1.0,,,1.0,,,1.0,1.0,,,,
12528189,home,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178,11235,M,gabrielsara,913593,EUR,930355200,M,20,20,True,,27.0,24.0,4.0,2.0,0.0,12.0,12.0,12.0,15.0,,1.0,,,,,33.0,30.0,6.6,4.0,0.0138626,2,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,0.0499,,,,,,1.0,,,,,,,,
12528189,home,Galatasaray,Michy Batshuayi,michy-batshuayi,M. Batshuayi,F,22,185,6853,M,mbatshuayi,147745,EUR,749520000,F,44,44,True,,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,1.0,,,,,20.0,8.0,7.2,2.0,0.0108559,1,,,,,,2.0,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,0.4888,0.6045,1.0,,,,,,,1.0,,,,,
12528189,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24950,M,KAktürkoğlu,903324,EUR,908928000,F,7,7,True,,9.0,9.0,1.0,1.0,0.0,2.0,2.0,8.0,10.0,,,,,,,20.0,17.0,6.7,4.0,0.0641719,0,,,,3.0,,1.0,2.0,1.0,,,,1.0,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,
12528189,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186,2128,M,,992912,EUR,885686400,M,18,18,True,,2.0,2.0,,,0.0,1.0,1.0,2.0,2.0,,1.0,,,,,10.0,6.0,6.8,,0.0372733,0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
12528189,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9062,M,yunusakgun17,857738,EUR,962928000,F,11,11,True,,1.0,,1.0,,0.0,,1.0,,,,,,,,,10.0,2.0,6.5,1.0,,0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12528189,home,Galatasaray,Günay Güvenç,gunay-guvenc,G. Güvenç,G,19,187,2983,M,,103457,EUR,677808000,G,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528189,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185,4083,M,,138152,EUR,784425600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528189,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2645,M,Nelsson,846148,EUR,908323200,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528189,home,Galatasaray,Metehan Baltacı,metehan-baltaci,M. Baltacı,D,3,189,2120,M,,997155,EUR,1036281600,D,90,90,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528189,home,Galatasaray,Yusuf Demir,yusuf-demir,Y. Demir,F,,173,4514,M,yusufdemir.10,962283,EUR,1054512000,F,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528189,away,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,,758606,EUR,763603200,G,1,1,False,,32.0,14.0,28.0,10.0,0.0,5.0,5.0,9.0,27.0,2.0,11.0,7.0,7.0,,,90.0,48.0,8.1,18.0,0.00104566,0,0.3244,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,
