match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_ownGoals,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_outfielderBlock,stat_totalOffside
14062180,home,Eintracht Frankfurt,Kauã Santos,kaua-dos-santos,Kauã,G,40,196,2816,M,1134203,EUR,1050019200,G,40,40,False,41.0,16.0,31.0,6.0,0.0,15.0,18.0,1.0,23.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,3.0,90.0,55.0,6.1,25.0,0.0002226,110.15572983915,16.0,69.825,7.14,0.4533,0,-1.757,0.01,0.03,-0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062180,home,Eintracht Frankfurt,Nnamdi Collins,nnamdi-collins,N. Collins,D,34,191,1316,M,1048569,EUR,1073692800,D,34,34,False,36.0,31.0,5.0,3.0,0.0,27.0,28.0,4.0,8.0,3.0,5.0,5.0,1.0,,3.0,3.0,,,72.0,53.0,6.1,8.0,0.00136113,46.010843939762,6.0,-5.145,7.875,,0,,0.04,0.04,-0.47,,Nnamdi Collins,,2.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14062180,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,47.0,36.0,12.0,5.0,0.0,29.0,36.0,7.0,11.0,1.0,4.0,4.0,1.0,,6.0,1.0,,,90.0,61.0,6.0,12.0,0.0349648,63.384321726742,10.0,-7.14,7.455,,0,,0.12,0.0,-0.49,,,,2.0,1.0,1.0,,,2.0,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14062180,home,Eintracht Frankfurt,Aurèle Amenda,aurele-amenda,A. Amenda,D,5,194,696,M,999276,EUR,1059609600,D,5,5,False,48.0,44.0,4.0,3.0,0.0,36.0,40.0,8.0,8.0,2.0,4.0,2.0,,,10.0,3.0,,,90.0,63.0,5.3,5.0,0.00258627,110.77252450144,18.0,44.415,9.45,,0,,0.05,0.06,-0.98,,,,1.0,1.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14062180,home,Eintracht Frankfurt,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,13,186,1615,M,921789,EUR,868579200,M,13,13,False,45.0,25.0,5.0,1.0,0.0,15.0,26.0,10.0,19.0,3.0,8.0,9.0,2.0,2.0,3.0,8.0,,,90.0,74.0,6.6,25.0,0.0369085,118.839124132,13.0,27.51,20.055,,1,,0.15,0.12,-0.26,,,,2.0,4.0,4.0,,,1.0,,3.0,,2.0,2.0,1.0,0.0785,57.880226069749,2.0,-0.16,,,,,,,,,,,,,,,,
14062180,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,M,8,8,False,28.0,19.0,1.0,,0.0,11.0,15.0,8.0,13.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,,,61.0,36.0,6.3,11.0,0.0113238,73.07961334835,8.0,22.575,25.305,,1,,0.03,0.08,-0.16,,,,,,,1.0,2.0,,,,,1.0,,,0.0541,27.764199988474,1.0,0.01,fareschaibi28,1.0,0.1968,,,,,,,,,,,,,
14062180,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,False,48.0,40.0,7.0,2.0,0.0,28.0,30.0,12.0,18.0,,1.0,1.0,1.0,,2.0,8.0,,,90.0,55.0,6.4,9.0,0.0107724,58.785128885814,9.0,26.985,11.34,,0,,-0.04,0.03,-0.15,,,,2.0,,,,1.0,,,,,,,,,,,,ellyes_skhiri,,,,,,,,,,,,,,,
14062180,home,Eintracht Frankfurt,Nathaniel Brown,nathaniel-brown,N. Brown,D,21,179,1784,M,1159759,EUR,1055721600,M,21,21,False,40.0,34.0,2.0,1.0,0.0,17.0,17.0,17.0,23.0,,2.0,9.0,2.0,1.0,,3.0,,,90.0,70.0,7.3,15.0,0.0457537,160.00322791573,20.0,115.92,19.74,,0,,0.07,0.23,-0.08,,,,2.0,5.0,2.0,2.0,3.0,,,,,,1.0,,,44.771929330522,3.0,,,,,1.0,2.0,,,,,,,,,,,
14062180,home,Eintracht Frankfurt,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,F,20,20,False,25.0,14.0,1.0,,0.0,6.0,13.0,8.0,12.0,2.0,6.0,4.0,2.0,1.0,1.0,4.0,,,90.0,45.0,6.7,21.0,0.139163,108.87802187113,14.0,42.84,22.995,,1,,0.11,0.04,-0.08,,,,1.0,,,1.0,2.0,,,1.0,,1.0,2.0,1.0,0.0608,23.245,1.0,0.0,doanritsu,,,7.0,3.0,2.0,1.0,,,,,,,,,
14062180,home,Eintracht Frankfurt,Can Uzun,can-uzun,C. Uzun,M,42,186,10657,M,1440948,EUR,1131667200,F,42,42,False,22.0,14.0,4.0,3.0,0.0,6.0,11.0,8.0,11.0,,1.0,4.0,,,,10.0,,,61.0,31.0,7.1,10.0,0.0133476,41.828410163736,8.0,14.7,12.18,,1,,0.3,0.06,-0.05,,Can Uzun,,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,0.0095,,,-0.06,can.uzun10,,,1.0,,,,1.0,,,,,,,,
14062180,home,Eintracht Frankfurt,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3554,M,954061,EUR,1011484800,F,25,25,False,17.0,13.0,1.0,1.0,0.0,6.0,7.0,7.0,10.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,,,72.0,30.0,7.6,10.0,0.0580362,84.445820841516,10.0,22.89,14.805,,3,,0.01,0.42,0.14,,,,,,,4.0,2.0,,,1.0,,,2.0,,0.3245,22.95479160817,2.0,0.44,,2.0,0.5002,,1.0,,,1.0,1.0,1.0,,,,,,
14062180,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,True,16.0,14.0,2.0,1.0,0.0,10.0,11.0,4.0,5.0,,,,,,,1.0,,,29.0,18.0,6.4,3.0,0.00250735,10.105353892922,2.0,9.03,6.93,,1,,0.0,0.03,-0.06,,Hugo Larsson,,,,,1.0,,,,,,,,1.0,0.0271,,,-0.13,,,,,,,,,,,,,,,,
14062180,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,F,7,7,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,1.0,3.0,,1.0,,,,,,29.0,7.0,6.3,4.0,0.00019426,29.943698204476,4.0,4.2,12.6,,0,,-0.14,0.16,0.13,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
