match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
14863346,home,Santos,Gabriel Brazão,,,gabriel-brazao,G. Brazão,G,77,191,3074,M,905448,EUR,970704000,G,77,77,False,19.0,11.0,11.0,3.0,0.0,9.0,9.0,2.0,10.0,1.0,7.0,3.0,4.0,1.0,90.0,30.0,7.9,8.0,0.00023365,0,1.1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14863346,home,Santos,Igor Vinícius,,,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,D,18,18,False,35.0,29.0,,,0.0,6.0,8.0,23.0,27.0,1.0,5.0,,,,90.0,61.0,7.6,11.0,0.0405849,1,,3.0,1.0,4.0,9.0,1.0,7.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0447,1.0,,,,,,,,,,,,,,,
14863346,home,Santos,Adonis Frías,,,adonis-frias,A. Frías,D,98,189,703,M,940699,EUR,890092800,D,98,98,False,45.0,38.0,5.0,2.0,0.0,23.0,25.0,15.0,20.0,2.0,5.0,,,,90.0,58.0,7.5,8.0,0.0203531,1,,,2.0,5.0,4.0,,,,,1.0,2.0,2.0,2.0,,1.0,,3.0,0.0642,3.0,2.0,,,,,,,,,,,,,,
14863346,home,Santos,Zé Ivaldo,,,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,844602,EUR,856483200,D,27,27,False,52.0,47.0,9.0,4.0,0.0,32.0,34.0,15.0,18.0,2.0,1.0,,,,90.0,60.0,6.8,7.0,0.00865287,1,,,,1.0,2.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,0.0165,,1.0,1.0,1.0,,,,,,,,,,,,
14863346,home,Santos,Souza,Souza,,souza,Souza,D,33,179,2869,M,1482340,EUR,1150416000,D,33,33,False,33.0,29.0,,,0.0,11.0,12.0,18.0,21.0,,6.0,,,,88.0,51.0,6.8,11.0,0.0299132,0,,5.0,2.0,4.0,4.0,,1.0,,,,1.0,4.0,2.0,,2.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,
14863346,home,Santos,João Schmidt,,,joao-schmidt,J. Schmidt,M,5,183,1085,M,244591,EUR,737769600,M,5,5,False,45.0,38.0,1.0,1.0,0.0,10.0,10.0,28.0,35.0,2.0,3.0,,,,90.0,57.0,7.4,8.0,0.139023,2,,,3.0,5.0,6.0,2.0,,,,1.0,1.0,3.0,3.0,,1.0,1.0,,0.2204,1.0,2.0,1.0,,,,,,,,,,,,,
14863346,home,Santos,Willian Arão,,,willian-arao,Willian Arão,M,15,181,1888,M,242213,EUR,700358400,M,15,15,False,36.0,29.0,3.0,1.0,0.0,18.0,18.0,11.0,18.0,2.0,5.0,,,,61.0,41.0,6.7,7.0,0.00719533,1,,,1.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,,,0.0099,,1.0,1.0,,,,,,,,,,,,,
14863346,home,Santos,Zé Rafael,,,ze-rafael,Z. Rafael,M,6,175,2603,M,329069,EUR,740188800,M,6,6,False,30.0,27.0,,,0.0,11.0,11.0,16.0,19.0,,7.0,,,,88.0,40.0,6.6,8.0,0.035296,0,,,1.0,6.0,4.0,1.0,2.0,1.0,,,,1.0,1.0,,2.0,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,,
14863346,home,Santos,Álvaro Barreal,,,alvaro-barreal,Á. Barreal,M,22,172,2811,M,949687,EUR,966470400,F,22,22,False,21.0,18.0,4.0,4.0,0.0,5.0,5.0,13.0,16.0,,1.0,,,,56.0,41.0,6.6,14.0,0.127045,4,,8.0,,5.0,1.0,3.0,2.0,,,1.0,,,,,3.0,1.0,,0.4388,1.0,,2.0,,2.0,,1.0,1.0,0.4799,,,,,,,
14863346,home,Santos,Neymar,,,neymar,Neymar,F,10,175,1009791,M,124712,EUR,697248000,F,10,10,False,58.0,48.0,3.0,2.0,0.0,5.0,6.0,43.0,52.0,,4.0,,,,90.0,82.0,7.7,22.0,0.281939,2,,4.0,1.0,4.0,7.0,1.0,3.0,2.0,,1.0,1.0,,,,6.0,5.0,,0.1254,5.0,,,,1.0,1.0,,1.0,0.0133,Neymar,True,,,,,
