match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_errorLeadToAShot,player_firstName,player_lastName,stat_wasFouled,stat_accurateCross,stat_aerialLost,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAGoal
14056037,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,36.0,32.0,7.0,4.0,0.0,30.0,31.0,2.0,5.0,12.0,1.0,90.0,44.0,7.1,4.0,0.00056719,0.0308,0,0.1274,0.1,0.02,0.21,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14056037,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,34.0,32.0,,,0.0,12.0,12.0,20.0,22.0,2.0,,69.0,48.0,6.6,5.0,0.170182,,1,,-0.04,0.31,0.16,,1.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,0.0922,0.0491,-0.33,,,,,,,,,,,,,,,,,,,,,,,,
14056037,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,False,,91.0,80.0,8.0,3.0,0.0,54.0,59.0,26.0,32.0,9.0,,90.0,103.0,7.7,14.0,0.0116293,,0,,0.07,0.28,0.94,,,5.0,5.0,1.0,2.0,,,3.0,1.0,3.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
14056037,home,FC Bayern München,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,jonatah,227672,EUR,823996800,D,4,4,False,,53.0,50.0,3.0,1.0,0.0,27.0,27.0,23.0,26.0,8.0,,68.0,64.0,7.3,5.0,0.0180371,,0,,0.27,0.05,0.43,,,1.0,1.0,,,,,2.0,1.0,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
14056037,home,FC Bayern München,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9022,M,josip_stanisic,927407,EUR,954633600,D,44,44,False,,46.0,44.0,2.0,1.0,0.0,14.0,14.0,30.0,32.0,1.0,,90.0,64.0,7.4,7.0,0.0274674,,0,,0.05,0.11,0.77,,2.0,1.0,3.0,1.0,,,,2.0,1.0,1.0,3.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
14056037,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,100.0,96.0,16.0,14.0,0.0,37.0,38.0,59.0,62.0,2.0,,90.0,111.0,8.6,7.0,0.77051,,1,,0.82,0.34,0.14,,3.0,3.0,3.0,1.0,,,,1.0,1.0,1.0,,,0.0214,,-0.38,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,
14056037,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,,41.0,38.0,2.0,1.0,0.0,16.0,17.0,22.0,24.0,5.0,,68.0,55.0,7.4,6.0,0.232557,,1,,0.4,0.08,0.32,,1.0,3.0,3.0,2.0,1.0,,,1.0,1.0,,1.0,,0.0495,,-0.32,1.0,,1.0,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,
14056037,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,False,,50.0,43.0,2.0,1.0,0.0,7.0,8.0,36.0,42.0,3.0,,90.0,77.0,9.8,19.0,0.346356,,5,,0.25,0.92,-0.12,,4.0,12.0,5.0,5.0,6.0,,2.0,1.0,1.0,2.0,1.0,2.0,0.359,0.8005,0.9,,2.0,3.0,,,1.0,,,,,1.0,,1.0,1.0,2.0,2.0,,,,,,,,
14056037,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19183,M,sergegnabry,187433,EUR,805680000,M,7,7,False,,36.0,31.0,,,2.0,10.0,11.0,21.0,25.0,2.0,,69.0,45.0,7.6,7.0,0.270709,,2,,0.28,0.22,0.16,,,3.0,3.0,,4.0,,,,,1.0,,,0.1051,,-0.4,,,2.0,,,,,,,,,1.0,,3.0,2.0,,2.0,1.0,1.0,,,,,
14056037,home,FC Bayern München,Luis Díaz,luis-diaz,L. Díaz,F,14,178,143501,M,LuisDíaz,883537,EUR,853113600,M,14,14,False,,50.0,44.0,5.0,4.0,2.0,6.0,6.0,38.0,44.0,4.0,,90.0,69.0,9.8,14.0,0.158709,,1,,-0.11,0.33,0.2,,1.0,4.0,6.0,,6.0,,1.0,,,,3.0,,0.2012,0.5319,0.51,,2.0,4.0,1.0,,,,,,2.0,,,,4.0,,1.0,1.0,,,,,,,
