match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalOffside,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_errorLeadToAShot,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12436530,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,33.0,27.0,13.0,7.0,0.0,22.0,23.0,5.0,10.0,1.0,6.0,3.0,1.0,1.0,90.0,41.0,6.8,6.0,0.00119882,0,-0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436530,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,57.0,46.0,1.0,1.0,0.0,21.0,28.0,25.0,29.0,2.0,5.0,,,,90.0,81.0,6.8,14.0,0.0143903,0,,,,3.0,2.0,8.0,9.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436530,home,Aston Villa,Diego Carlos,diego-carlos,D. Carlos,D,34,185,2746,M,,604232,EUR,732153600,D,3,3,False,65.0,58.0,7.0,3.0,0.0,47.0,49.0,11.0,16.0,4.0,2.0,,,,90.0,75.0,6.7,7.0,0.00420405,0,,,,2.0,1.0,4.0,2.0,,,,1.0,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12436530,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,14.0,13.0,2.0,1.0,0.0,12.0,13.0,1.0,1.0,2.0,,,,,20.0,18.0,6.4,1.0,9.632e-05,1,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,0.0045,,,,,,,,,,,,,,,,,,
12436530,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,41.0,35.0,5.0,3.0,0.0,19.0,21.0,18.0,27.0,2.0,4.0,,,,83.0,59.0,7.0,14.0,0.139619,0,,,,,1.0,1.0,4.0,,,,3.0,2.0,2.0,,,2.0,,,,,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12436530,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,51.0,44.0,3.0,2.0,0.0,22.0,24.0,22.0,27.0,3.0,6.0,,,,83.0,65.0,6.8,9.0,0.0413864,1,,,,3.0,1.0,7.0,6.0,2.0,1.0,1.0,4.0,1.0,,1.0,,2.0,,,,0.0329,,,1.0,,1.0,1.0,,,,,,,,,,,,
12436530,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,52.0,44.0,2.0,2.0,0.0,23.0,25.0,21.0,31.0,1.0,10.0,,,,83.0,74.0,6.9,18.0,0.047449,2,,,,1.0,,7.0,8.0,3.0,3.0,,2.0,2.0,2.0,4.0,1.0,,,,1.0,0.1009,4.0,,1.0,,1.0,,2.0,,,,,,,,,,,
12436530,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,25.0,22.0,2.0,1.0,0.0,8.0,8.0,14.0,18.0,1.0,3.0,,,,77.0,56.0,8.1,8.0,0.354236,7,,,,1.0,,3.0,13.0,,10.0,,2.0,2.0,2.0,2.0,,3.0,,1.0,6.0,0.41,1.0,,1.0,,1.0,,9.0,,,,,,,,,,,
12436530,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,34.0,31.0,2.0,1.0,0.0,19.0,21.0,13.0,18.0,,8.0,,,,90.0,52.0,7.1,10.0,0.0673249,0,,,,,1.0,1.0,7.0,,4.0,,1.0,1.0,2.0,2.0,,1.0,,,,,5.0,1.0,,,,,3.0,True,,,,,,,,,,
12436530,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,32.0,24.0,,,0.0,11.0,12.0,13.0,20.0,,4.0,,,,90.0,55.0,7.8,19.0,0.168252,2,,,,,,8.0,8.0,1.0,7.0,,2.0,1.0,7.0,1.0,3.0,1.0,,,,0.1151,,,2.0,,1.0,,5.0,,1.0,1.0,1.0,0.1372,,,,,,
