match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_lastManTackle,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_goalAssist,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
11352429,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,35.0,11.0,27.0,4.0,7.0,13.0,4.0,22.0,2.0,14.0,3.0,2.0,3.0,1.0,90.0,51.0,7.5,24.0,0.00563504,0,0.7181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352429,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,D,18,18,False,24.0,17.0,7.0,3.0,6.0,9.0,11.0,16.0,1.0,4.0,,,,,90.0,42.0,7.3,10.0,0.0209801,0,,1.0,2.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11352429,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,36.0,27.0,5.0,2.0,23.0,26.0,4.0,10.0,4.0,5.0,,,,,90.0,46.0,7.4,9.0,0.00186451,0,,,4.0,8.0,,1.0,,,2.0,,True,4.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11352429,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,46.0,40.0,7.0,3.0,29.0,31.0,11.0,15.0,7.0,8.0,,,,,90.0,62.0,7.3,6.0,0.0061244,1,,,3.0,6.0,2.0,3.0,,,,,,3.0,3.0,,,1.0,0.0425,,,,,,,,,,,,,,,,
11352429,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,30.0,23.0,4.0,2.0,13.0,16.0,10.0,15.0,5.0,3.0,,,,,90.0,60.0,7.2,16.0,0.00579324,1,,1.0,1.0,4.0,,2.0,2.0,2.0,,,,1.0,2.0,,,,0.0359,1.0,,,,,,,,,,,,,,,
11352429,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,38.0,34.0,,,18.0,20.0,16.0,18.0,,8.0,,,,,90.0,54.0,7.8,8.0,0.0132938,1,,,2.0,6.0,2.0,4.0,1.0,4.0,,1.0,,1.0,1.0,1.0,,,0.0446,,1.0,1.0,1.0,1.0,0.438,1.0,,,,,,,,,
11352429,home,Everton,Jack Harrison,jack-harrison,J. Harrison,M,17,175,1145,M,,829570,EUR,848448000,M,11,11,False,22.0,19.0,1.0,1.0,7.0,7.0,12.0,21.0,1.0,4.0,,,,,90.0,45.0,6.5,15.0,0.0228908,0,,6.0,12.0,6.0,2.0,2.0,,2.0,,4.0,,1.0,2.0,,,,,,5.0,2.0,,,,,3.0,1.0,,,,,,,
11352429,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,M,16,16,False,36.0,31.0,,,20.0,20.0,11.0,18.0,1.0,8.0,,,,,90.0,54.0,7.2,14.0,0.0134091,0,,2.0,7.0,6.0,1.0,2.0,2.0,3.0,,2.0,,1.0,2.0,,,,,,2.0,2.0,,,,1.0,,4.0,1.0,,,,,,
11352429,home,Everton,André Gomes,andre-gomes,A. Gomes,M,26,188,1679,M,,235460,EUR,743990400,M,21,21,False,44.0,37.0,2.0,1.0,19.0,20.0,18.0,28.0,,5.0,,,,,67.0,57.0,6.7,14.0,0.0114172,0,,4.0,6.0,1.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,2.0,,,,,,,
11352429,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,41.0,29.0,,,16.0,18.0,16.0,28.0,2.0,8.0,,,,,90.0,58.0,8.0,18.0,0.0867385,2,,5.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,0.0869,,,,2.0,1.0,0.3428,2.0,,2.0,,Dwight,McNeil,3.0,1.0,,
