match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_penaltyConceded,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,stat_accurateCross,stat_bigChanceMissed,stat_lastManTackle,stat_totalOffside,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,player_sofascoreId
11408434,home,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,22.0,16.0,13.0,7.0,13.0,15.0,3.0,7.0,1.0,7.0,1.0,3.0,1.0,4.0,90.0,33.0,6.8,7.0,0.00036549,0,-0.0634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408434,home,Portimonense SAD,Pedrão,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,43.0,35.0,12.0,8.0,21.0,26.0,14.0,17.0,6.0,7.0,,,,,90.0,56.0,7.1,8.0,0.0116297,2,,,,True,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8551,0.9954,1.0,,,,,,,,,,,,,,,,,,,,,
11408434,home,Portimonense SAD,Alemão,alemao,Alemão,D,43,194,174,M,1199402,EUR,1036540800,D,43,43,False,35.0,27.0,10.0,6.0,18.0,21.0,9.0,14.0,9.0,5.0,,,,,90.0,50.0,6.4,9.0,0.00256576,0,,Alemão,,,2.0,2.0,3.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
11408434,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,23.0,13.0,5.0,1.0,10.0,13.0,3.0,10.0,3.0,3.0,,,,,62.0,33.0,5.6,13.0,0.00112048,1,,,,,2.0,4.0,2.0,4.0,,,,,,,,1.0,0.0185,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11408434,home,Portimonense SAD,Guga,guga,Guga,D,32,178,71,M,1515162,EUR,1066867200,M,27,27,False,24.0,20.0,2.0,2.0,9.0,10.0,11.0,16.0,2.0,4.0,,,,,90.0,56.0,6.5,18.0,0.00702282,0,,Guga,,,2.0,,7.0,6.0,,,,,1.0,4.0,4.0,1.0,,,,6.0,,,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
11408434,home,Portimonense SAD,Dener,dener,Dener,M,8,185,73,M,243167,EUR,700444800,M,13,13,False,27.0,15.0,1.0,,3.0,8.0,13.0,21.0,,2.0,,,,,62.0,36.0,6.1,15.0,0.133882,0,,,,,,1.0,3.0,1.0,,,,,1.0,,,,,,2.0,1.0,,,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,
11408434,home,Portimonense SAD,Lucas Ventura,lucas-ventura,Lucas Ventura,M,25,180,163,M,879934,EUR,895536000,M,25,25,False,22.0,16.0,,,13.0,17.0,3.0,5.0,1.0,6.0,,,,,90.0,33.0,6.5,7.0,0.00350668,1,,,,,,1.0,3.0,5.0,1.0,,,2.0,,4.0,1.0,1.0,0.2101,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
11408434,home,Portimonense SAD,Paulo Estrela,paulo-estrela,P. Estrela,M,20,167,55,M,855664,EUR,919468800,M,20,20,False,22.0,18.0,6.0,5.0,9.0,10.0,10.0,14.0,,3.0,,,,,79.0,30.0,6.7,6.0,0.0519516,1,,Paulo,Estrela,,2.0,,2.0,1.0,1.0,,,,1.0,,,,0.0798,,1.0,1.0,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,
11408434,home,Portimonense SAD,Moustapha Seck,moustapha-seck,M. Seck,D,24,176,148,M,807292,EUR,825033600,M,14,14,False,17.0,11.0,3.0,2.0,5.0,7.0,8.0,13.0,1.0,3.0,,,,,85.0,39.0,6.9,9.0,0.191856,2,,,,,,4.0,3.0,8.0,2.0,,,,4.0,3.0,3.0,2.0,0.2536,,1.0,1.0,,,3.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
11408434,home,Portimonense SAD,Midana Cassamá,midana-cassama,M. Cassamá,F,19,185,18,M,1520746,EUR,1029628800,F,85,85,False,14.0,13.0,1.0,,5.0,5.0,8.0,9.0,,3.0,,,,,62.0,25.0,6.8,6.0,0.00697856,1,,,,,3.0,1.0,5.0,5.0,1.0,,,,,2.0,2.0,,0.027,,1.0,3.0,,,,,2.0,1.0,1.0,,,,,1.0,,,,,,,,
11408434,home,Portimonense SAD,Hélio Varela,varela-helio,H. Varela,F,29,176,603,M,1094395,EUR,1020384000,F,77,77,False,17.0,12.0,,,9.0,9.0,4.0,11.0,,4.0,,,,,90.0,43.0,7.7,18.0,0.19131,4,,,,,,4.0,10.0,10.0,2.0,2.0,,,,1.0,,1.0,0.1557,0.2493,3.0,4.0,,,3.0,2.0,7.0,2.0,4.0,1.0,,,,2.0,1.0,2.0,1.0,,,,,
11408434,home,Portimonense SAD,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,8,8,True,5.0,3.0,2.0,,,,3.0,5.0,,,,,,,28.0,13.0,8.1,3.0,0.29977,2,,,,,,,1.0,2.0,,1.0,1.0,,,2.0,,,0.1043,0.2917,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,
11408434,home,Portimonense SAD,Rodrigo Martins,rodrigo-martins,R. Martins,F,7,177,39,M,945059,EUR,905817600,F,70,70,True,13.0,10.0,1.0,1.0,3.0,4.0,7.0,9.0,2.0,5.0,,,,,28.0,22.0,6.9,6.0,0.0286289,0,,,,,,1.0,1.0,3.0,,,,,,,,2.0,,,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
11408434,home,Portimonense SAD,Hildeberto Pereira,hildeberto-pereira,H. Pereira,F,14,175,109,M,352880,EUR,825724800,F,10,10,True,6.0,4.0,,,3.0,4.0,1.0,2.0,,1.0,,,,,28.0,10.0,7.2,4.0,0.004911,2,,,,,1.0,,2.0,,1.0,1.0,1.0,,,,,2.0,0.3192,0.5932,,1.0,,,,,,,,,,,2.0,,,,,,,,,
11408434,home,Portimonense SAD,Steve Mvoué,mvoue-steve,S. Mvoué,M,10,185,157,M,985969,EUR,1012608000,M,5,5,True,4.0,3.0,,,2.0,2.0,1.0,2.0,,,,,,,11.0,6.0,6.7,2.0,0.00049707,0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11408434,home,Portimonense SAD,Gonçalo Costa,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,D,18,18,True,2.0,1.0,1.0,1.0,,,1.0,2.0,,1.0,,,,,12.0,7.0,6.6,3.0,0.00026326,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11408434,home,Portimonense SAD,Vinicius Silvestre,vinicius-silvestre,Vinicius,G,25,195,226,M,559582,EUR,764812800,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408434,home,Portimonense SAD,Thiago Dombroski,thiago-dombroski,T. Dombroski,D,55,190,96,M,1134106,EUR,1024531200,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,Thiago Dombroski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408434,home,Portimonense SAD,Igor Formiga,igor-formiga,Igor Formiga,D,32,175,266,M,1009030,EUR,915753600,D,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
