match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_fouls,stat_bigChanceMissed,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_errorLeadToAShot
12764250,home,Malmö FF,Joakim Persson,Joakim Persson,persson-joakim,J. Persson,G,50,184.0,34,M,1548911,EUR,1171756800,G,30,30,False,23.0,9.0,18.0,4.0,0.0,7.0,13.0,2.0,10.0,1.0,1.0,12.0,1.0,1.0,2.0,3.0,90.0,33.0,6.0,14.0,0.00022323,0,-0.8664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764250,home,Malmö FF,Jens Stryger Larsen,,jens-stryger-larsen,J. Stryger Larsen,D,17,180.0,369,M,44848,EUR,667094400,D,17,17,False,39.0,31.0,3.0,2.0,1.0,18.0,23.0,14.0,18.0,,1.0,2.0,,,,,90.0,53.0,7.1,13.0,0.358838,1,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.1137,3.0,,,,,,,,,,,,,,,,,,
12764250,home,Malmö FF,Colin Rösler,,colin-rosler,C. Rösler,D,19,186.0,116,M,907462,EUR,956361600,D,19,19,False,39.0,30.0,9.0,3.0,0.0,24.0,28.0,6.0,11.0,1.0,2.0,3.0,,,,,90.0,46.0,6.6,9.0,0.00224573,0,,,,,2.0,,,,4.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12764250,home,Malmö FF,Nils Zätterström,,nils-zatterstrom,N. Zätterström,D,13,192.0,408,M,1435226,EUR,1112054400,D,35,35,False,26.0,22.0,1.0,1.0,0.0,15.0,17.0,7.0,9.0,2.0,6.0,4.0,,,,,90.0,36.0,6.7,5.0,0.00224161,1,,,,,2.0,,,,1.0,,,0.0583,,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,
12764250,home,Malmö FF,Busanello,,busanello,Busanello,D,25,179.0,319,M,880179,EUR,909619200,D,25,25,False,57.0,39.0,7.0,3.0,1.0,19.0,24.0,22.0,41.0,,6.0,5.0,,,,,90.0,91.0,7.4,29.0,0.141654,1,,,8.0,2.0,3.0,1.0,,,1.0,2.0,,0.0059,2.0,,,1.0,,4.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,
12764250,home,Malmö FF,Søren Rieks,,soren-rieks,S. Rieks,M,5,184.0,59,M,23188,EUR,544752000,M,5,5,False,20.0,18.0,,,0.0,8.0,9.0,10.0,13.0,,4.0,5.0,,,,,82.0,35.0,6.6,6.0,0.0167602,0,,,2.0,,6.0,,,,2.0,1.0,,,,1.0,2.0,,1.0,2.0,1.0,3.0,2.0,,2.0,,,,,,,,
12764250,home,Malmö FF,Otto Rosengren,,otto-rosengren,O. Rosengren,M,7,178.0,503,M,1106662,EUR,1053043200,M,7,7,False,33.0,31.0,1.0,1.0,0.0,19.0,19.0,12.0,15.0,,8.0,4.0,,,,,74.0,52.0,7.2,7.0,0.19776,0,,,1.0,,7.0,1.0,1.0,,,,2.0,,1.0,1.0,,,1.0,3.0,3.0,6.0,3.0,,2.0,,,,,,,,
12764250,home,Malmö FF,Lasse Berg Johnsen,,lasse-berg-johnsen,L. B. Johnsen,M,23,177.0,310,M,977825,EUR,934934400,M,23,23,False,70.0,57.0,6.0,3.0,0.0,39.0,40.0,18.0,30.0,1.0,1.0,10.0,,,,,90.0,79.0,6.5,15.0,0.035964,1,,,,,3.0,,,1.0,4.0,2.0,,0.0186,,,3.0,,,,,,,,,,,,,,,,
12764250,home,Malmö FF,Hugo Bolin,Hugo Bolin,bolin-hugo,H. Bolin,M,38,179.0,801,M,1142210,EUR,1059004800,M,38,38,False,23.0,20.0,1.0,,0.0,9.0,10.0,13.0,15.0,,2.0,4.0,,,,,65.0,39.0,6.1,10.0,0.115356,2,,,2.0,2.0,7.0,3.0,1.0,2.0,2.0,2.0,1.0,0.4099,1.0,,1.0,,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,
12764250,home,Malmö FF,Anders Christiansen,,anders-christiansen,A. Christiansen,M,10,174.0,316,M,81859,EUR,644803200,F,10,10,False,33.0,23.0,1.0,,0.0,12.0,13.0,11.0,22.0,,,4.0,,,,,74.0,46.0,6.6,14.0,0.0158185,4,,,2.0,,2.0,,,1.0,1.0,1.0,,0.4168,2.0,,1.0,,1.0,,,1.0,,3.0,,1.0,,True,,,,,
12764250,home,Malmö FF,Erik Botheim,,erik-botheim,E. Botheim,F,20,187.0,1101,M,844292,EUR,947462400,F,20,20,False,21.0,13.0,,,0.0,5.0,6.0,8.0,15.0,1.0,7.0,4.0,,,,,90.0,37.0,7.6,12.0,0.177455,5,,,,,9.0,,1.0,1.0,,3.0,4.0,0.6687,3.0,4.0,1.0,,,2.0,1.0,1.0,,3.0,3.0,1.0,,,1.0,1.0,0.9157,,
12764250,home,Malmö FF,Taha Ali,,taha-ali,T. Ali,M,22,174.0,1454,M,1022820,EUR,899251200,M,22,22,True,14.0,10.0,1.0,1.0,0.0,1.0,2.0,9.0,12.0,,4.0,,,,,,25.0,25.0,7.1,8.0,0.247375,2,,,,,3.0,,,1.0,,1.0,,0.138,,,,,,,,7.0,4.0,,,,,,1.0,,0.7139,,
12764250,home,Malmö FF,Sergio Peña,,sergio-pena,S. Peña,M,10,176.0,1745,M,849339,EUR,812246400,M,8,8,True,33.0,32.0,4.0,4.0,0.0,12.0,12.0,22.0,23.0,,4.0,5.0,,,,,16.0,41.0,8.4,2.0,0.144107,1,,,2.0,2.0,,,,,,1.0,1.0,0.2604,2.0,,,,,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,0.5041,,
