match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_interceptionWon,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_hitWoodwork,stat_goals
14109627,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,38.0,13.0,31.0,6.0,0.0,9.0,14.0,4.0,24.0,6.0,4.0,5.0,1.0,1.0,90.0,44.0,5.7,25.0,0.0129529,0.3181,0,-0.7941,0.07,0.02,-0.36,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109627,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,948,M,595396,EUR,780019200,D,11,11,False,20.0,12.0,5.0,,0.0,6.0,7.0,6.0,13.0,1.0,,,,,90.0,51.0,5.5,18.0,0.00962129,,0,,-0.02,0.21,-0.64,,True,2.0,4.0,3.0,9.0,7.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,
14109627,home,Kayserispor,Gideon Jung,gideon-jung,G. Jung,D,,189,73,M,288439,EUR,779328000,D,37,37,False,14.0,11.0,3.0,1.0,0.0,10.0,12.0,1.0,2.0,2.0,,,,,90.0,24.0,5.6,3.0,0.00065629,,1,,0.01,0.01,-0.68,,,,1.0,1.0,2.0,2.0,,,,3.0,1.0,1.0,,,,,1.0,1.0,1.0,0.4258,-0.44,,,,,,,,,,,,,
14109627,home,Kayserispor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,4,4,False,22.0,19.0,3.0,1.0,0.0,17.0,18.0,2.0,4.0,4.0,,,,,90.0,35.0,6.2,3.0,0.00045232,,1,,-0.01,0.07,-0.36,,,,1.0,2.0,3.0,4.0,,,,9.0,1.0,,,,,,2.0,,1.0,0.1367,-0.23,1.0,1.0,,,,,,,,,,,
14109627,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,23,23,False,24.0,19.0,4.0,3.0,0.0,9.0,11.0,10.0,13.0,2.0,,,,,90.0,38.0,5.9,9.0,0.00938978,,0,,0.17,0.08,-0.65,,,2.0,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,
14109627,home,Kayserispor,Dorukhan Toköz,dorukhan-tokoz,D. Toköz,M,24,180,156,M,796133,EUR,832636800,M,24,24,False,20.0,15.0,3.0,2.0,0.0,7.0,8.0,8.0,12.0,3.0,,,,,60.0,30.0,6.7,6.0,0.00718509,,1,,0.1,0.02,-0.09,,,,,,2.0,2.0,,1.0,,,2.0,1.0,,,,,1.0,,1.0,0.0776,-0.26,1.0,,,,,,,,,,,,
14109627,home,Kayserispor,Ramazan Civelek,ramazan-civelek,R. Civelek,M,28,172,61,M,781408,EUR,822268800,M,28,28,False,12.0,11.0,1.0,1.0,0.0,3.0,4.0,8.0,8.0,,,,,,69.0,25.0,7.0,2.0,0.137388,,0,,0.33,0.07,-0.03,,,1.0,3.0,,3.0,3.0,,,,5.0,1.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,
14109627,home,Kayserispor,João Mendes,joao-mendes,J. Mendes,M,10,183,226,M,857376,EUR,782697600,M,10,10,False,27.0,23.0,4.0,3.0,0.0,6.0,6.0,17.0,21.0,7.0,,,,,90.0,43.0,6.5,11.0,0.215692,,1,,0.25,0.25,-0.23,,,5.0,1.0,,4.0,2.0,1.0,2.0,,,,,,,,,,,1.0,0.0514,-0.38,2.0,2.0,1.0,3.0,,,,,,,,,
14109627,home,Kayserispor,László Bénes,laszlo-benes,L. Bénes,M,8,181,800,M,354558,EUR,873763200,M,8,8,False,17.0,13.0,2.0,1.0,0.0,4.0,5.0,9.0,12.0,4.0,,,,,69.0,32.0,7.0,13.0,0.203194,,1,,0.37,0.07,-0.15,,,8.0,,,3.0,1.0,1.0,,,2.0,1.0,,1.0,,,,2.0,,,0.0357,0.01,,,2.0,1.0,1.0,1.0,0.1225,,,,,,
14109627,home,Kayserispor,Aaron Opoku,aaron-opoku,A. Opoku,F,17,185,376,M,930136,EUR,922579200,M,30,30,False,6.0,4.0,,,0.0,,,4.0,6.0,1.0,,,,,60.0,18.0,6.5,7.0,0.135627,,0,,0.18,0.03,-0.16,,,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,
