match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_unsuccessfulTouch,captain,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals
10407296,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,168,M,5920,EUR,589248000,G,1,1,False,46.0,39.0,15.0,9.0,35.0,40.0,4.0,6.0,1.0,1.0,1.0,13.0,1.0,2.0,3.0,4.0,90.0,59.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407296,home,KVC Westerlo,Edisson Jordanov,,,edisson-jordanov,E. Jordanov,D,24,172,64,M,129922,EUR,739497600,D,32,32,False,46.0,40.0,7.0,5.0,24.0,26.0,16.0,23.0,5.0,9.0,1.0,3.0,3.0,,,,90.0,71.0,6.5,15.0,0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10407296,home,KVC Westerlo,Rubin Seigers,,,rubin-seigers,R. Seigers,D,4,187,36,M,794983,EUR,884476800,D,23,23,False,72.0,69.0,9.0,8.0,56.0,56.0,13.0,16.0,3.0,1.0,1.0,5.0,,,,,90.0,82.0,6.7,3.0,0,,1.0,,,,7.0,,,,2.0,3.0,,,,,,,,,,,,,,,,,
10407296,home,KVC Westerlo,Pietro Perdichizzi,,,pietro-perdichizzi,P. Perdichizzi,D,2,182,25,M,105720,EUR,724464000,D,2,2,False,67.0,60.0,15.0,10.0,45.0,46.0,15.0,21.0,2.0,2.0,,7.0,2.0,,,,90.0,79.0,7.1,7.0,1,,,,,,2.0,,,,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,
10407296,home,KVC Westerlo,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183,4482,M,997152,EUR,977443200,D,11,11,False,57.0,49.0,2.0,,19.0,19.0,30.0,39.0,3.0,3.0,2.0,8.0,1.0,,,,90.0,77.0,6.9,10.0,1,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,5.0,1.0,,,1.0,,,,,,,,,,,,,
10407296,home,KVC Westerlo,Tuur Dierckx,,,tuur-dierckx,T. Dierckx,F,,171,133,M,190409,EUR,799977600,M,55,55,False,27.0,24.0,2.0,1.0,8.0,9.0,18.0,25.0,4.0,6.0,,4.0,,,,,84.0,49.0,8.4,14.0,0,7.0,,,9.0,5.0,,1.0,1.0,5.0,,1.0,,,,1.0,2.0,2.0,2.0,,,,,,,,,,
10407296,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1196,M,938306,EUR,953251200,M,8,8,False,38.0,34.0,4.0,3.0,19.0,19.0,16.0,20.0,1.0,1.0,,6.0,,,,,90.0,50.0,6.8,8.0,2,1.0,1.0,,1.0,,1.0,,,1.0,,2.0,2.0,,,,1.0,,2.0,,,,,,,,,,
10407296,home,KVC Westerlo,Lukas Van Eenoo,,,lukas-van-eenoo,L. V. Eenoo,M,8,175,45,M,45880,EUR,665798400,M,7,7,False,59.0,55.0,7.0,7.0,27.0,28.0,31.0,36.0,2.0,2.0,1.0,6.0,,,,,90.0,74.0,7.3,9.0,2,5.0,,,1.0,,1.0,2.0,1.0,2.0,,,2.0,,,,3.0,,2.0,True,,,,,,,,,
10407296,home,KVC Westerlo,Jan Bernát,,,jan-bernat,J. Bernát,M,,180,84,M,978184,EUR,979084800,M,10,10,False,22.0,15.0,1.0,,3.0,3.0,12.0,19.0,4.0,3.0,,1.0,1.0,,,,55.0,32.0,7.0,11.0,1,,,1.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,
10407296,home,KVC Westerlo,Dorgeles Nene,Nene Dorgeles,,nene-dorgeles,D. Nene,F,45,174,10332,M,1102788,EUR,1040601600,F,45,45,False,16.0,15.0,,,4.0,4.0,11.0,12.0,2.0,2.0,,,,,,,55.0,28.0,7.4,7.0,3,,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,4.0,,d.nene10,2.0,1.0,1.0,,,,,
