match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_blockedScoringAttempt,stat_wasFouled,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_challengeLost,stat_bigChanceMissed,stat_totalOffside,captain
12765135,home,Víkingur Reykjavík,Ingvar Jónsson,ingvar-jonsson,I. Jónsson,G,1,186.0,26,M,116610,EUR,624672000.0,G,1,1,False,34.0,27.0,12.0,5.0,0.0,26.0,30.0,1.0,4.0,2.0,13.0,1.0,2.0,3.0,1.0,90.0,47.0,7.6,7.0,0.00022116,0,0.7179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765135,home,Víkingur Reykjavík,Davíð Örn Atlason,david-orn-atlason,D. Ö. Atlason,D,24,,7,M,794815,EUR,777168000.0,D,24,24,False,33.0,29.0,4.0,3.0,0.0,21.0,22.0,8.0,13.0,4.0,1.0,,,,,86.0,63.0,7.2,15.0,0.0043051,0,,,,2.0,2.0,4.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12765135,home,Víkingur Reykjavík,Oliver Ekroth,oliver-ekroth,O. Ekroth,D,4,186.0,12,M,809295,EUR,695692800.0,D,4,4,False,43.0,39.0,6.0,3.0,0.0,32.0,34.0,7.0,9.0,5.0,1.0,,,,,90.0,54.0,7.1,5.0,0.0092782,1,,,,,1.0,2.0,1.0,,1.0,,,2.0,,1.0,1.0,1.0,0.0602,,,,,,,,,,,,,,
12765135,home,Víkingur Reykjavík,Gunnar Vatnhamar,gunnar-vatnhamar,G. Vatnhamar,D,6,188.0,49,M,238848,EUR,796435200.0,D,6,6,False,66.0,58.0,8.0,5.0,0.0,39.0,41.0,19.0,25.0,6.0,3.0,,,,,90.0,81.0,7.3,9.0,0.00995765,1,,,,,1.0,2.0,3.0,1.0,,1.0,1.0,,,,,,0.0503,1.0,1.0,1.0,,,,,,,,,,,
12765135,home,Víkingur Reykjavík,Karl Friðleifur Gunnarsson,karl-fridleifur-gunnarsson,K. F. Gunnarsson,D,22,186.0,41,M,907515,EUR,994377600.0,D,22,22,False,28.0,21.0,1.0,,1.0,13.0,15.0,9.0,15.0,8.0,2.0,,,,,71.0,65.0,8.6,15.0,0.0545476,1,,,,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,3.0,0.3657,,,1.0,1.0,1.0,1.0,0.9125,,,,,,,
12765135,home,Víkingur Reykjavík,Erlingur Agnarsson,erlingur-agnarsson,E. Agnarsson,M,7,,21,M,858263,EUR,889056000.0,M,7,7,False,20.0,17.0,1.0,1.0,0.0,4.0,4.0,13.0,19.0,,2.0,,,,,86.0,36.0,6.8,10.0,0.0270253,0,,,,3.0,1.0,3.0,6.0,3.0,1.0,3.0,,1.0,,,,2.0,,,,,,,,,1.0,2.0,,,,,
12765135,home,Víkingur Reykjavík,Viktor Örlygur Andrason,viktor-orlygur-andrason,V. Ö. Andrason,M,8,178.0,14,M,858261,EUR,949708800.0,M,8,8,False,52.0,39.0,10.0,3.0,0.0,25.0,30.0,14.0,23.0,1.0,7.0,,,,,90.0,70.0,7.1,19.0,0.00887747,0,,,,1.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,,,3.0,,,,,,,,,,,1.0,,,,
12765135,home,Víkingur Reykjavík,Gisli Thordarson,gisli-gottskalk-thordarson,G. Thordarson,M,23,191.0,275,M,1388767,EUR,1094947200.0,M,11,11,False,41.0,38.0,,,0.0,23.0,24.0,16.0,19.0,,3.0,,,,,90.0,65.0,7.3,10.0,0.114124,4,,Gisli Gottskalk,Thordarson,2.0,1.0,7.0,6.0,4.0,,3.0,3.0,4.0,1.0,1.0,,4.0,0.2222,,1.0,,1.0,2.0,,0.1346,,2.0,,1.0,1.0,2.0,
12765135,home,Víkingur Reykjavík,Danijel Dejan Djuric,danijel-dejan-djuric,D. D. Djuric,M,22,174.0,175,M,983500,EUR,1041724800.0,M,19,19,False,41.0,38.0,2.0,1.0,0.0,18.0,18.0,20.0,23.0,,9.0,,,,,90.0,62.0,7.2,14.0,0.215207,0,,,,,,7.0,2.0,4.0,,2.0,2.0,1.0,4.0,,1.0,7.0,,1.0,,,,,,,,,1.0,1.0,,,
12765135,home,Víkingur Reykjavík,Aron Elís Þrándarson,aron-elis-thrandarson,A. E. Þrándarson,M,21,186.0,32,M,135629,EUR,784425600.0,F,21,21,False,23.0,17.0,1.0,1.0,0.0,8.0,9.0,9.0,14.0,1.0,1.0,,,,,86.0,38.0,7.3,9.0,0.00720868,1,,,,,1.0,5.0,9.0,3.0,,2.0,1.0,1.0,,,,,0.1524,1.0,,3.0,,1.0,,0.3054,1.0,3.0,,2.0,,,
