match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_blockedScoringAttempt,stat_goalAssist,stat_totalOffside
11067378,home,Cruzeiro,Rafael Cabral,rafael-cabral,Rafael Cabral,G,1,186,340,M,124980,EUR,643161600,G,1,1,False,True,24.0,21.0,6.0,3.0,19.0,19.0,2.0,5.0,1.0,8.0,5.0,6.0,1.0,90.0,35.0,7.5,3.0,0.0,0.0,0.00144729,0,0.3271,,,,,,,,,,,,,,,,,,,,,,,,,,
11067378,home,Cruzeiro,William,william,William,D,12,176,2476,M,604274,EUR,796867200,D,12,12,False,,64.0,52.0,8.0,4.0,22.0,29.0,32.0,39.0,2.0,8.0,,,,90.0,90.0,6.9,21.0,0.064,0.0,0.192829,2,,,,4.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,,,,,,,,,,,
11067378,home,Cruzeiro,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,27,27,False,,51.0,45.0,5.0,2.0,33.0,36.0,12.0,15.0,6.0,5.0,,,,90.0,65.0,6.9,7.0,0.0,0.0,0.00882829,0,,,,,,3.0,7.0,5.0,,3.0,,,,,1.0,,6.0,2.0,1.0,3.0,1.0,,,,,,
11067378,home,Cruzeiro,Luciano Castan,luciano-castan,Luciano Castan,D,4,187,212,M,845110,EUR,621648000,D,4,4,False,,65.0,58.0,4.0,2.0,46.0,49.0,12.0,16.0,5.0,2.0,,,,90.0,72.0,7.5,7.0,0.0408,0.2268,0.0178838,1,,,,,,3.0,2.0,3.0,,,,,,,,,2.0,,1.0,,,1.0,1.0,,,,
11067378,home,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,3,3,False,,45.0,30.0,5.0,1.0,13.0,18.0,18.0,31.0,1.0,6.0,,,,84.0,75.0,7.0,19.0,0.0166,0.0,0.0946261,2,,,,4.0,1.0,,5.0,4.0,1.0,2.0,1.0,1.0,,,2.0,2.0,1.0,2.0,1.0,4.0,1.0,,,1.0,1.0,,
11067378,home,Cruzeiro,Matheus Jussa,matheus-jussa,Matheus Jussa,M,22,183,183,M,794849,EUR,827452800,M,18,18,False,,41.0,37.0,3.0,1.0,19.0,19.0,18.0,23.0,,5.0,,,,84.0,49.0,6.7,7.0,0.0937,0.0,0.0258109,2,,,,1.0,,,3.0,2.0,,1.0,1.0,1.0,,2.0,1.0,1.0,3.0,1.0,,,,,,,1.0,,
11067378,home,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182,2401,M,245159,EUR,729820800,M,16,16,False,,69.0,59.0,7.0,6.0,23.0,26.0,37.0,47.0,,8.0,,,,90.0,92.0,7.7,16.0,0.1655,0.0,0.104795,3,,,,4.0,1.0,2.0,2.0,5.0,,1.0,1.0,2.0,1.0,2.0,1.0,5.0,,1.0,,1.0,,,,1.0,2.0,,
11067378,home,Cruzeiro,Wesley Ribeiro,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,M,11,11,False,,23.0,21.0,,,5.0,5.0,16.0,23.0,,5.0,,,,71.0,39.0,6.9,9.0,0.0334,0.0,0.0606906,1,,,,5.0,,,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,2.0,,,2.0,,2.0,2.0,,,,,,
11067378,home,Cruzeiro,Mateus Vital,mateus-vital,Mateus Vital,M,10,175,769,M,823653,EUR,887241600,M,7,7,False,,44.0,39.0,2.0,2.0,12.0,15.0,27.0,30.0,,4.0,,,,59.0,58.0,7.1,9.0,0.0925,0.0798,0.0398462,2,,,,1.0,,1.0,4.0,7.0,,4.0,,3.0,3.0,,1.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,,
11067378,home,Cruzeiro,Arthur Gomes,arthur-gomes,Arthur Gomes,M,11,175,667,M,822524,EUR,899424000,M,19,19,False,,32.0,28.0,1.0,1.0,9.0,9.0,19.0,24.0,,2.0,,,,90.0,50.0,6.7,9.0,0.04,0.0,0.031218,3,,,,1.0,,,6.0,6.0,,4.0,,2.0,1.0,1.0,2.0,,2.0,2.0,,1.0,2.0,,,,3.0,,
11067378,home,Cruzeiro,Nikão,nikao,Nikão,M,11,174,442,M,139300,EUR,712368000,F,10,10,False,,24.0,16.0,2.0,1.0,4.0,5.0,14.0,23.0,,4.0,,,,84.0,36.0,7.1,12.0,0.0176,0.0,0.225624,1,,,,4.0,2.0,,2.0,2.0,,1.0,1.0,,,1.0,,3.0,1.0,,,,2.0,,,,,1.0,
11067378,home,Cruzeiro,Bruno Rodrigues,bruno-rodrigues,B. Rodrigues,F,11,177,3335,M,817650,EUR,857692800,F,9,9,True,,10.0,9.0,,,2.0,2.0,7.0,10.0,,1.0,,,,31.0,16.0,6.8,6.0,0.0,0.0,0.00933614,0,,,,2.0,,,2.0,1.0,,1.0,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0
11067378,home,Cruzeiro,Filipe Machado,filipe-machado,Filipe Machado,M,8,174,336,M,844601,EUR,822096000,M,23,23,True,,18.0,17.0,1.0,1.0,9.0,9.0,8.0,9.0,,1.0,,,,19.0,19.0,6.7,1.0,0.0,0.0,0.0121312,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0
11067378,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,1112484,EUR,1047081600,D,14,14,True,,6.0,4.0,,,3.0,3.0,1.0,3.0,,1.0,,,,14.0,10.0,6.5,3.0,0.0,0.0,0.00076466,0,,Kaiki,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,
11067378,home,Cruzeiro,Paulo Vitor,paulo-vitor,P. Vitor,M,7,170,121,M,881153,EUR,930182400,M,30,30,True,,2.0,2.0,,,2.0,2.0,,1.0,,,,,,14.0,7.0,6.6,2.0,0.0,0.0,0.0001006,0,,,,1.0,,,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,
11067378,home,Cruzeiro,Fernando Henrique,fernando-henrique,F. Henrique,M,30,182,169,M,1067634,EUR,991353600,M,15,15,True,,7.0,6.0,,,1.0,1.0,5.0,6.0,,,,,,10.0,8.0,6.3,1.0,0.0,0.0,0.00346799,0,,Fernando Henrique,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,
11067378,home,Cruzeiro,Anderson,anderson,Anderson,G,12,190,353,M,942061,EUR,889056000,G,98,98,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
