match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_dispossessed,stat_interceptionWon,captain,stat_aerialWon,stat_clearanceOffLine,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_lastManTackle,stat_penaltyWon,stat_totalOffside,stat_ownGoals,stat_bigChanceCreated,player_sofascoreId,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal,stat_hitWoodwork,stat_blockedScoringAttempt,stat_bigChanceMissed
11452975,home,Al-Fateh,Jacob Rinne,,,jacob-rinne,J. Rinne,G,35,188.0,92,M,289025,EUR,740534400,G,1,1,False,19.0,10.0,15.0,6.0,0.0,8.0,11.0,2.0,8.0,1.0,15.0,4.0,8.0,1.0,90.0,37.0,8.2,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Saeed Baattia,Saeed Baattia,,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200,D,12,12,False,19.0,14.0,2.0,1.0,0.0,6.0,10.0,8.0,10.0,,5.0,,,,64.0,40.0,6.4,12.0,0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Qasim Lajami,,,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,False,29.0,24.0,6.0,3.0,0.0,19.0,21.0,5.0,8.0,5.0,4.0,,,,90.0,41.0,6.6,8.0,0,,2.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400,D,17,17,False,33.0,26.0,7.0,5.0,0.0,12.0,16.0,14.0,17.0,9.0,2.0,,,,90.0,47.0,7.4,7.0,0,,,2.0,,,2.0,1.0,1.0,,1.0,,,,1.0,True,1.0,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Fahd Mohammed Al-Harbi,,,fahd-mohammed-al-harbi,F. M. Al-Harbi,D,12,182.0,14,M,974013,EUR,856828800,D,5,5,False,20.0,16.0,3.0,1.0,0.0,11.0,13.0,5.0,7.0,2.0,3.0,,,,90.0,29.0,7.4,4.0,0,,,4.0,,,1.0,3.0,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Tawfiq Buhumaid,,,tawfiq-buhumaid,T. Buhumaid,D,25,179.0,6,M,871425,EUR,562464000,D,25,25,False,21.0,16.0,,,0.0,6.0,8.0,11.0,16.0,4.0,5.0,,,,72.0,42.0,6.7,8.0,1,3.0,4.0,2.0,,,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800,M,11,11,False,24.0,19.0,1.0,1.0,0.0,4.0,5.0,15.0,24.0,1.0,7.0,,,,90.0,62.0,8.9,22.0,6,5.0,16.0,13.0,2.0,10.0,,1.0,1.0,1.0,8.0,3.0,,3.0,,,2.0,,,3.0,,2.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,
11452975,home,Al-Fateh,Abbas Sadiq Alhassan,Abbas Sadiq Alhassan,,abbas-sadiq-alhassan,A. S. Alhassan,M,6,174.0,52,M,1096520,EUR,1079222400,M,66,66,False,20.0,16.0,,,0.0,7.0,10.0,9.0,10.0,,5.0,,,,63.0,29.0,6.3,7.0,0,,6.0,2.0,2.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,
11452975,home,Al-Fateh,Mohammed Petros,,,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,6,6,False,29.0,28.0,3.0,3.0,0.0,16.0,16.0,12.0,13.0,3.0,5.0,,,,90.0,39.0,6.0,3.0,0,,12.0,3.0,6.0,,,2.0,,1.0,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Lucas Zelarayán,Lucas,Zelarayán,lucas-zelarayan,L. Zelarayán,M,10,172.0,1289,M,249061,EUR,708998400,M,10,10,False,30.0,21.0,1.0,,0.0,5.0,7.0,19.0,28.0,,6.0,,,,90.0,50.0,7.0,19.0,1,5.0,7.0,4.0,,4.0,,1.0,,1.0,3.0,,1.0,2.0,,,,,3.0,,2.0,,1.0,1.0,,,,,,,,,,,,
11452975,home,Al-Fateh,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181.0,1082,M,893307,EUR,958262400,F,9,9,False,14.0,7.0,1.0,,1.0,3.0,4.0,4.0,10.0,,2.0,,,,89.0,25.0,8.0,12.0,1,,3.0,4.0,,2.0,,2.0,1.0,4.0,,,2.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,
11452975,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400,F,28,28,True,11.0,9.0,1.0,1.0,0.0,5.0,5.0,4.0,6.0,2.0,2.0,,,,27.0,16.0,7.4,2.0,1,,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,
11452975,home,Al-Fateh,Ali Alzubaidi,,,ali-alzubaidi,A. Alzubaidi,D,2,177.0,7,M,160903,EUR,726105600,D,2,2,True,10.0,10.0,,,0.0,2.0,2.0,8.0,8.0,1.0,,,,,26.0,13.0,6.6,2.0,0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Abdullah Al Yousif,,,abdullah-al-yousif,A. A. Yousif,D,13,175.0,9,M,892897,EUR,878083200,D,23,23,True,10.0,8.0,3.0,2.0,0.0,2.0,3.0,6.0,7.0,2.0,,,,,18.0,14.0,6.7,3.0,0,,3.0,1.0,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200,M,14,14,True,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,,2.0,,,,9.0,5.0,6.4,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Mustafa Malaika,,,mustafa-malaika,M. Malaika,G,1,184.0,41,M,818855,EUR,516931200,G,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Mohammed Al Saeed,,,mohammed-al-saeed,M. A. Saeed,D,81,172.0,23,M,870365,EUR,847929600,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Ziyad Aljari,Ziyad Aljari,,ziyad-aljari,Z. Aljari,D,4,182.0,17,M,1049202,EUR,1005782400,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Hassan Al Salis,Hassan Al Salis,,hassan-al-salis,H. A. Salis,M,9,181.0,9,M,1066589,EUR,962755200,F,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452975,home,Al-Fateh,Ali Al Masoud,Ali Al Masoud,,ali-al-masoud,A. A. Masoud,F,29,,6,M,1170500,EUR,1073088000,F,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
