match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bigChanceMissed,stat_totalClearance,stat_wonTackle,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_hitWoodwork,stat_keyPass,stat_accurateCross,captain,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock
13455809,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11780,M,stefan.ortega1,125274,EUR,721008000,G,18,18,False,19.0,18.0,3.0,2.0,0.0,17.0,18.0,1.0,1.0,4.0,1.0,1.0,90.0,21.0,6.3,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13455809,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17470,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,False,48.0,43.0,2.0,1.0,0.0,17.0,18.0,26.0,31.0,4.0,,,90.0,65.0,6.8,7.0,2,Rico Lewis,,1.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
13455809,home,Manchester City,Vitor Reis,reis-vitor,V. Reis,D,12,186,12928,M,vitorreiss_06,1485300,EUR,1137024000,D,22,22,False,93.0,87.0,1.0,,0.0,38.0,42.0,49.0,51.0,2.0,,,90.0,109.0,7.3,7.0,2,,,,4.0,9.0,5.0,11.0,2.0,,,1.0,1.0,1.0,1.0,1.0,9.0,1.0,,,,,,,,,,,,,,,
13455809,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21204,M,nathanake,149663,EUR,793065600,D,6,6,False,54.0,51.0,3.0,3.0,0.0,19.0,19.0,32.0,35.0,2.0,,,45.0,60.0,7.2,3.0,1,,,,,4.0,,4.0,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,
13455809,home,Manchester City,Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,193,16113,M,,1142703,EUR,1111363200,D,75,75,False,73.0,65.0,5.0,1.0,0.0,24.0,27.0,41.0,49.0,2.0,,,90.0,90.0,8.6,12.0,2,Nico,O’Reilly,3.0,3.0,1.0,5.0,1.0,,,,,,,,,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,
13455809,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,50691,M,IGunny,45853,EUR,656726400,M,19,19,False,59.0,53.0,4.0,2.0,0.0,18.0,19.0,35.0,40.0,4.0,,,90.0,73.0,7.9,7.0,3,,,,3.0,1.0,6.0,4.0,2.0,,2.0,,,,1.0,1.0,3.0,,1.0,3.0,1.0,,1.0,3.0,2.0,1.0,3.0,,,,,,
13455809,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62462,M,BSilva,331209,EUR,776476800,M,20,20,False,49.0,39.0,5.0,,0.0,8.0,11.0,35.0,45.0,5.0,,,90.0,81.0,6.7,21.0,2,,,7.0,1.0,1.0,10.0,8.0,,1.0,2.0,3.0,1.0,,1.0,2.0,2.0,1.0,1.0,9.0,1.0,,2.0,4.0,1.0,,4.0,4.0,,,,,
13455809,home,Manchester City,James McAtee,james-mcatee,J. McAtee,M,24,180,10486,M,jamesmcatee_,1003334,EUR,1034899200,M,87,87,False,25.0,21.0,1.0,,0.0,5.0,5.0,17.0,22.0,3.0,,,59.0,35.0,6.7,9.0,2,,,2.0,,1.0,2.0,2.0,1.0,1.0,,,2.0,1.0,,,,,,1.0,,,1.0,,,,2.0,1.0,,,,,
13455809,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,315719,M,KDB,70996,EUR,678067200,M,17,17,False,70.0,56.0,2.0,2.0,1.0,7.0,7.0,53.0,73.0,2.0,,,90.0,104.0,9.5,24.0,6,,,10.0,4.0,1.0,5.0,3.0,,3.0,1.0,,3.0,,,,2.0,,,3.0,3.0,1.0,,2.0,1.0,,2.0,4.0,True,1.0,,,
13455809,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,57959,M,JGrealish,189061,EUR,810691200,M,10,10,False,73.0,65.0,3.0,1.0,0.0,11.0,11.0,54.0,65.0,5.0,,,90.0,98.0,8.2,19.0,2,,,3.0,1.0,,6.0,10.0,,2.0,,2.0,2.0,2.0,,,,1.0,,9.0,,,2.0,6.0,1.0,,5.0,,,,,,
13455809,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,173851,M,Foden,859765,EUR,959472000,F,47,47,False,26.0,26.0,2.0,2.0,1.0,3.0,3.0,27.0,31.0,1.0,,,83.0,45.0,8.0,9.0,3,,,8.0,1.0,,5.0,,2.0,1.0,,,1.0,,,,1.0,,,4.0,,,,,3.0,,6.0,4.0,,,,,
13455809,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40381,M,RúbenD,318941,EUR,863568000,D,3,3,True,76.0,75.0,4.0,3.0,0.0,40.0,40.0,35.0,36.0,3.0,,,45.0,79.0,7.1,1.0,1,,,,,2.0,1.0,2.0,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,
13455809,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,849024,M,EHaaland,839956,EUR,964137600,F,9,9,True,5.0,5.0,,,1.0,2.0,2.0,3.0,3.0,,,,31.0,9.0,6.1,,3,,,,1.0,,1.0,,1.0,,,,,,,3.0,,,,,2.0,,,,1.0,,1.0,,,,,,
13455809,home,Manchester City,Nico González,nico-gonzalez,N. González,M,14,186,19848,M,nico14,954056,EUR,1010016000,M,14,14,True,9.0,6.0,1.0,,0.0,2.0,2.0,4.0,7.0,,,,13.0,11.0,6.5,4.0,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13455809,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48446,M,Ederson93,254491,EUR,745545600,G,31,31,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13455809,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50024,M,JGvardiol,964994,EUR,1011744000,D,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13455809,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,M,27,27,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13455809,home,Manchester City,Savinho,savio,Savinho,M,26,176,52195,M,Savinho,1046795,EUR,1081555200,F,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13455809,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,71179,M,Dokss,934386,EUR,1022457600,F,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13455809,home,Manchester City,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196101,M,OMarmoush,873554,EUR,918345600,F,7,7,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13455809,away,Plymouth Argyle,Conor Hazard,conor-hazard,C. Hazard,G,1,198,175,M,,843788,EUR,889056000,G,21,21,False,42.0,21.0,40.0,20.0,0.0,6.0,7.0,15.0,35.0,5.0,1.0,1.0,90.0,51.0,8.0,21.0,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5.0,6.0,
13455809,away,Plymouth Argyle,Matthew Sorinola,matthew-sorinola,M. Sorinola,M,29,173,81,M,,908798,EUR,982540800,D,29,29,False,22.0,13.0,3.0,,1.0,10.0,14.0,4.0,10.0,7.0,,,80.0,43.0,7.0,13.0,0,,,2.0,,1.0,2.0,4.0,,,1.0,3.0,2.0,,,,3.0,2.0,1.0,,,,1.0,,,,1.0,1.0,,,,,2.0
13455809,away,Plymouth Argyle,Maksym Talovierov,maksym-talovierov,M. Talovierov,D,40,195,1198,M,,990355,EUR,962150400,D,40,40,False,25.0,24.0,2.0,2.0,0.0,21.0,22.0,3.0,3.0,4.0,,,90.0,46.0,7.7,2.0,1,,,,,1.0,2.0,6.0,,,1.0,5.0,,,2.0,,6.0,4.0,,,1.0,1.0,,,,,,,,,,,1.0
13455809,away,Plymouth Argyle,Nikola Katić,nikola-katic,N. Katić,D,25,194,1386,M,,831488,EUR,844905600,D,25,25,False,25.0,18.0,3.0,,0.0,17.0,21.0,1.0,4.0,2.0,,,90.0,41.0,6.9,8.0,0,,,,3.0,1.0,3.0,2.0,,,,1.0,1.0,,,,6.0,1.0,,,,,,,,,,,True,,,,5.0
13455809,away,Plymouth Argyle,Julio Pleguezuelo,julio-pleguezuelo,J. Pleguezuelo,D,5,180,108,M,,788238,EUR,854236800,D,5,5,False,30.0,22.0,6.0,4.0,0.0,13.0,15.0,9.0,15.0,1.0,,,90.0,56.0,6.9,13.0,0,,,,1.0,1.0,3.0,4.0,,,1.0,2.0,,2.0,,,9.0,2.0,2.0,,,,,,,,,,,,,,1.0
13455809,away,Plymouth Argyle,Nathanael Ogbeta,nathanael-ogbeta,N. Ogbeta,D,14,179,91,M,,970360,EUR,988416000,D,3,3,False,15.0,13.0,,,0.0,4.0,6.0,9.0,10.0,,,,71.0,31.0,6.3,5.0,0,,,1.0,2.0,,8.0,3.0,,,1.0,3.0,,,1.0,,2.0,2.0,3.0,,,,2.0,,,,,,,1.0,,,
13455809,away,Plymouth Argyle,Callum Wright,callum-wright,C. Wright,M,8,182,80,M,,970398,EUR,957225600,M,11,11,False,17.0,13.0,,,0.0,7.0,9.0,7.0,10.0,,,,90.0,27.0,6.3,7.0,0,,,2.0,2.0,4.0,7.0,6.0,,,1.0,1.0,1.0,,1.0,,2.0,,3.0,2.0,,,,1.0,,,,1.0,,,,,
13455809,away,Plymouth Argyle,Malachi Boateng,malachi-boateng,M. Boateng,M,19,182,122,M,,1020669,EUR,1025827200,M,19,19,False,17.0,13.0,1.0,,0.0,9.0,9.0,4.0,8.0,1.0,,,90.0,29.0,6.5,7.0,0,,,,1.0,3.0,3.0,4.0,,,,1.0,2.0,,,,3.0,1.0,2.0,,,,,,,,,,,,,,1.0
