match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalClearance,stat_shotOffTarget,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,player_firstName,player_lastName,stat_wonTackle,stat_totalOffside,stat_punches,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_goals
10385755,home,Bournemouth,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,13,13,False,19.0,15.0,10.0,6.0,12.0,13.0,3.0,6.0,8.0,1.0,2.0,2.0,90.0,26.0,6.6,4.0,0.0,0.0,0.0023661,0,0.1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385755,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,70.0,64.0,7.0,3.0,34.0,37.0,32.0,36.0,8.0,,,,90.0,83.0,7.0,7.0,0.0,0.0,0.168391,0,,True,3.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10385755,home,Bournemouth,Chris Mepham,chris-mepham,C. Mepham,D,2,191,391,M,,865740,EUR,878688000,D,6,6,False,59.0,51.0,8.0,4.0,34.0,38.0,17.0,21.0,6.0,,,,90.0,70.0,6.9,8.0,0.0,0.0,0.026032,0,,,,,,2.0,1.0,5.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10385755,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,25,25,False,68.0,58.0,10.0,6.0,36.0,40.0,22.0,28.0,4.0,,,,77.0,85.0,7.1,14.0,0.1354,0.0,0.0323458,1,,,,,1.0,1.0,1.0,4.0,,2.0,2.0,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,
10385755,home,Bournemouth,Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,178,1762,M,,895576,EUR,922060800,M,16,16,False,38.0,32.0,2.0,2.0,19.0,20.0,15.0,27.0,3.0,,,,90.0,70.0,6.9,20.0,0.2088,0.3793,0.0534259,4,,,9.0,2.0,1.0,,8.0,6.0,,,1.0,4.0,1.0,,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,,,,,,,,,,
10385755,home,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,,548188,EUR,854928000,M,4,4,False,57.0,45.0,6.0,5.0,16.0,20.0,32.0,41.0,11.0,,,,90.0,68.0,7.3,15.0,0.0788,0.0,0.570074,1,,,4.0,3.0,1.0,,3.0,,,1.0,,,,5.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10385755,home,Bournemouth,Jefferson Lerma,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,61.0,48.0,9.0,2.0,18.0,21.0,30.0,40.0,11.0,,,,90.0,77.0,6.2,18.0,0.0323,0.0,0.050377,1,,,,,,5.0,5.0,6.0,,1.0,1.0,,1.0,,1.0,3.0,1.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,
10385755,home,Bournemouth,Ryan Fredericks,ryan-fredericks,R. Fredericks,D,,173,116,M,,106920,EUR,718675200,M,2,2,False,50.0,39.0,2.0,2.0,17.0,21.0,23.0,33.0,3.0,,,,83.0,67.0,6.9,16.0,0.0,0.0,0.254278,0,,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,
10385755,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,,322391,EUR,793411200,F,10,10,False,24.0,21.0,,,5.0,6.0,16.0,18.0,5.0,,,,62.0,39.0,6.9,9.0,0.1004,0.0,0.0369563,2,,,,,,1.0,4.0,4.0,,1.0,1.0,1.0,,2.0,,,,1.0,3.0,2.0,1.0,,2.0,,,,1.0,,,,,,
10385755,home,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,,548660,EUR,834451200,F,29,29,False,37.0,24.0,4.0,1.0,12.0,14.0,12.0,23.0,5.0,,,,83.0,55.0,6.9,20.0,0.0763,0.0372,0.0341455,2,,,,,1.0,3.0,6.0,8.0,,,4.0,,1.0,,,2.0,,3.0,3.0,2.0,1.0,1.0,1.0,,,,3.0,2.0,,,,,
