match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,captain,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,player_firstName,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_shotOffTarget,stat_penaltyConceded,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_challengeLost,stat_bigChanceCreated,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_lastName,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_outfielderBlock,stat_penaltyWon,stat_errorLeadToAShot
14566720,home,Arsenal,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188.0,26081,M,KepaA,232422,EUR,781142400,G,13,13,False,15.0,13.0,3.0,1.0,0.0,13.0,13.0,2.0,4.0,1.0,1.0,1.0,90.0,15.0,6.3,2.0,0.00020655,22.248,4.90719,0.0,20.84098733389,2.0,18.219865575575,0,-0.1984,0.04,0.02,-0.2,3.43,1.36,0.09,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566720,home,Arsenal,Ben White,benjamin-white,B. White,D,4,186.0,13872,M,benwhite,846036,EUR,876268800,D,4,4,False,54.0,48.0,4.0,2.0,1.0,13.0,14.0,40.0,6.0,,,,90.0,69.0,7.7,8.0,0.741627,30.348,10.88251,8.0,126.82634384195,14.0,50.22195202458,0,,0.85,0.14,-0.34,2.83,5.52,1.7,0.67,0.16,True,35.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,23.787479680159,27.5220994112,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566720,home,Arsenal,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191.0,15886,M,,1144630,EUR,1088294400,D,3,3,False,79.0,77.0,1.0,1.0,0.0,21.0,21.0,58.0,6.0,,,,90.0,88.0,7.2,2.0,0.0665542,30.06,9.7612,5.0,300.01032612882,35.0,215.87704661545,0,,0.37,0.3,-0.31,3.01,5.03,1.27,0.35,0.1,,56.0,1.0,3.0,2.0,6.0,,,5.0,1.0,,1.0,,,,,,Cristhian Mosquera,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14566720,home,Arsenal,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188.0,24446,M,richycala,957602,EUR,1021766400,D,33,33,False,38.0,36.0,1.0,,0.0,9.0,9.0,29.0,4.0,,,,45.0,46.0,5.9,3.0,0.0123179,28.008,4.71787,2.0,205.40095821694,22.0,154.85010404717,1,,0.01,0.29,-0.54,1.51,2.33,0.61,0.22,0.04,,27.0,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,18.279302970752,18.311541961288,1.0,,,,,,1.0,1.0,0.0111,-0.03,,,,,,,,,,,,,,,,,,,,
14566720,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178.0,16221,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,False,69.0,65.0,3.0,3.0,0.0,15.0,15.0,54.0,2.0,,,,90.0,83.0,7.4,7.0,0.668437,30.636,9.42654,8.0,219.50573101207,28.0,151.97677194315,1,,0.8,0.33,-0.38,3.18,4.46,1.15,0.49,0.16,,50.0,1.0,2.0,6.0,3.0,,,2.0,,,4.0,,27.330425996829,55.409957366817,2.0,2.0,Myles Lewis-Skelly,1.0,1.0,,1.0,,0.0382,-0.19,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14566720,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193.0,67509,M,KaiHav,836705,EUR,929059200,M,29,29,False,23.0,15.0,2.0,,1.0,2.0,3.0,20.0,1.0,,,,45.0,32.0,8.6,11.0,0.85813,31.248,5.34329,4.0,89.334960130345,8.0,66.475118158129,1,,0.55,0.43,-0.07,1.37,2.82,0.8,0.25,0.11,,13.0,1.0,1.0,5.0,3.0,1.0,1.0,,,1.0,2.0,,35.468516245402,59.521815446666,3.0,4.0,,1.0,,,,,0.0997,0.51,,,3.0,2.0,1.0,1.0,0.2025,,,,,,,,,,,,,
14566720,home,Arsenal,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185.0,9724,M,,135256,EUR,763257600,M,16,16,False,76.0,69.0,1.0,,0.0,22.0,23.0,53.0,6.0,,,,89.0,90.0,7.7,9.0,0.382196,29.016,10.57239,3.0,147.48180906178,22.0,54.634140614066,1,,0.44,0.3,-0.03,2.62,6.14,1.46,0.31,0.05,,47.0,,2.0,2.0,8.0,,,1.0,,,1.0,,,,,1.0,,2.0,1.0,4.0,1.0,,0.0718,-0.04,,,1.0,1.0,,,,,,,,,,,,,,,,
14566720,home,Arsenal,Eberechi Eze,eberechi-eze,E. Eze,F,10,178.0,55955,M,eze,864921,EUR,899078400,M,10,10,False,60.0,52.0,1.0,,0.0,13.0,14.0,46.0,12.0,,,,90.0,77.0,7.3,15.0,0.310525,29.088,10.62218,5.0,250.55335393103,27.0,91.238070686376,2,,0.58,0.38,-0.12,2.96,5.47,1.49,0.62,0.08,,39.0,2.0,1.0,4.0,5.0,4.0,3.0,,,1.0,,,15.721250194979,56.111168352819,4.0,6.0,,1.0,1.0,,1.0,,0.0561,-0.18,4.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,
14566720,home,Arsenal,Noni Madueke,noni-madueke,N. Madueke,M,20,182.0,40319,M,nonzinoo10,966547,EUR,1015718400,F,20,20,False,42.0,32.0,2.0,,0.0,3.0,4.0,38.0,2.0,,,,90.0,74.0,7.5,24.0,0.596745,32.976,9.56365,12.0,221.0691332046,25.0,159.6374834917,5,,0.38,0.51,-0.13,3.36,4.28,1.11,0.55,0.26,,29.0,,2.0,7.0,12.0,12.0,8.0,,1.0,6.0,1.0,,13.682538507872,88.327393939538,7.0,,,,,2.0,1.0,,0.1962,-0.52,5.0,2.0,,,2.0,,0.078,,2.0,1.0,,,,,,,,,,
14566720,home,Arsenal,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187.0,197644,M,VGyökeres,804508,EUR,896918400,F,14,14,False,10.0,8.0,,,1.0,1.0,1.0,9.0,2.0,,,,77.0,27.0,6.6,9.0,0.0993871,33.192,8.13864,13.0,43.457330326224,7.0,7.5411762895837,5,,0.08,0.31,-0.01,2.74,3.74,0.91,0.51,0.24,,7.0,2.0,1.0,7.0,4.0,5.0,2.0,,,3.0,1.0,,10.578595782784,18.649539884059,2.0,3.0,,,,1.0,2.0,,1.8345,-0.57,,,1.0,1.0,3.0,1.0,0.4875,,,,4.0,,,,,,,,,
