match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_blockedScoringAttempt,stat_interceptionWon,player_sofascoreId,stat_challengeLost,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
10406680,home,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188,1350,M,599114,EUR,802569600,G,1,1,False,23.0,20.0,6.0,3.0,19.0,21.0,1.0,2.0,1.0,9.0,1.0,1.0,90.0,30.0,6.9,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406680,home,Royal Antwerp FC,Ritchie De Laet,ritchie-de-laet,R. De Laet,D,,186,92,M,30420,EUR,596678400,D,2,2,False,55.0,42.0,2.0,1.0,14.0,17.0,28.0,39.0,1.0,6.0,,,90.0,81.0,7.7,19.0,1,,,1.0,1.0,1.0,2.0,6.0,9.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,
10406680,home,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186,1445,M,44575,EUR,604800000,D,23,23,False,97.0,91.0,9.0,6.0,50.0,50.0,41.0,47.0,2.0,8.0,,,90.0,107.0,7.4,6.0,3,,,,,1.0,4.0,2.0,5.0,,,2.0,,1.0,1.0,,,1.0,,True,1.0,1.0,,,,,,,,,,,,,
10406680,home,Royal Antwerp FC,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,51,51,False,94.0,90.0,5.0,3.0,55.0,57.0,35.0,37.0,3.0,7.0,,,90.0,102.0,7.2,4.0,0,,,,,,2.0,3.0,6.0,,,,,4.0,3.0,,,,,,,1.0,pachowilliam,3.0,,,,,,,,,,,
10406680,home,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175,224,M,889387,EUR,927158400,D,34,34,False,34.0,34.0,1.0,1.0,12.0,12.0,22.0,23.0,1.0,2.0,,,45.0,42.0,6.7,2.0,0,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10406680,home,Royal Antwerp FC,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4699,M,1149127,EUR,1107734400,M,48,48,False,65.0,53.0,3.0,1.0,20.0,23.0,33.0,44.0,,7.0,,,90.0,79.0,7.6,16.0,1,Arthur Vermeeren,,,2.0,1.0,,2.0,6.0,1.0,1.0,,1.0,5.0,4.0,1.0,,1.0,3.0,,1.0,,arthurvermeeren,,,,,,,,,,,,
10406680,home,Royal Antwerp FC,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1195,M,904887,EUR,954892800,M,24,24,False,30.0,23.0,3.0,3.0,7.0,10.0,17.0,23.0,,1.0,,,67.0,44.0,8.1,12.0,3,,,,3.0,2.0,2.0,3.0,3.0,,,1.0,1.0,,,1.0,1.0,,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,
10406680,home,Royal Antwerp FC,Mandela Keita,mandela-keita,M. Keita,M,16,180,1237,M,1110136,EUR,1020988800,M,27,27,False,70.0,62.0,4.0,3.0,27.0,27.0,35.0,43.0,,10.0,,,90.0,84.0,6.2,13.0,1,Mandela Keita,,,,2.0,2.0,9.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,1.0,,3.0,,,,1.0,1.0,,,,
10406680,home,Royal Antwerp FC,Gyrano Kerk,gyrano-kerk,G. Kerk,M,7,175,505,M,386950,EUR,817862400,F,7,7,False,25.0,16.0,,,4.0,8.0,12.0,18.0,,8.0,,,90.0,44.0,7.1,16.0,1,,,,1.0,,1.0,4.0,6.0,3.0,1.0,1.0,,1.0,,4.0,3.0,,1.0,,,,,2.0,,,,,,,,1.0,2.0,,
10406680,home,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184,1452,M,339901,EUR,771552000,F,18,18,False,33.0,31.0,2.0,2.0,5.0,5.0,26.0,29.0,,2.0,,,90.0,56.0,7.5,14.0,5,,,,1.0,,4.0,6.0,7.0,1.0,,3.0,,2.0,2.0,4.0,1.0,,,,1.0,,,1.0,,4.0,,1.0,1.0,,1.0,,1.0,,
10406680,home,Royal Antwerp FC,Michel Ange Balikwisha,michel-ange-balikwisha,M. A. Balikwisha,M,10,177,4201,M,923969,EUR,989452800,F,10,10,False,42.0,32.0,4.0,3.0,6.0,6.0,28.0,48.0,,3.0,,,88.0,70.0,7.1,27.0,0,,,,12.0,,,3.0,1.0,,,,,,,5.0,1.0,1.0,2.0,,,3.0,,,2.0,2.0,,,,,,,,,
10406680,home,Royal Antwerp FC,Gastón Ávila,gaston-avila,G. Ávila,D,3,182,1203,M,975526,EUR,1001808000,D,22,22,True,68.0,62.0,11.0,8.0,27.0,27.0,35.0,42.0,,2.0,,,45.0,86.0,7.3,11.0,2,,,,1.0,,,1.0,4.0,2.0,2.0,2.0,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,
10406680,home,Royal Antwerp FC,Christopher Scott,christopher-scott,C. Scott,M,30,174,169,M,997118,EUR,1023408000,M,32,32,True,15.0,15.0,,,6.0,6.0,9.0,11.0,1.0,2.0,,,23.0,20.0,6.4,3.0,0,,,,2.0,1.0,,3.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
10406680,home,Royal Antwerp FC,Kobe Corbanie,corbanie-kobe,K. Corbanie,D,2,187,205,M,1463869,EUR,1115683200,D,52,52,True,1.0,1.0,,,1.0,1.0,,,,,,,2.0,1.0,,,0,Kobe Corbanie,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10406680,home,Royal Antwerp FC,Ortwin De Wolf,de-wolf-ortwin,O. D. Wolf,G,1,190,160,M,877292,EUR,830217600,G,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406680,home,Royal Antwerp FC,Niels Devalckeneer,devalckeneer-niels,N. Devalckeneer,G,81,193,72,M,1391493,EUR,1084752000,G,81,81,True,,,,,,,,,,,,,,,,,0,Niels,Devalckeneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406680,home,Royal Antwerp FC,Zeno Van Den Bosch,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191,594,M,1103765,EUR,1057449600,D,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406680,home,Royal Antwerp FC,Laurit Krasniqi,laurit-krasniqi,L. Krasniqi,D,50,176,57,M,1127285,EUR,995068800,D,50,50,True,,,,,,,,,,,,,,,,,0,Laurit,Krasniqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406680,away,KAS Eupen,Lennart Moser,lennart-moser,L. Moser,G,99,196,55,M,886064,EUR,944438400,G,1,1,False,24.0,10.0,18.0,4.0,9.0,12.0,1.0,12.0,,7.0,,,90.0,30.0,6.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
