match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_lastName,stat_aerialLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,player_sofascoreId,captain,stat_aerialWon,stat_wasFouled,stat_outfielderBlock,stat_hitWoodwork,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_accurateCross,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_lastManTackle
14429578,home,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,13.0,13.0,3.0,3.0,0.0,13.0,13.0,7.0,90.0,16.0,6.7,4.401e-05,0,0.02,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429578,home,Al-Qadsiah,Mohammed Abu Al-Shamat,mohammed-waheeb-abu-al-shamat,M. A. Al-Shamat,M,2,170.0,199,M,1804369,EUR,1029024000,D,2,2,False,58.0,49.0,4.0,2.0,0.0,10.0,10.0,2.0,80.0,82.0,6.8,0.234898,3,-0.32,0.79,-0.09,Mohammed Waheeb Abu Al-Shamat,39.0,48.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,18.0,0.052,1.0,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429578,home,Al-Qadsiah,Qasim Lajami,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,False,38.0,34.0,5.0,2.0,0.0,15.0,16.0,2.0,64.0,45.0,7.1,0.0145033,0,0.18,0.17,0.18,,19.0,22.0,,1.0,,,,1.0,3.0,,,5.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14429578,home,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,69.0,64.0,3.0,2.0,0.0,23.0,24.0,8.0,90.0,73.0,7.4,0.0342782,0,0.29,0.3,0.25,,41.0,45.0,,2.0,,,,1.0,1.0,1.0,1.0,6.0,,,,,1.0,2.0,,,1.0,1.0,nachofdez90,True,1.0,,,,,,,,,,,,,,,,,
14429578,home,Al-Qadsiah,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175.0,1910,M,589620,EUR,820108800,D,8,8,False,70.0,65.0,7.0,5.0,0.0,17.0,17.0,6.0,90.0,101.0,7.6,0.0955919,0,0.44,0.35,0.2,,48.0,53.0,5.0,7.0,1.0,3.0,,4.0,3.0,1.0,2.0,15.0,,,,,,4.0,2.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
14429578,home,Al-Qadsiah,Otávio,otavio,Otávio,M,25,171.0,6951,M,244801,EUR,792288000,M,25,25,False,43.0,38.0,2.0,1.0,0.0,8.0,8.0,5.0,63.0,53.0,7.0,0.0772775,0,0.3,0.3,-0.03,,30.0,35.0,1.0,5.0,1.0,,,,2.0,,2.0,7.0,,,,,1.0,3.0,3.0,2.0,,,otavio,,,1.0,,,,,,,,,,,,,,,,
14429578,home,Al-Qadsiah,Julian Weigl,julian-weigl,J. Weigl,M,5,186.0,1193,M,237068,EUR,810518400,M,5,5,False,74.0,68.0,2.0,1.0,0.0,22.0,22.0,5.0,90.0,85.0,7.0,0.0772908,1,0.26,0.26,0.24,,46.0,52.0,2.0,5.0,,,1.0,1.0,1.0,1.0,3.0,9.0,0.0091,,0.01,,2.0,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
14429578,home,Al-Qadsiah,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,10,175.0,850,M,1106234,EUR,1056067200,M,10,10,False,68.0,53.0,1.0,,0.0,9.0,9.0,4.0,80.0,83.0,7.1,0.412659,1,0.4,0.84,0.15,Musab Fahz Aljuwayr,44.0,59.0,6.0,3.0,,,1.0,,1.0,2.0,2.0,23.0,0.0417,1.0,0.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
14429578,home,Al-Qadsiah,Christopher Baah,christopher-baah,C. Baah,M,22,172.0,2658,M,1477662,EUR,1102982400,M,22,22,False,21.0,20.0,,,0.0,4.0,4.0,4.0,64.0,43.0,7.4,0.0130723,1,-0.18,0.07,-0.03,Christopher Baah,16.0,17.0,5.0,4.0,1.0,,,1.0,,3.0,2.0,12.0,0.0235,,-0.15,,1.0,9.0,4.0,3.0,2.0,1.0,,,1.0,3.0,,,,1.0,0.101,,,,,,,,,,,
14429578,home,Al-Qadsiah,Mateo Retegui,mateo-retegui,M. Retegui,F,32,186.0,15780,M,914501,EUR,925344000,F,32,32,False,8.0,5.0,,,0.0,1.0,2.0,2.0,90.0,20.0,6.0,0.0225054,2,-0.45,0.27,-0.06,,4.0,6.0,1.0,7.0,1.0,2.0,,,,3.0,1.0,9.0,0.2163,,-0.36,,3.0,3.0,2.0,2.0,,,mateoretegui,,1.0,,,,1.0,,,2.0,,,,,,,,,,
