match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_interceptionWon,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,captain,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId
12528242,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,36.0,32.0,3.0,0.0,32.0,33.0,3.0,2.0,2.0,2.0,11.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,90.0,52.0,7.4,4.0,0.00012965,0,0.6168,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528242,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,False,55.0,44.0,6.0,0.0,23.0,27.0,30.0,,3.0,3.0,1.0,,,,,,,,90.0,77.0,7.2,17.0,0.0153857,0,,5.0,21.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
12528242,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,3,3,False,95.0,80.0,19.0,0.0,62.0,67.0,28.0,1.0,1.0,3.0,3.0,,,,,,,,90.0,103.0,7.4,15.0,0.0244786,2,,7.0,18.0,,2.0,3.0,,,,,,,,2.0,2.0,1.0,0.1922,1.0,,,,,,,,,,
12528242,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,60.0,52.0,9.0,0.0,44.0,44.0,16.0,1.0,4.0,3.0,3.0,,,,,,,,90.0,70.0,7.3,9.0,0.00342513,1,,2.0,8.0,,1.0,3.0,1.0,,,,3.0,3.0,,,1.0,1.0,0.0874,,1.0,1.0,,,,,,,,
12528242,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185,292,M,171625,EUR,779068800,D,29,29,False,49.0,38.0,13.0,0.0,30.0,34.0,21.0,1.0,6.0,1.0,2.0,2.0,,,,,,,90.0,72.0,7.0,18.0,0.0936248,0,,8.0,10.0,6.0,2.0,6.0,1.0,,1.0,,3.0,1.0,1.0,,,2.0,,2.0,,,2.0,,,,,,,
12528242,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191,349,M,897617,EUR,761529600,M,25,25,False,46.0,43.0,3.0,0.0,26.0,27.0,20.0,,1.0,3.0,7.0,,,,,,,,90.0,55.0,7.2,5.0,0.0554304,1,,3.0,18.0,1.0,2.0,3.0,,,,,1.0,1.0,2.0,,,1.0,0.0419,1.0,,1.0,1.0,1.0,0.4358,,,,,
12528242,home,Alanyaspor,Gaius Makouta,,,makouta-gaius,G. Makouta,M,42,180,298,M,847013,EUR,869788800,M,42,42,False,39.0,27.0,4.0,0.0,12.0,19.0,21.0,1.0,3.0,1.0,8.0,2.0,,,,,,,79.0,46.0,6.7,13.0,0.0482065,0,,1.0,15.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,
12528242,home,Alanyaspor,Loide Augusto,Loide Augusto,,loide-augusto,L. Augusto,M,50,183,1033,M,1110708,EUR,951523200,M,27,27,False,36.0,32.0,1.0,0.0,13.0,13.0,23.0,1.0,6.0,,3.0,2.0,,,,,,,71.0,59.0,6.4,15.0,0.0451667,1,,1.0,19.0,,1.0,14.0,2.0,4.0,7.0,1.0,2.0,2.0,1.0,1.0,,1.0,0.0154,1.0,,1.0,,,,1.0,,,,
12528242,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166,109,M,60510,EUR,627177600,M,7,7,False,20.0,17.0,1.0,0.0,9.0,9.0,12.0,,3.0,,3.0,2.0,,,,,,,61.0,28.0,6.6,6.0,0.00296581,1,,,8.0,1.0,1.0,3.0,,,2.0,1.0,,,,,,1.0,0.0204,,,,,1.0,0.0292,,True,,,
12528242,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,M,88,88,False,17.0,13.0,1.0,0.0,6.0,7.0,11.0,,6.0,,5.0,3.0,,,,,,,79.0,35.0,6.8,10.0,0.00890275,0,,,7.0,1.0,,7.0,1.0,,3.0,,3.0,2.0,2.0,,,3.0,,,,2.0,,,,1.0,,,,
