match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside
10583835,home,Al Batin,Martín Campaña,martin-campana,M. Campaña,G,25,186.0,179,M,243045,EUR,612403200.0,G,25,25,False,True,33.0,9.0,31.0,7.0,4.0,10.0,5.0,23.0,1.0,1.0,1.0,13.0,1.0,4.0,7.0,1.0,90.0,45.0,7.1,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10583835,home,Al Batin,Bader Alhwidy Alshammary,bader-alhwidy-alshammary,B. A. Alshammary,D,29,,2,M,1085356,EUR,,D,29,29,False,,17.0,11.0,3.0,1.0,10.0,14.0,1.0,3.0,,3.0,1.0,5.0,,,,,90.0,28.0,5.9,7.0,0,Bader Alhwidy Alshammary,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10583835,home,Al Batin,Mohammed Naji,mohammed-naji,M. Naji,D,4,170.0,4,M,893173,EUR,751939200.0,D,3,3,False,,20.0,12.0,7.0,3.0,12.0,15.0,,5.0,3.0,11.0,6.0,7.0,,,,,90.0,38.0,6.5,9.0,1,Mohammed,Naji,3.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
10583835,home,Al Batin,Maurício Antônio,mauricio-antonio,M. Antônio,D,13,183.0,71,M,583824,EUR,697334400.0,D,4,4,False,,22.0,11.0,8.0,2.0,9.0,13.0,2.0,9.0,2.0,2.0,5.0,4.0,,,,,90.0,31.0,6.1,13.0,0,,,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,
10583835,home,Al Batin,Yousef Al-Shammari,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600.0,D,7,7,False,,13.0,11.0,1.0,,8.0,8.0,3.0,5.0,1.0,5.0,6.0,3.0,,,,,90.0,42.0,6.2,8.0,1,,,4.0,,1.0,2.0,2.0,2.0,,1.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,
10583835,home,Al Batin,Mohammed Al-Shammari,mohammed-alshammari,M. Alshammari,M,10,162.0,7,M,1092808,EUR,953510400.0,M,18,18,False,,8.0,2.0,3.0,,1.0,2.0,1.0,6.0,,1.0,,1.0,,,,,78.0,13.0,5.7,10.0,0,Mohammed Al-Shammari,,5.0,2.0,,1.0,,,1.0,,3.0,,1.0,,1.0,,,,,,,,,,
10583835,home,Al Batin,Othman Awad,othman-awad,O. Awad,M,80,166.0,2,M,1190921,EUR,1057104000.0,M,14,14,False,,19.0,14.0,3.0,1.0,13.0,14.0,1.0,5.0,1.0,1.0,,4.0,,,,,59.0,25.0,6.0,8.0,0,Othman Awad,,2.0,,1.0,,,,1.0,,2.0,,,1.0,,,,,,,,,,,
10583835,home,Al Batin,Tariq Al Mutairi,tariq-al-mutairi,T. A. Mutairi,M,20,172.0,3,M,1168579,EUR,988243200.0,M,20,20,False,,17.0,11.0,2.0,,11.0,12.0,,5.0,2.0,6.0,,3.0,,,,,90.0,26.0,6.3,7.0,0,Tariq Al Mutairi,,3.0,1.0,1.0,2.0,,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,
10583835,home,Al Batin,Bassam Al-Hurayji,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,1085357,EUR,954288000.0,M,6,6,False,,17.0,12.0,2.0,1.0,9.0,11.0,3.0,6.0,,4.0,2.0,4.0,,,,,90.0,30.0,6.5,7.0,0,Mohammed Bassam Alhurayji,,3.0,2.0,3.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
10583835,home,Al Batin,Abdulrahman Saad Al Dhafiri,abdulrahman-saad-al-dhafiri,A. S. A. Dhafiri,F,15,,2,M,1134413,EUR,,F,19,19,False,,14.0,10.0,1.0,,7.0,8.0,3.0,6.0,3.0,7.0,,8.0,,,,,90.0,32.0,6.1,13.0,0,Abdulrahman Saad,,16.0,1.0,3.0,1.0,1.0,1.0,2.0,,2.0,,6.0,5.0,4.0,2.0,,,,,,,,,
