match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_totalCross,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_errorLeadToAShot
13981561,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,True,39.0,19.0,29.0,9.0,0.0,10.0,10.0,9.0,29.0,7.0,90.0,41.0,6.5,20.0,0.00392785,66.602998013422,11.0,29.82,10.29,0,0.12,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981561,home,Lecce,Danilo Veiga,,,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,17,17,False,,45.0,38.0,2.0,,0.0,20.0,23.0,18.0,22.0,3.0,90.0,70.0,7.0,12.0,0.0320766,140.79513866109,17.0,39.9,17.43,0,0.27,0.09,0.21,1.0,5.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13981561,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,,41.0,36.0,5.0,2.0,0.0,27.0,27.0,9.0,14.0,2.0,90.0,54.0,7.0,6.0,0.00125272,39.207383211529,6.0,30.87,10.395,1,0.07,0.03,0.35,2.0,2.0,2.0,,6.0,2.0,,,1.0,,,2.0,1.0,2.0,0.0176,0.0172,-0.05,,,,,,,,,,,,,,,,,,,,
13981561,home,Lecce,Tiago Gabriel,Tiago Gabriel,,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,44,44,False,,47.0,39.0,5.0,,0.0,32.0,34.0,7.0,13.0,4.0,90.0,59.0,7.0,8.0,0.00180765,101.66562163371,12.0,53.76,11.55,2,0.02,0.05,0.43,2.0,3.0,8.0,,7.0,,2.0,2.0,,1.0,2.0,5.0,,,0.6555,,-0.69,1.0,2.0,,,,,,,,,,,,,,,,,,
13981561,home,Lecce,Corrie Ndaba,,,ndaba-corrie,C. Ndaba,D,3,188,181,M,981470,EUR,946080000,D,3,3,False,,38.0,32.0,4.0,3.0,0.0,13.0,15.0,19.0,23.0,3.0,74.0,54.0,6.9,7.0,0.00915706,75.049946661855,11.0,-38.01,4.725,2,0.21,-0.05,0.14,5.0,6.0,4.0,,4.0,,1.0,,,,,3.0,,,0.1216,,-0.19,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
13981561,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,,55.0,42.0,7.0,1.0,0.0,14.0,16.0,28.0,39.0,9.0,90.0,66.0,7.1,15.0,0.0227861,141.17022554879,20.0,47.355,9.66,1,0.17,0.09,-0.04,1.0,3.0,8.0,,,1.0,3.0,2.0,1.0,2.0,,3.0,,,0.0159,,-0.04,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,
13981561,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,M,50,50,False,,17.0,16.0,1.0,1.0,0.0,5.0,5.0,11.0,12.0,4.0,66.0,34.0,6.3,11.0,0.00643211,133.92926081157,15.0,68.985,24.99,2,-0.02,0.28,0.16,3.0,10.0,3.0,1.0,,,2.0,2.0,3.0,,1.0,1.0,1.0,,0.1472,0.1737,0.06,,,,1.0,,5.0,1.0,,,,,,,,,,,,,
13981561,home,Lecce,Medon Berisha,Medon,Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,10,10,False,,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,11.0,6.0,6.6,1.0,0.0051771,35.096362635724,3.0,15.33,13.23,0,0.05,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
13981561,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,,24.0,20.0,2.0,2.0,0.0,3.0,4.0,17.0,20.0,8.0,90.0,41.0,6.6,10.0,0.0157041,69.916415864313,8.0,46.62,17.115,2,0.0,0.12,0.46,3.0,9.0,3.0,4.0,2.0,,,,2.0,1.0,3.0,1.0,,1.0,0.3,,-0.37,1.0,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,
13981561,home,Lecce,Riccardo Sottil,,,riccardo-sottil,R. Sottil,M,23,180,1381,M,893640,EUR,928368000,M,23,23,False,,22.0,20.0,2.0,2.0,0.0,5.0,5.0,15.0,17.0,2.0,74.0,54.0,7.4,16.0,0.500313,169.97769150976,21.0,17.955,16.8,3,0.59,0.26,-0.01,1.0,5.0,2.0,2.0,,,1.0,1.0,2.0,1.0,,,,,0.0441,,-0.38,,1.0,,2.0,8.0,2.0,15.0,,8.0,1.0,1.0,,,,,,,,,
