match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_hitWoodwork,stat_bigChanceMissed,stat_accurateCross,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAShot,stat_errorLeadToAGoal
13981428,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,33.0,21.0,19.0,7.0,0.0,16.0,18.0,5.0,15.0,6.0,1.0,2.0,2.0,90.0,41.0,7.3,12.0,0.00132508,0.2985,0,0.6282,0.03,0.01,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981428,home,Roma,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,353130,EUR,803433600,D,22,22,False,39.0,36.0,7.0,5.0,0.0,25.0,26.0,11.0,13.0,2.0,,,,90.0,47.0,6.9,4.0,0.00425448,,0,,0.08,0.02,0.18,,,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
13981428,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,47.0,42.0,3.0,1.0,0.0,31.0,34.0,11.0,13.0,7.0,,,,90.0,59.0,7.3,5.0,0.00537568,,0,,0.06,0.11,0.17,,,,,2.0,2.0,7.0,,,,4.0,,1.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,
13981428,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,50.0,44.0,5.0,1.0,0.0,31.0,32.0,13.0,18.0,4.0,,,,90.0,60.0,7.1,8.0,0.00640432,,0,,0.06,0.05,0.33,,,,1.0,3.0,3.0,4.0,2.0,,,4.0,,,,,,evanndicka,1.0,1.0,,,,,,,,,,,,,,,,,,
13981428,home,Roma,Wesley,wesley-franca,Wesley,D,43,178,26776,M,1134200,EUR,1062806400,M,43,43,False,38.0,29.0,1.0,,0.0,13.0,14.0,16.0,24.0,6.0,,,,90.0,65.0,7.5,18.0,0.0289543,,3,,0.06,0.21,-0.03,,,,,1.0,7.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,,,WesleyFranca03,,1.0,1.0,2.0,1.0,1.0,3.0,0.2517,0.6302,1.0,0.52,,,,,,,,,
13981428,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,44.0,36.0,9.0,7.0,0.0,19.0,20.0,17.0,24.0,6.0,,,,90.0,60.0,7.1,11.0,0.0232431,,1,,0.28,0.0,0.2,,,,3.0,,5.0,3.0,1.0,1.0,,3.0,3.0,,,3.0,1.0,,,,,1.0,,,1.0,0.0784,,,-0.12,1.0,,,,,,,,
13981428,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,37.0,32.0,1.0,,0.0,13.0,14.0,19.0,23.0,6.0,,,,90.0,53.0,7.0,9.0,0.0283436,,1,,0.17,0.25,0.13,,,,1.0,,4.0,7.0,,2.0,2.0,,,2.0,1.0,2.0,2.0,,,3.0,,1.0,,,4.0,0.707,,1.0,-0.34,,1.0,,,,,,,
13981428,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,32.0,21.0,10.0,3.0,0.0,13.0,16.0,8.0,16.0,6.0,,,,83.0,47.0,6.8,15.0,0.0425816,,0,,0.25,0.03,0.15,,,,2.0,,3.0,2.0,1.0,,,,,,,1.0,1.0,,,1.0,3.0,,,,,,,1.0,,,,1.0,,,,,,
13981428,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,F,18,18,False,32.0,27.0,,,0.0,12.0,12.0,15.0,20.0,8.0,,,,74.0,49.0,6.7,12.0,0.0865525,,2,,0.28,0.29,0.13,,,,1.0,,5.0,2.0,1.0,2.0,,,1.0,1.0,,,,matiassoule11,,2.0,1.0,2.0,,,3.0,0.0726,,4.0,-0.34,,,1.0,,,,,,
13981428,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,22,178,5712,M,45925,EUR,720144000,F,92,92,False,22.0,18.0,,,0.0,7.0,7.0,11.0,15.0,2.0,,,,61.0,31.0,6.3,8.0,0.0160681,,2,,-0.03,0.29,-0.07,,,,1.0,,5.0,,,,,,1.0,3.0,1.0,,,stewel92,,,2.0,2.0,,,2.0,0.0638,,,-0.06,,,,True,,,,,
