match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_totalContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_shotOffTarget,stat_hitWoodwork,stat_goals,stat_totalOffside,player_firstName,player_lastName,stat_punches,stat_clearanceOffLine,stat_outfielderBlock,player_sofascoreId
12528262,home,Samsunspor,Ercan Kara,ercan-kara,E. Kara,F,9,192,253,M,843039,EUR,820627200,F,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528262,away,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192,577,M,798375,EUR,857001600,G,97,97,False,28.0,9.0,25.0,6.0,0.0,4.0,5.0,5.0,23.0,,,9.0,4.0,,,90.0,33.0,6.3,19.0,0.00245279,0,-1.1541,True,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12528262,away,Göztepe,Taha Altıkardeş,taha-altikardes,T. Altıkardeş,D,4,188,271,M,1101279,EUR,1061510400,D,4,4,False,31.0,17.0,3.0,,1.0,12.0,20.0,5.0,11.0,1.0,,3.0,,,,90.0,44.0,7.4,14.0,0.0013523,1,,,,,1.0,2.0,5.0,,,5.0,1.0,1.0,,1.0,,1.0,,1.0,,,0.0462,,1.0,1.0,,,,,,,,,1.0,3.0,
12528262,away,Göztepe,Héliton,heliton,Héliton,D,5,196,324,M,922725,EUR,816220800,D,5,5,False,19.0,12.0,5.0,3.0,0.0,7.0,9.0,5.0,10.0,2.0,,2.0,,,,90.0,32.0,6.6,7.0,0.00851918,2,,,,,,4.0,4.0,,,7.0,,,,,2.0,1.0,2.0,,,,0.0433,,,,,2.0,,,,,,,,1.0,
12528262,away,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193,545,M,1122632,EUR,950313600,D,26,26,False,12.0,8.0,3.0,1.0,0.0,4.0,6.0,4.0,6.0,2.0,,3.0,,,,90.0,35.0,6.9,7.0,0.00188012,0,,,,,2.0,2.0,2.0,,,11.0,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,4.0,
12528262,away,Göztepe,Ogün Bayrak,ogun-bayrak,O. Bayrak,M,77,175,45,M,903999,EUR,907977600,M,77,77,False,16.0,9.0,4.0,1.0,0.0,4.0,5.0,6.0,13.0,2.0,1.0,5.0,,,,66.0,32.0,6.6,10.0,0.0295809,0,,,2.0,1.0,,,3.0,,,1.0,3.0,3.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
12528262,away,Göztepe,Anthony Junior Dennis,dennis-anthony-junior,A. J. Dennis,M,30,180,461,M,1484438,EUR,1087776000,M,16,16,False,20.0,14.0,2.0,,0.0,9.0,11.0,5.0,9.0,6.0,2.0,6.0,,,,90.0,34.0,6.2,9.0,0.00181902,0,,,,,,2.0,4.0,2.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,
12528262,away,Göztepe,Isaac Solet,isaac-solet,I. Solet,M,94,184,178,M,1606478,EUR,992649600,M,94,94,False,,,,,0.0,,,,,,,,,,,5.0,1.0,,,,0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,Isaac Solet,,,,,
12528262,away,Göztepe,Doğan Erdoğan,dogan-erdogan,D. Erdoğan,M,21,182,49,M,257407,EUR,840672000,M,21,21,False,32.0,22.0,11.0,6.0,0.0,6.0,8.0,16.0,26.0,5.0,,5.0,,,,90.0,47.0,6.7,15.0,0.0224968,1,,,2.0,,1.0,1.0,4.0,1.0,,3.0,3.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,0.0333,0.0113,,,,,,,,,,,,,
12528262,away,Göztepe,Djalma,djalma-silva,Djalma,M,,180,97,M,973933,EUR,779932800,M,66,66,False,20.0,11.0,2.0,1.0,0.0,5.0,6.0,6.0,15.0,4.0,3.0,1.0,,,,84.0,33.0,6.8,13.0,0.00326005,1,,,1.0,,,2.0,3.0,,,3.0,1.0,1.0,,,,,1.0,1.0,,,0.0436,,,,,1.0,,,,,,,,,
12528262,away,Göztepe,Rômulo,romulo,Rômulo,F,40,193,3722,M,1133743,EUR,1013126400,F,79,79,False,20.0,14.0,2.0,2.0,0.0,2.0,4.0,13.0,19.0,6.0,,6.0,,,,84.0,40.0,8.0,14.0,0.0405109,2,,,3.0,1.0,3.0,3.0,9.0,2.0,,,3.0,3.0,,1.0,,,,3.0,1.0,2.0,0.2188,0.2525,2.0,,,1.0,1.0,1.0,,Rômulo,,,,,
12528262,away,Göztepe,Juan Santos da Silva,juan,Juan,F,9,176,1031,M,1009928,EUR,1015459200,F,11,11,False,14.0,8.0,,,0.0,2.0,3.0,6.0,11.0,11.0,,3.0,,,,77.0,31.0,7.3,11.0,0.0147533,1,,,,,7.0,4.0,9.0,2.0,,,4.0,3.0,,,,,,3.0,1.0,,0.828,0.9942,1.0,,,,,1.0,,,,,,,
12528262,away,Göztepe,Kuryu Matsuki,kuryu-matsuki,K. Matsuki,M,27,178,1417,M,1154637,EUR,1051660800,M,7,7,True,16.0,9.0,1.0,,0.0,4.0,6.0,7.0,14.0,5.0,,,,,,72.0,30.0,6.7,12.0,0.0766378,0,,,4.0,2.0,4.0,2.0,5.0,,,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,2.0,,,,,,,,,1.0,Kuryu Matsuki,,,,,
12528262,away,Göztepe,Nazım Sangaré,nazim-sangare,N. Sangaré,M,30,180,168,M,169425,EUR,770256000,D,30,30,True,5.0,4.0,,,0.0,,1.0,4.0,5.0,,,1.0,,,,24.0,13.0,6.2,4.0,0.0147399,0,,,1.0,,,,1.0,,,2.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
12528262,away,Göztepe,David Tijanič,david-tijanic,D. Tijanič,F,43,174,389,M,827369,EUR,869011200,M,43,43,True,6.0,4.0,,,0.0,3.0,4.0,2.0,3.0,,,1.0,,,,13.0,9.0,6.4,2.0,0.0915505,0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12528262,away,Göztepe,David Datro Fofana,david-datro-fofana,D. D. Fofana,F,15,181,7863,M,1090458,EUR,1040515200,F,99,99,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,4.0,,,,,,13.0,5.0,6.3,2.0,0.0112839,0,,,,,2.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,datro_9
12528262,away,Göztepe,İsmail Köybaşı,ismail-koybasi,İ. Köybaşı,M,12,177,93,M,43605,EUR,616032000,D,12,12,True,2.0,1.0,1.0,,0.0,,,2.0,3.0,,,1.0,,,,12.0,7.0,6.4,2.0,0.0618624,0,,,1.0,1.0,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12528262,away,Göztepe,Victor Hugo,victor-hugo,V. Hugo,M,30,184,3548,M,1170954,EUR,1084233600,M,6,6,True,,,,,0.0,,,,,,,,,,,12.0,2.0,6.6,,,1,,,,,,,,,,,,,,,,,,,,,0.0593,,,,,1.0,,,,,,,,,
12528262,away,Göztepe,Arda Özçimen,arda-ozcimen,A. Özçimen,G,1,202,62,M,964196,EUR,1010448000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528262,away,Göztepe,Emircan Secgin,emircan-secgin,E. Secgin,G,,192,20,M,997159,EUR,1017792000,G,54,54,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528262,away,Göztepe,Ahmed Ildız,ahmed-ildiz,A. Ildız,M,66,181,50,M,849329,EUR,849139200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
