match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_fouls,captain,stat_challengeLost,stat_totalOffside,stat_keyPass,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalContest,stat_wonContest,stat_goalAssist,stat_dispossessed,stat_penaltyWon,stat_bigChanceCreated,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceMissed,stat_errorLeadToAGoal
10665976,home,Al-Fateh,Jacob Rinne,,,jacob-rinne,J. Rinne,G,35,188,92,M,289025,EUR,740534400,G,1,1,False,20.0,15.0,11.0,6.0,12.0,12.0,3.0,8.0,7.0,2.0,2.0,3.0,90.0,31.0,6.8,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665976,home,Al-Fateh,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178,1391,M,986400,EUR,937440000,D,2,2,False,43.0,35.0,8.0,4.0,20.0,23.0,16.0,23.0,14.0,,,,90.0,69.0,7.6,12.0,1,3.0,1.0,10.0,1.0,1.0,2.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10665976,home,Al-Fateh,Fran Vélez,,,fran-velez,F. Vélez,D,,182,101,M,113431,EUR,677635200,D,4,4,False,30.0,22.0,8.0,3.0,15.0,19.0,7.0,11.0,4.0,,,,90.0,39.0,6.8,8.0,0,,,5.0,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
10665976,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185,1277,M,847714,EUR,695606400,D,17,17,False,41.0,29.0,10.0,1.0,17.0,19.0,12.0,22.0,5.0,,,,90.0,59.0,6.8,13.0,1,,,7.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,6.0,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10665976,home,Al-Fateh,Salem Alnajdi,,,alnajdi-salem,S. Alnajdi,D,83,178,1037,M,1475427,EUR,1043625600,D,83,83,False,28.0,22.0,2.0,1.0,10.0,12.0,12.0,18.0,4.0,,,,90.0,53.0,7.1,13.0,0,2.0,,6.0,,,1.0,5.0,3.0,,2.0,1.0,2.0,4.0,,,,,,2.0,,,,,,,,,,,,,,,,
10665976,home,Al-Fateh,Majed Omar Kanabah,,,majed-omar-kanabah,M. O. Kanabah,M,12,172,36,M,828444,EUR,730771200,M,12,12,False,23.0,17.0,1.0,1.0,8.0,13.0,9.0,11.0,5.0,,,,81.0,35.0,7.3,10.0,2,1.0,,2.0,,,1.0,2.0,2.0,,1.0,,2.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
10665976,home,Al-Fateh,Mohammed Petros,,,petros,Petros,M,,182,273,M,552678,EUR,612403200,M,6,6,False,36.0,35.0,5.0,5.0,11.0,12.0,24.0,24.0,8.0,,,,89.0,53.0,7.1,3.0,2,,,5.0,2.0,,2.0,,,4.0,1.0,,5.0,2.0,3.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,
10665976,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180,1218,M,845609,EUR,713318400,M,28,28,False,37.0,27.0,4.0,4.0,6.0,8.0,21.0,30.0,2.0,,,,89.0,51.0,8.2,12.0,1,1.0,,7.0,,,1.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,,,,3.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,
10665976,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185,1192,M,880790,EUR,646444800,F,11,11,False,30.0,25.0,5.0,3.0,4.0,6.0,22.0,28.0,9.0,,,,89.0,57.0,7.8,15.0,2,4.0,1.0,7.0,1.0,,2.0,2.0,,4.0,,,6.0,,,,1.0,2.0,3.0,,1.0,,1.0,3.0,1.0,,3.0,1.0,,,,,,,,
10665976,home,Al-Fateh,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181,1082,M,893307,EUR,958262400,F,9,9,False,19.0,11.0,,,4.0,5.0,7.0,14.0,4.0,,,,90.0,36.0,7.5,10.0,1,,,8.0,,,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,
