match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_shotOffTarget,stat_goals,stat_wasFouled,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
11401958,home,NEC Nijmegen,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185,1498,M,123865,EUR,609206400,G,1,1,False,25.0,17.0,12.0,4.0,16.0,19.0,1.0,6.0,1.0,9.0,1.0,2.0,90.0,35.0,7.1,8.0,0.0008226,0,0.4279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401958,home,NEC Nijmegen,Bart van Rooij,,,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,48.0,39.0,1.0,,16.0,18.0,23.0,34.0,,7.0,,,90.0,67.0,7.1,18.0,0.132752,0,,4.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11401958,home,NEC Nijmegen,Philippe Sandler,,,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,53.0,47.0,7.0,4.0,30.0,32.0,18.0,22.0,5.0,3.0,,,90.0,65.0,7.4,8.0,0.0946548,0,,1.0,,2.0,2.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11401958,home,NEC Nijmegen,Bram Nuytinck,,,bram-nuytinck,B. Nuytinck,D,17,190,135,M,70930,EUR,641779200,D,17,17,False,62.0,57.0,5.0,4.0,34.0,38.0,23.0,24.0,4.0,1.0,,,90.0,73.0,7.7,5.0,0.028478,1,,,1.0,3.0,2.0,3.0,,,,,2.0,,,,1.0,,,1.0,True,1.0,0.1049,0.2569,,,,,,,,,,,
11401958,home,NEC Nijmegen,Calvin Verdonk,,,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,59.0,46.0,9.0,5.0,20.0,23.0,27.0,38.0,1.0,6.0,,,90.0,86.0,8.8,17.0,0.354068,3,,2.0,,,2.0,6.0,,,2.0,1.0,,,2.0,1.0,3.0,4.0,3.0,1.0,,1.0,0.0946,0.59,c.verdonk,2.0,1.0,1.0,,,,,,,
11401958,home,NEC Nijmegen,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,False,61.0,49.0,5.0,3.0,18.0,22.0,32.0,46.0,4.0,4.0,,,80.0,82.0,7.7,18.0,0.313768,2,,7.0,2.0,2.0,3.0,3.0,1.0,,,,,,2.0,1.0,2.0,1.0,,,,,0.0668,,,2.0,,,1.0,,,,,,
11401958,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,64.0,60.0,4.0,3.0,18.0,19.0,42.0,46.0,4.0,5.0,,,90.0,92.0,8.0,9.0,0.22924,1,,1.0,,,3.0,9.0,1.0,,4.0,3.0,,3.0,4.0,,1.0,2.0,2.0,1.0,,,0.0878,,,,,4.0,,1.0,,,,,
11401958,home,NEC Nijmegen,Kodai Sano,Kodai Sano,,kodai-sano,K. Sano,M,23,176,1274,M,1184054,EUR,1064448000,M,23,23,False,26.0,20.0,6.0,3.0,9.0,10.0,12.0,17.0,1.0,5.0,,,90.0,55.0,6.8,13.0,0.0710847,3,,1.0,2.0,,8.0,4.0,,2.0,6.0,3.0,,2.0,,1.0,2.0,1.0,,1.0,,,0.1433,,,1.0,,,,2.0,,,,,
11401958,home,NEC Nijmegen,Magnus Mattsson,,,magnus-mattsson,M. Mattsson,M,8,174,794,M,896117,EUR,919900800,M,8,8,False,35.0,29.0,,,10.0,11.0,19.0,25.0,,6.0,,,90.0,62.0,7.5,15.0,0.113373,4,,1.0,3.0,1.0,9.0,8.0,1.0,5.0,4.0,4.0,,3.0,3.0,,1.0,2.0,1.0,,,3.0,0.3446,0.4037,,,,1.0,,1.0,1.0,,,,
11401958,home,NEC Nijmegen,Sontje Hansen,,,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,M,10,10,False,19.0,16.0,,,3.0,5.0,13.0,14.0,,5.0,,,80.0,30.0,6.9,9.0,0.63646,0,,,,2.0,4.0,4.0,,,3.0,,,3.0,2.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,
11401958,home,NEC Nijmegen,Koki Ogawa,,,koki-ogawa,K. Ogawa,F,18,186,1469,M,831860,EUR,870998400,F,18,18,False,11.0,7.0,1.0,1.0,1.0,4.0,6.0,7.0,,1.0,,,90.0,29.0,6.9,9.0,0.14454,5,,,2.0,5.0,3.0,8.0,,,,,,5.0,1.0,,,1.0,1.0,1.0,,2.0,0.6884,0.2419,,1.0,,2.0,1.0,2.0,1.0,,,,
11401958,home,NEC Nijmegen,Rober González,,,rober-gonzalez,R. González,M,11,169,147,M,910022,EUR,978739200,M,11,11,True,3.0,3.0,,,,,3.0,5.0,,1.0,,,10.0,10.0,6.9,4.0,0.0130059,2,,2.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,0.114,0.2692,,1.0,,1.0,,,,,,,
