match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_totalCross,stat_challengeLost,stat_wasFouled,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_totalOffside
14288953,home,CD Nacional,Kaique,Kaique,,kaique,Kaique,G,1,190,577,M,1167067,EUR,1050451200,G,1,1,False,36.0,19.0,21.0,4.0,0.0,15.0,15.0,4.0,21.0,1.0,1.0,2.0,14.0,1.0,5.0,6.0,1.0,1.0,1.0,90.0,51.0,8.6,18.0,0.00546747,23.620410805693,4.0,19.005,8.19,0.9505,0,1.269,0.12,0.01,0.31,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288953,home,CD Nacional,Léo Santos,,,leo-santos,L. Santos,D,34,186,158,M,822509,EUR,913161600,D,34,34,False,28.0,23.0,4.0,2.0,0.0,19.0,21.0,4.0,7.0,2.0,2.0,5.0,3.0,,,,,,,90.0,41.0,6.9,8.0,0.00254642,22.264960284703,4.0,1.155,4.935,,2,,-0.02,-0.1,0.15,,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.2058,0.462,0.32,,,,,,,,,,,,,,,,,
14288953,home,CD Nacional,Matheus Dias,,,dias-matheus,Matheus Dias,M,6,187,228,M,1020610,EUR,1020902400,D,6,6,False,44.0,39.0,4.0,4.0,1.0,16.0,17.0,23.0,27.0,,4.0,5.0,4.0,,,,,,,90.0,61.0,8.0,5.0,0.0438338,63.218484138325,8.0,32.13,12.705,,1,,0.3,0.12,0.61,,,2.0,,,,,,1.0,,2.0,0.0178,,-0.11,1.0,2.0,4.0,2.0,14.072801036041,1.0,1.0,,,,,,,,,,
14288953,home,CD Nacional,Ze Vitor,,,ze-vitor,Zé Vitor,D,38,189,125,M,1112474,EUR,981676800,D,38,38,False,44.0,42.0,6.0,5.0,1.0,30.0,30.0,12.0,14.0,1.0,7.0,4.0,8.0,,,,,,,90.0,65.0,7.9,5.0,0.062796,162.58799379588,14.0,118.335,45.255,,2,,0.22,0.25,0.46,,,3.0,,,,,,2.0,2.0,2.0,0.1017,,-0.37,2.0,1.0,5.0,2.0,76.012075845746,2.0,1.0,1.0,1.0,1.0,,,,,,,
14288953,home,CD Nacional,Alan Núñez,Alan Núñez,,alan-nunez,A. Núñez,D,16,176,155,M,1116982,EUR,1096588800,M,16,16,False,23.0,15.0,6.0,2.0,1.0,2.0,3.0,13.0,20.0,,3.0,1.0,3.0,,,,,,,90.0,43.0,8.2,15.0,0.640503,39.343653857158,5.0,29.19,12.285,,0,,0.97,0.07,-0.07,,,2.0,,1.0,,,,2.0,1.0,,,,,,,1.0,,12.660364331251,1.0,3.0,5.0,2.0,1.0,3.0,1.0,1.0,,,,
14288953,home,CD Nacional,Joel Silva,Joel Silva,,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,M,26,26,False,22.0,18.0,1.0,,0.0,6.0,7.0,12.0,15.0,2.0,3.0,1.0,2.0,,,,,,,61.0,29.0,6.3,7.0,0.0199491,27.1135107745,6.0,-1.785,5.46,,1,,-0.1,-0.43,-0.02,,,2.0,,1.0,1.0,,,,3.0,1.0,0.0554,0.2717,-0.24,,,,,,,,,1.0,,,1.0,,,,,
14288953,home,CD Nacional,Liziero,,,liziero,Liziero,M,28,175,757,M,822510,EUR,886809600,M,28,28,False,39.0,34.0,3.0,1.0,0.0,9.0,9.0,25.0,30.0,,3.0,,6.0,,,,,,,88.0,57.0,7.2,9.0,0.385346,106.65885942443,12.0,46.515,13.23,,0,,0.61,0.28,-0.07,,1.0,8.0,2.0,,,,,,,3.0,,,,,,2.0,1.0,,,6.0,7.0,2.0,1.0,5.0,,1.0,,,,
14288953,home,CD Nacional,José Gomes,,,jose-gomes,J. Gomes,D,5,185,33,M,344181,EUR,837820800,M,5,5,False,26.0,20.0,2.0,,1.0,7.0,8.0,13.0,18.0,,2.0,2.0,3.0,,,,,,,90.0,44.0,6.7,9.0,0.018531,24.824191476357,5.0,8.505,5.145,,1,,-0.04,0.13,0.13,,1.0,4.0,,2.0,,,,,1.0,2.0,0.0137,,-0.01,1.0,,1.0,,,,2.0,1.0,,,,1.0,1.0,,,,
14288953,home,CD Nacional,Gabriel Veron,,,gabriel-veron,G. Veron,M,27,176,2561,M,1002819,EUR,1031011200,F,27,27,False,15.0,11.0,,,0.0,3.0,4.0,8.0,11.0,,3.0,1.0,4.0,,,,,,,77.0,27.0,7.7,8.0,0.0217449,75.750821848907,7.0,17.325,26.46,,1,,-0.13,0.17,0.17,,,4.0,1.0,,1.0,,1.0,,2.0,3.0,0.1411,0.6719,0.53,,,2.0,1.0,28.68774400332,1.0,,1.0,,1.0,,,,,,,
14288953,home,CD Nacional,Jesús Ramírez,,,jesus-ramirez,J. Ramírez,F,9,187,1078,M,987597,EUR,894240000,F,9,9,False,15.0,12.0,,,0.0,2.0,3.0,10.0,12.0,5.0,8.0,1.0,5.0,,,,,,,88.0,34.0,7.7,11.0,0.0714906,46.97214647232,6.0,37.065,11.235,,5,,0.24,0.37,0.13,,,4.0,2.0,4.0,1.0,,1.0,,3.0,,0.9253,0.3618,0.28,4.0,,1.0,1.0,14.921700395928,2.0,1.0,1.0,,,,2.0,,True,2.0,,
