match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_lastManTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_dispossessed,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
12448215,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192.0,151,M,146871,EUR,757296000,G,31,31,False,22.0,12.0,14.0,4.0,0.0,9.0,9.0,3.0,13.0,2.0,2.0,12.0,2.0,3.0,4.0,90.0,32.0,7.9,10.0,0.00965595,0,1.0945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448215,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184.0,113,M,78730,EUR,631670400,D,12,12,False,36.0,25.0,11.0,5.0,0.0,9.0,13.0,19.0,27.0,,2.0,7.0,,,,90.0,64.0,7.6,21.0,0.153154,0,,True,4.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12448215,home,Fortuna Sittard,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183.0,156,M,989586,EUR,962236800,D,4,4,False,34.0,30.0,4.0,3.0,0.0,18.0,21.0,12.0,13.0,3.0,4.0,3.0,,,,90.0,41.0,7.1,4.0,0.0174669,0,,,,,,2.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12448215,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191.0,291,M,905458,EUR,973814400,D,14,14,False,63.0,54.0,9.0,5.0,0.0,29.0,31.0,25.0,32.0,3.0,7.0,6.0,,,,90.0,74.0,8.2,10.0,0.0144009,3,,,,,2.0,2.0,,1.0,1.0,3.0,2.0,1.0,,1.0,,Rodrigo,Guth,1.0,1.0,1.0,1.0,1.0,0.413,0.1173,,,,,,,,,,,
12448215,home,Fortuna Sittard,Mitchell Dijks,mitchell-dijks,M. Dijks,D,24,192.0,201,M,235400,EUR,729216000,D,35,35,False,53.0,46.0,8.0,5.0,1.0,22.0,24.0,25.0,33.0,1.0,10.0,5.0,,,,90.0,81.0,8.2,13.0,0.70471,0,,,4.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,,3.0,,,,,,,,,3.0,,,4.0,3.0,,,,,,,,,
12448215,home,Fortuna Sittard,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190.0,104,M,954812,EUR,903052800,M,32,32,False,47.0,39.0,2.0,1.0,1.0,24.0,28.0,15.0,19.0,6.0,9.0,6.0,,,,86.0,60.0,7.6,9.0,0.263168,1,,,,,1.0,4.0,2.0,3.0,,2.0,2.0,,2.0,,,,,1.0,,,,,0.0432,,1.0,1.0,1.0,1.0,,,,,,,
12448215,home,Fortuna Sittard,Ryan Fosso,ryan-fosso,R. Fosso,M,80,183.0,188,M,1142147,EUR,1024272000,M,80,80,False,26.0,24.0,1.0,,0.0,9.0,9.0,15.0,17.0,,5.0,4.0,,,,90.0,39.0,7.0,7.0,0.0066917,1,,,,,1.0,5.0,,1.0,,1.0,1.0,2.0,,,1.0,Ryan,Fosso,,1.0,,,2.0,0.0292,0.1294,4.0,2.0,1.0,,,,,,,,
12448215,home,Fortuna Sittard,Alen Halilović,alen-halilovic,A. Halilović,M,10,169.0,1721,M,277331,EUR,835056000,M,10,10,False,32.0,30.0,8.0,8.0,0.0,10.0,11.0,22.0,27.0,,5.0,1.0,,,,76.0,53.0,8.0,7.0,0.101789,5,,,6.0,2.0,1.0,5.0,2.0,,,3.0,,,,,1.0,,,2.0,2.0,1.0,,1.0,0.7501,1.0439,2.0,1.0,,,1.0,1.0,,,,,
12448215,home,Fortuna Sittard,Josip Mitrović,josip-mitrovic,J. Mitrović,M,11,174.0,184,M,880751,EUR,960681600,M,28,28,False,16.0,11.0,,,0.0,5.0,6.0,7.0,12.0,,8.0,1.0,,,,76.0,37.0,7.7,12.0,0.0632486,1,,,2.0,1.0,1.0,8.0,1.0,1.0,,5.0,3.0,1.0,2.0,,2.0,Josip,Mitrović,,1.0,,,2.0,0.4757,0.9806,3.0,1.0,2.0,,,1.0,,,,,
12448215,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180.0,133,M,366942,EUR,785980800,M,7,7,False,32.0,26.0,3.0,2.0,0.0,7.0,11.0,20.0,25.0,,4.0,3.0,,,,86.0,61.0,7.6,20.0,0.343272,5,,,4.0,1.0,,5.0,,,1.0,,,5.0,1.0,,,,,1.0,2.0,2.0,,1.0,0.4966,0.406,6.0,3.0,2.0,1.0,,1.0,,,,,
