match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_totalContest,stat_wonContest,captain,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_sofascoreId,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_goals,stat_goodHighClaim
14065721,home,Nice,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,80,80,False,28.0,16.0,17.0,6.0,0.0,15.0,19.0,1.0,9.0,1.0,2.0,8.0,1.0,1.0,3.0,3.0,3.0,90.0,43.0,7.5,13.0,0.00028182,0.3041,0,0.4543,0.02,-0.03,0.25,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065721,home,Nice,Kojo Peprah Oppong,,,peprah-oppong-kojo,K. P. Oppong,D,37,185,1391,M,1473092,EUR,1086307200,D,37,37,False,53.0,47.0,1.0,,0.0,25.0,26.0,22.0,27.0,5.0,3.0,2.0,2.0,,,,,90.0,67.0,7.2,7.0,0.140965,,1,,0.38,0.1,0.31,,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.024,0.0389,3.0,0.0,,,,,,,,,,,,
14065721,home,Nice,Abdulay Juma Bah,,,abdulay-juma-bah,A. J. Bah,D,28,195,5965,M,1606792,EUR,1144713600,D,28,28,False,62.0,59.0,1.0,,0.0,40.0,41.0,19.0,21.0,6.0,4.0,5.0,1.0,,,,,90.0,74.0,7.3,3.0,0.00844312,,0,,0.05,0.17,0.43,,,,3.0,2.0,6.0,,,,1.0,,2.0,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,
14065721,home,Nice,Dante,,,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,62.0,58.0,7.0,5.0,0.0,38.0,38.0,20.0,24.0,3.0,3.0,3.0,,,,,,75.0,74.0,7.4,5.0,0.0343238,,2,,0.29,0.09,0.19,,,,,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0387,0.0121,,-0.17,1.0,,,True,1.0,1.0,,,,,,
14065721,home,Nice,Jonathan Clauss,,,jonathan-clauss,J. Clauss,M,92,178,2004,M,821728,EUR,717379200,M,92,92,False,54.0,45.0,3.0,,0.0,15.0,16.0,30.0,38.0,3.0,,11.0,,,,,,90.0,80.0,7.4,19.0,0.147614,,0,,0.49,0.25,0.16,,13.0,5.0,1.0,,2.0,,,,,,2.0,,,1.0,,,4.0,,,2.0,1.0,,,1.0,,,,,,
14065721,home,Nice,Hicham Boudaoui,,,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,985923,EUR,938044800,M,6,6,False,31.0,27.0,1.0,,0.0,14.0,15.0,13.0,16.0,4.0,1.0,4.0,1.0,,,,,81.0,51.0,6.6,12.0,0.0103061,,3,,-0.06,0.05,0.18,,,,1.0,1.0,3.0,,,1.0,,2.0,2.0,1.0,,,0.1998,0.1185,,-0.52,,2.0,,,1.0,4.0,hicham_boudaoui,1.0,,,,
14065721,home,Nice,Charles Vanhoutte,,,charles-vanhoutte,C. Vanhoutte,M,24,182,622,M,928033,EUR,905904000,M,24,24,False,72.0,65.0,4.0,3.0,1.0,28.0,28.0,37.0,44.0,7.0,6.0,7.0,,,,,,90.0,90.0,7.8,10.0,0.0233114,,0,,0.12,0.19,0.45,,2.0,1.0,,3.0,2.0,1.0,1.0,,,,4.0,3.0,1.0,,,,3.0,,,,,,,,,,,,,
14065721,home,Nice,Melvin Bard,,,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,M,26,26,False,34.0,24.0,6.0,1.0,0.0,12.0,14.0,12.0,20.0,2.0,1.0,3.0,1.0,,,,,90.0,59.0,7.1,17.0,0.155068,,1,,0.42,0.12,0.15,,7.0,3.0,1.0,,2.0,1.0,2.0,,,1.0,,,,1.0,0.0449,,4.0,-0.04,,1.0,1.0,,,,,1.0,,,,
14065721,home,Nice,Sofiane Diop,,,sofiane-diop,S. Diop,M,10,175,3842,M,944164,EUR,960508800,F,10,10,False,22.0,19.0,1.0,,0.0,6.0,6.0,13.0,16.0,3.0,2.0,4.0,,,,,,62.0,37.0,6.3,8.0,0.0274146,,2,,-0.06,0.34,,,2.0,,1.0,1.0,6.0,1.0,,,,,,,3.0,1.0,0.0618,,,-0.25,1.0,2.0,2.0,,,2.0,,2.0,1.0,,,
14065721,home,Nice,Jérémie Boga,,,jeremie-boga,J. Boga,F,13,172,4912,M,367056,EUR,852249600,F,7,7,False,24.0,22.0,3.0,2.0,0.0,5.0,5.0,17.0,19.0,1.0,,2.0,1.0,,,,,75.0,33.0,7.6,6.0,0.0213442,,4,,0.04,0.58,0.14,,1.0,,1.0,,3.0,1.0,,1.0,,,,,,,0.5515,0.1569,1.0,0.38,,1.0,,,,1.0,jeremieboga,3.0,,1.0,1.0,
