match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_errorLeadToAShot,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goalAssist,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10385621,home,Leeds United,Illan Meslier,,,illan-meslier,I. Meslier,G,16,196,1694,M,906076,EUR,951955200,G,1,1,False,24.0,13.0,21.0,10.0,4.0,6.0,9.0,18.0,1.0,7.0,1.0,2.0,90.0,29.0,6.5,11.0,0.0,0.0,0.00172406,0,0.4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385621,home,Leeds United,Luke Ayling,,,luke-ayling,L. Ayling,D,12,183,334,M,102624,EUR,683078400,D,2,2,False,40.0,28.0,5.0,2.0,12.0,16.0,16.0,28.0,1.0,7.0,,,90.0,79.0,6.6,19.0,0.1147,0.0,0.0153972,2,,4.0,3.0,2.0,7.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10385621,home,Leeds United,Robin Koch,,,robin-koch,R. Koch,D,4,190,1826,M,581302,EUR,837561600,D,5,5,False,26.0,17.0,7.0,1.0,11.0,14.0,6.0,12.0,4.0,3.0,,,90.0,33.0,6.3,9.0,0.0,0.0,0.00111542,0,,,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385621,home,Leeds United,Liam Cooper,,,liam-cooper,L. Cooper,D,16,186,304,M,39327,EUR,681177600,D,6,6,False,33.0,18.0,11.0,5.0,11.0,14.0,7.0,19.0,6.0,6.0,,,90.0,46.0,6.3,17.0,0.0,0.0,0.00377376,0,,,,1.0,3.0,2.0,1.0,1.0,,,,1.0,2.0,,,1.0,1.0,1.0,True,1.0,,,,,,,,,,,,,
10385621,home,Leeds United,Junior Firpo,,,junior-firpo,J. Firpo,D,23,184,2241,M,914835,EUR,840672000,D,3,3,False,24.0,11.0,4.0,,8.0,15.0,3.0,9.0,2.0,4.0,,,90.0,41.0,6.5,15.0,0.0,0.0,0.00169638,0,,,,,3.0,3.0,1.0,1.0,,,,1.0,,3.0,3.0,,,1.0,,,,,,,,,,,,,,,
10385621,home,Leeds United,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7292,M,881931,EUR,904262400,M,28,28,False,35.0,23.0,4.0,1.0,8.0,10.0,16.0,26.0,1.0,8.0,,,90.0,52.0,6.9,14.0,0.0682,0.0,0.0696071,2,,1.0,1.0,,4.0,5.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,2.0,1.0,,,west.mckennie,1.0,1.0,2.0,,,,,,,,,
10385621,home,Leeds United,Marc Roca,,,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,8,8,False,37.0,24.0,6.0,2.0,12.0,16.0,12.0,23.0,3.0,11.0,,,90.0,55.0,6.7,18.0,0.4089,0.1348,0.144736,2,,2.0,,1.0,6.0,5.0,2.0,1.0,,1.0,,1.0,,2.0,1.0,,2.0,2.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,
10385621,home,Leeds United,Jack Harrison,,,jack-harrison,J. Harrison,M,17,175,1145,M,829570,EUR,848448000,M,11,11,False,31.0,20.0,2.0,,7.0,9.0,17.0,29.0,2.0,7.0,,,90.0,64.0,7.7,22.0,0.0,0.0,0.601283,0,,7.0,1.0,,7.0,7.0,1.0,4.0,1.0,,,,3.0,2.0,,4.0,4.0,1.0,,,,4.0,1.0,4.0,2.0,,,1.0,,,,,
10385621,home,Leeds United,Rodrigo,,,rodrigo,Rodrigo,M,19,181,2040,M,542472,EUR,668217600,M,19,19,False,15.0,13.0,2.0,,8.0,8.0,5.0,8.0,1.0,4.0,,,68.0,36.0,6.9,9.0,0.208,0.0,0.00478317,2,,1.0,4.0,4.0,9.0,9.0,,1.0,,1.0,1.0,,1.0,4.0,1.0,4.0,1.0,3.0,,,,,1.0,,,,,,,,,,
10385621,home,Leeds United,Luis Sinisterra,,,luis-sinisterra,L. Sinisterra,F,17,176,6576,M,836070,EUR,929577600,M,23,23,False,7.0,6.0,1.0,,4.0,5.0,2.0,3.0,,3.0,,,32.0,14.0,7.1,4.0,0.524,0.3141,0.00045716,2,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,Sinisterra29,,2.0,,,,1.0,,1.0,,,,
