match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_accurateCross,stat_wonTackle,stat_errorLeadToAShot,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_punches,stat_accurateKeeperSweeper,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork
11388480,home,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,796943,EUR,872899200,F,9,9,False,24.0,14.0,,,4.0,8.0,10.0,16.0,12.0,4.0,3.0,,,,,90.0,45.0,7.5,16.0,0.0569293,3,,,3.0,9.0,8.0,3.0,1.0,4.0,,1.0,,,2.0,,,1.0,0.181,,,,3.0,2.0,1.0,,,,,,,,,,,,
11388480,home,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,17,17,True,7.0,6.0,1.0,1.0,,,7.0,8.0,2.0,1.0,1.0,,,,,17.0,13.0,7.0,1.0,0.0369382,1,,1.0,,1.0,2.0,,,1.0,,,,,,2.0,,1.0,0.0638,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,
11388480,home,Sparta Rotterdam,Charles-Andreas Brym,charles-andreas-brym,C. Brym,F,7,180,203,M,990814,EUR,902534400,F,19,19,True,5.0,4.0,,,1.0,1.0,5.0,8.0,1.0,1.0,,,,,,17.0,11.0,7.1,4.0,0.115428,0,,4.0,,1.0,1.0,,,,,1.0,Charles-Andreas,Brym,,,,,,2.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,
11388480,home,Sparta Rotterdam,Tijs Velthuis,tijs-velthuis,T. Velthuis,D,5,190,110,M,961674,EUR,1010793600,D,14,14,True,,,,,,,,,,,,,,,,1.0,,,,,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388480,home,Sparta Rotterdam,Youri Schoonderwaldt,youri-schoonderwaldt,Y. Schoonderwaldt,G,13,195,40,M,996720,EUR,952905600,G,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388480,home,Sparta Rotterdam,Kaylen Reitmaier,kaylen-reitmaier,K. Reitmaier,G,,197,12,M,1508529,EUR,1081123200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Kaylen Reitmaier,,,,,,,,,,,,,,,,,,,,,,,,
11388480,home,Sparta Rotterdam,Sergi Rosanas,sergi-rosanas,S. Rosanas,D,,172,57,M,908715,EUR,980726400,D,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Sergi,Rosanas,,,,,,,,,,,,,,,,,,,,,,,
11388480,home,Sparta Rotterdam,Django Warmerdam,django-warmerdam,D. Warmerdam,D,3,180,44,M,356018,EUR,810000000,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388480,home,Sparta Rotterdam,Metinho,metinho,Metinho,M,5,178,957,M,1106148,EUR,1051056000,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Metinho,,,,,,,,,,,,,,,,,,,,,,,,
11388480,home,Sparta Rotterdam,Hamza El Dahri,el-dahri-hamza,H. e. Dahri,M,21,177,113,M,1539611,EUR,1109980800,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Hamza el Dahri,,,,,,,,,,,,,,,,,,,,,,,,
11388480,home,Sparta Rotterdam,Rayvien Rosario,rosario-rayvien,R. Rosario,F,,181,51,M,1442072,EUR,1081641600,F,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1521,M,134029,EUR,702691200,G,1,1,False,26.0,16.0,18.0,8.0,12.0,15.0,4.0,11.0,1.0,9.0,,3.0,2.0,5.0,1.0,90.0,42.0,7.9,10.0,0.00070216,0,0.113,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
11388480,away,AZ Alkmaar,Yukinari Sugawara,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,2,2,False,27.0,21.0,5.0,1.0,10.0,15.0,12.0,15.0,,1.0,,,,,,56.0,36.0,7.1,9.0,0.0167808,1,,3.0,,,2.0,,,,,,,,,,,1.0,0.0658,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,
11388480,away,AZ Alkmaar,Wouter Goes,wouter-goes,W. Goes,D,3,187,709,M,1145982,EUR,1086825600,D,3,3,False,44.0,39.0,2.0,,23.0,24.0,17.0,21.0,,4.0,,,,,,90.0,53.0,6.7,5.0,0.0951231,0,,1.0,1.0,,3.0,,,4.0,,,,,,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,Alexandre Penetra,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,66.0,62.0,9.0,7.0,45.0,47.0,17.0,19.0,6.0,1.0,1.0,,,,,90.0,78.0,7.0,4.0,0.00993876,0,,,5.0,2.0,6.0,,,6.0,3.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,David Möller Wolfe,david-moller-wolfe,D. M. Wolfe,D,6,185,958,M,1031283,EUR,1019520000,D,18,18,False,32.0,29.0,2.0,2.0,18.0,20.0,12.0,16.0,2.0,3.0,,,,,,84.0,46.0,6.9,7.0,0.0498272,0,,4.0,,2.0,1.0,,,2.0,,,,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,Kristijan Belić,kristijan-belic,K. Belić,M,17,177,617,M,994591,EUR,985392000,M,14,14,False,46.0,39.0,3.0,2.0,22.0,23.0,17.0,23.0,6.0,4.0,1.0,,,,,84.0,65.0,7.0,11.0,0.0292356,0,,,1.0,1.0,8.0,4.0,1.0,5.0,3.0,,,,,1.0,,1.0,,,2.0,,1.0,1.0,,,,2.0,,,,,,,,,
11388480,away,AZ Alkmaar,Jordy Clasie,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,61.0,55.0,7.0,4.0,21.0,21.0,34.0,40.0,3.0,6.0,,,,,,90.0,69.0,7.0,6.0,0.0484972,0,,,,,4.0,1.0,1.0,1.0,2.0,,,,,,2.0,1.0,,,1.0,,1.0,,,,True,3.0,,,,,,,,,
11388480,away,AZ Alkmaar,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,16,16,False,40.0,34.0,5.0,5.0,14.0,14.0,20.0,27.0,2.0,3.0,,,,,,76.0,49.0,7.1,10.0,0.0903905,1,,1.0,1.0,2.0,3.0,1.0,,1.0,,1.0,,,1.0,,,1.0,0.1231,,,,1.0,,,,,,,,1.0,,,,,,
11388480,away,AZ Alkmaar,Dani de Wit,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,False,26.0,21.0,,,10.0,11.0,11.0,16.0,6.0,3.0,1.0,,,,,90.0,41.0,6.9,8.0,0.0367198,1,,1.0,3.0,2.0,8.0,1.0,,2.0,3.0,1.0,,,,1.0,1.0,3.0,0.043,,2.0,,2.0,,,1.0,,1.0,1.0,,,,,,,,
11388480,away,AZ Alkmaar,Ruben van Bommel,ruben-van-bommel,R. van Bommel,M,7,191,2030,M,1212550,EUR,1091491200,M,15,15,False,25.0,21.0,1.0,,8.0,11.0,14.0,18.0,2.0,2.0,,,,,,76.0,39.0,6.6,10.0,0.149835,2,,4.0,2.0,1.0,6.0,1.0,,,1.0,1.0,,,1.0,,,2.0,0.0398,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,
11388480,away,AZ Alkmaar,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15284,M,795236,EUR,911606400,F,9,9,False,29.0,20.0,5.0,2.0,10.0,11.0,10.0,19.0,9.0,1.0,1.0,,,,,90.0,57.0,6.7,17.0,0.102047,6,,1.0,3.0,4.0,6.0,1.0,,1.0,5.0,5.0,,,1.0,,,1.0,0.6916,,3.0,,2.0,1.0,2.0,,,,3.0,,,,,,vangelis_pavlidis,2.0,1.0
11388480,away,AZ Alkmaar,Finn Stam,finn-stam,F. Stam,D,3,188,79,M,1125984,EUR,1050192000,D,36,36,True,15.0,12.0,4.0,2.0,5.0,5.0,7.0,10.0,1.0,2.0,,,,,,34.0,20.0,6.4,3.0,0.00996667,0,,,2.0,,4.0,1.0,1.0,1.0,,,Finn Stam,,,,,3.0,,,,,,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,Myron Van Brederode,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,F,19,19,True,12.0,11.0,1.0,1.0,2.0,2.0,10.0,14.0,,1.0,,,,,,14.0,19.0,6.8,6.0,0.0629238,0,,4.0,1.0,,1.0,,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,Ernest Poku,ernest-poku,E. Poku,M,19,172,5105,M,1119502,EUR,1075248000,F,21,21,True,6.0,6.0,,,4.0,4.0,2.0,3.0,3.0,2.0,1.0,,,,,14.0,14.0,7.0,1.0,0.00689865,2,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,0.0899,,,,,,1.0,,,,1.0,,,,,,,,
11388480,away,AZ Alkmaar,Mees de Wit,mees-de-wit,M. de Wit,D,34,178,170,M,893559,EUR,892771200,D,34,34,True,5.0,5.0,,,1.0,1.0,5.0,6.0,,,,,,,,13.0,8.0,6.7,1.0,0.0814225,1,,2.0,1.0,,1.0,,,,,,,,,,,,0.0462,1.0,,,1.0,,,,,,1.0,,,,,,,,
11388480,away,AZ Alkmaar,Lequincio Zeefuik,lequincio-zeefuik,L. Zeefuik,F,25,197,305,M,1118181,EUR,1101427200,F,28,28,True,1.0,,1.0,,,1.0,,,,1.0,,,,,,13.0,4.0,6.3,2.0,,1,,,1.0,,3.0,1.0,,1.0,,,Lequincio Zeefuik,,,,,1.0,0.1255,,,,,,,,,,1.0,,,,,,,,
11388480,away,AZ Alkmaar,Hobie Verhulst,hobie-verhulst,H. Verhulst,G,12,189,76,M,97401,EUR,733708800,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,Rome Jayden Owusu-Oduro,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189,1341,M,1145999,EUR,1088726400,G,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,Maxim Dekker,maxim-dekker,M. Dekker,D,4,192,201,M,1119294,EUR,1082505600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Maxim Dekker,,,,,,,,,,,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,Tiago Dantas,tiago-dantas,T. Dantas,M,26,169,1156,M,945097,EUR,977616000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,Ibrahim Sadiq,ibrahim-sadiq,I. Sadiq,M,11,166,1316,M,905174,EUR,957657600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388480,away,AZ Alkmaar,Jayden Addai,jayden-addai,J. Addai,M,42,176,3073,M,1177723,EUR,1125014400,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
