match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_keyPass,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_accurateCross,stat_totalOffside,stat_errorLeadToAGoal
10388466,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,20,20,False,37.0,30.0,13.0,6.0,27.0,28.0,3.0,9.0,1.0,1.0,7.0,2.0,1.0,1.0,90.0,46.0,6.5,7.0,0.0,0.0,0.00044061,0,-0.8189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388466,home,1. FC Köln,Benno Schmitz,,,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,False,53.0,40.0,7.0,2.0,15.0,18.0,25.0,36.0,1.0,4.0,6.0,,,,90.0,68.0,6.7,16.0,0.0,0.0,0.0351357,0,,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388466,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,56.0,44.0,7.0,2.0,34.0,38.0,10.0,18.0,2.0,5.0,5.0,,,,90.0,70.0,6.9,14.0,0.0,0.0,0.00603017,0,,,,3.0,,3.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388466,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,53.0,42.0,9.0,2.0,34.0,37.0,8.0,16.0,3.0,11.0,9.0,,,,90.0,69.0,7.1,12.0,0.0,0.0,0.00472147,0,,,1.0,4.0,,4.0,6.0,4.0,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
10388466,home,1. FC Köln,Jonas Hector,,,jonas-hector,J. Hector,D,,185,234,,124544,EUR,643766400,D,14,14,False,59.0,53.0,5.0,3.0,36.0,37.0,17.0,22.0,1.0,10.0,8.0,,,,90.0,84.0,7.4,9.0,0.1827,0.0,0.117874,1,,,1.0,4.0,1.0,2.0,5.0,4.0,1.0,1.0,,,,1.0,True,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,
10388466,home,1. FC Köln,Ellyes Skhiri,,,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,28,28,False,52.0,46.0,1.0,1.0,25.0,28.0,21.0,24.0,2.0,4.0,11.0,,,,67.0,61.0,9.2,7.0,0.8858,1.6224,0.244283,2,,,,1.0,,2.0,2.0,1.0,,1.0,,1.0,,,,,,,1.0,ellyes_skhiri,1.0,1.0,2.0,2.0,,,,,,,,,
10388466,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,41.0,34.0,1.0,,20.0,20.0,14.0,22.0,2.0,10.0,8.0,,,,90.0,65.0,7.0,13.0,0.0828,0.0,0.0148024,1,,1.0,2.0,9.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,,1.0,,1.0,,,,,,,,,,,,,,,
10388466,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,27.0,21.0,1.0,1.0,5.0,6.0,16.0,23.0,,2.0,5.0,,,,81.0,37.0,8.7,11.0,0.2178,0.9006,0.340436,2,,2.0,2.0,7.0,3.0,,,,,2.0,,,1.0,,,2.0,2.0,1.0,3.0,,2.0,2.0,1.0,1.0,,,,,,,,,
10388466,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,34.0,25.0,5.0,2.0,9.0,13.0,16.0,21.0,,4.0,7.0,,,,59.0,51.0,6.8,13.0,0.1768,0.0,0.0605541,1,,,,4.0,,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,
10388466,home,1. FC Köln,Denis Huseinbašić,,,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,F,8,8,False,16.0,11.0,1.0,1.0,5.0,5.0,6.0,12.0,3.0,5.0,1.0,,,,59.0,38.0,7.0,16.0,0.4263,0.796,0.0106084,2,,1.0,2.0,8.0,,,,,1.0,3.0,1.0,,5.0,1.0,,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,
