match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_fouls,stat_accurateCross,player_sofascoreId,stat_shotOffTarget,stat_goals,stat_totalOffside,player_firstName,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
12437547,home,Real Betis,Adrián,adrian,Adrián,G,13,190,2131,M,50539,EUR,536630400,G,13,13,False,28.0,24.0,9.0,5.0,0.0,22.0,22.0,2.0,6.0,1.0,1.0,5.0,1.0,4.0,4.0,1.0,90.0,38.0,7.7,5.0,0.00049407,0,1.1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437547,home,Real Betis,Aitor Ruibal,aitor-ruibal,A. Ruibal,D,24,176,879,M,893062,EUR,827452800,D,24,24,False,48.0,41.0,5.0,3.0,0.0,22.0,22.0,19.0,27.0,10.0,4.0,9.0,2.0,,,,90.0,82.0,7.8,14.0,0.320435,2,,1.0,7.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,0.0317,0.0111,1.0,,,,,,,,,,,,,,,,,
12437547,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1917,M,99519,EUR,663897600,D,5,5,False,46.0,38.0,11.0,6.0,0.0,31.0,33.0,7.0,13.0,12.0,4.0,3.0,,,,,90.0,60.0,7.2,10.0,0.00345295,0,,,4.0,1.0,,1.0,1.0,,,,4.0,2.0,2.0,,,,True,2.0,7.0,1.0,1.0,,,,,,,,,,,,
12437547,home,Real Betis,Natan,natan,Natan,D,4,188,3251,M,1015287,EUR,981417600,D,6,6,False,47.0,42.0,5.0,3.0,0.0,29.0,29.0,13.0,18.0,5.0,5.0,4.0,1.0,,,,90.0,59.0,7.1,6.0,0.0060086,0,,,2.0,,,,,,,,2.0,2.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,
12437547,home,Real Betis,Romain Perraud,romain-perraud,R. Perraud,D,15,173,596,M,827519,EUR,874886400,D,15,15,False,43.0,42.0,2.0,1.0,0.0,14.0,14.0,30.0,32.0,3.0,2.0,2.0,3.0,,,,90.0,70.0,6.9,10.0,0.0870772,0,,3.0,5.0,,,2.0,,,,,,,4.0,,,2.0,,2.0,,,2.0,2.0,,,,,,,,,,,
12437547,home,Real Betis,William Carvalho,william-carvalho,W. Carvalho,M,41,187,1602,M,137978,EUR,702604800,M,14,14,False,39.0,37.0,1.0,1.0,0.0,8.0,9.0,29.0,31.0,3.0,,2.0,,,,,57.0,46.0,7.2,4.0,0.0481401,0,,1.0,1.0,,,,,,,1.0,3.0,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
12437547,home,Real Betis,Sergi Altimira,sergi-altimira,S. Altimira,M,6,188,1049,M,1137814,EUR,998697600,M,16,16,False,51.0,49.0,4.0,3.0,0.0,22.0,23.0,28.0,29.0,3.0,1.0,2.0,2.0,,,,79.0,66.0,6.8,7.0,0.0441807,0,,1.0,3.0,,2.0,,,,,,,,3.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12437547,home,Real Betis,Jesús Rodriguez,jesus-rodriguez,J. Rodriguez,M,17,185,4146,M,1800245,EUR,1132531200,M,36,36,False,11.0,7.0,,,0.0,2.0,2.0,5.0,10.0,2.0,1.0,4.0,1.0,,,,57.0,27.0,6.3,12.0,0.0472971,0,,1.0,8.0,4.0,,2.0,1.0,,,,,,6.0,,,,,1.0,,,2.0,,,,,,,,,,,,
12437547,home,Real Betis,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,798835,EUR,829008000,M,20,20,False,16.0,14.0,,,0.0,5.0,5.0,9.0,13.0,1.0,,,1.0,,,,45.0,23.0,6.9,5.0,0.0124523,1,,2.0,,,,,,1.0,,,,,1.0,0.0316,0.1579,,,,,,,,locelso_giovani,,,,,,,,,,
12437547,home,Real Betis,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,1011375,EUR,1008547200,M,10,10,False,32.0,31.0,,,0.0,6.0,6.0,25.0,29.0,1.0,1.0,5.0,,,,,79.0,44.0,6.7,10.0,0.044568,0,,3.0,3.0,,,1.0,,,,,,,5.0,,,,,2.0,1.0,,,,ez_abde,,,,,,,,,,
