match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_duelLost,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_keyPass,stat_accurateCross,stat_clearanceOffLine,stat_outfielderBlock,stat_challengeLost,stat_totalOffside,player_sofascoreId,stat_goodHighClaim
11406873,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,10.0,9.0,1.0,9.0,10.0,6.0,1.0,1.0,90.0,13.0,6.9,1.0,4.386e-05,0,0.1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406873,home,Udinese,Nehuén Pérez,,,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,60.0,54.0,6.0,37.0,39.0,3.0,,,90.0,81.0,7.7,9.0,0.0112378,2,,3.0,17.0,22.0,1.0,1.0,5.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0373,,,,,,,,,,,,,,,,,,
11406873,home,Udinese,Lautaro Giannetti,,,lautaro-giannetti,L. Giannetti,D,30,184,387,M,233856,EUR,753148800,D,30,30,False,56.0,52.0,2.0,43.0,44.0,5.0,,,90.0,65.0,7.0,4.0,0.00272358,0,,1.0,9.0,12.0,,1.0,2.0,,4.0,1.0,1.0,,,,,2.0,3.0,2.0,,,,,,,,,,,,,,,
11406873,home,Udinese,Thomas Kristensen,Thomas Kristensen,,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,57.0,51.0,5.0,31.0,34.0,2.0,,,90.0,77.0,7.2,12.0,0.008475,2,,3.0,20.0,23.0,,2.0,4.0,,1.0,,,,1.0,,0.068,3.0,4.0,,1.0,2.0,2.0,1.0,1.0,0.0896,,,,,,,,,
11406873,home,Udinese,Roberto Pereyra,,,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,M,37,37,False,25.0,22.0,2.0,5.0,7.0,3.0,,,57.0,34.0,6.4,8.0,0.0152103,0,,2.0,17.0,18.0,,,1.0,,,,,,2.0,,,,4.0,2.0,,4.0,1.0,,,,True,1.0,,,,,,,
11406873,home,Udinese,Sandi Lovrić,,,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,4,4,False,42.0,34.0,2.0,10.0,11.0,6.0,,,90.0,53.0,8.0,9.0,0.150311,1,,1.0,28.0,36.0,5.0,1.0,3.0,,,,,,,2.0,0.113,1.0,1.0,,,,,1.0,,,,4.0,4.0,1.0,1.0,,,,
11406873,home,Udinese,Walace,,,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,36.0,30.0,4.0,13.0,15.0,6.0,,,90.0,49.0,7.0,8.0,0.0191981,4,,1.0,17.0,22.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1487,,3.0,2.0,,,,2.0,,,,1.0,,,,1.0,,,
11406873,home,Udinese,Martín Payero,,,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,32,32,False,15.0,9.0,1.0,2.0,3.0,,,,68.0,24.0,6.6,10.0,0.00648658,1,,,7.0,13.0,1.0,,3.0,,,,,,3.0,2.0,0.0512,,4.0,4.0,,1.0,1.0,1.0,,,,,,,,,,,
11406873,home,Udinese,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,M,33,33,False,22.0,18.0,2.0,7.0,7.0,2.0,,,68.0,38.0,6.7,12.0,0.0130122,0,,1.0,11.0,16.0,1.0,,3.0,,2.0,,,,1.0,1.0,,,3.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,
11406873,home,Udinese,Florian Thauvin,,,florian-thauvin,F. Thauvin,F,24,179,8040,M,148824,EUR,728006400,F,26,26,False,31.0,21.0,3.0,7.0,9.0,3.0,,,88.0,51.0,7.2,18.0,0.161198,2,,,18.0,28.0,6.0,,5.0,1.0,,,,,2.0,2.0,0.1015,1.0,5.0,1.0,1.0,5.0,3.0,,1.0,0.3306,,3.0,4.0,,,,1.0,,
