match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_wonContest,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_errorLeadToAShot
12499695,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,35.0,14.0,23.0,2.0,0.0,14.0,21.0,14.0,1.0,1.0,1.0,14.0,4.0,3.0,3.0,90.0,50.0,7.4,21.0,8.094e-05,0,0.2303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499695,home,Eintracht Frankfurt,Nnamdi Collins,nnamdi-collins,N. Collins,D,34,191,1316,M,1048569,EUR,1073692800,D,34,34,False,,23.0,20.0,3.0,1.0,0.0,17.0,19.0,4.0,1.0,2.0,4.0,6.0,,,,90.0,34.0,7.1,5.0,0.00125495,0,,Nnamdi Collins,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499695,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,,39.0,34.0,4.0,1.0,0.0,29.0,32.0,7.0,6.0,7.0,9.0,1.0,,,,90.0,55.0,7.5,6.0,0.00099502,0,,,,5.0,3.0,,,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
12499695,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186,2196,M,965778,EUR,959212800,D,3,3,False,,35.0,31.0,2.0,2.0,0.0,24.0,26.0,9.0,,2.0,6.0,6.0,,,,90.0,50.0,7.3,6.0,0.00362058,1,,,,7.0,4.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,2.0,0.0694,,,,,,,,,,,,,,,
12499695,home,Eintracht Frankfurt,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,13,186,1615,M,921789,EUR,868579200,M,13,13,False,,32.0,23.0,2.0,,1.0,11.0,15.0,17.0,,5.0,1.0,5.0,,,,74.0,46.0,7.2,13.0,0.348515,0,,,,12.0,7.0,3.0,4.0,,,2.0,2.0,,3.0,,,,,3.0,1.0,1.0,,,,,,,,,,,,
12499695,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,False,,45.0,39.0,4.0,2.0,0.0,31.0,33.0,12.0,,4.0,,10.0,,,,90.0,54.0,7.3,6.0,0.0415757,1,,,,8.0,4.0,3.0,2.0,,1.0,2.0,,,,,,,0.0724,2.0,1.0,2.0,ellyes_skhiri,1.0,1.0,,,,,,,,,
12499695,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,,35.0,30.0,4.0,2.0,0.0,24.0,27.0,8.0,,2.0,1.0,5.0,,,,75.0,48.0,6.6,7.0,0.00602517,1,,Hugo Larsson,,6.0,3.0,,,,2.0,2.0,1.0,2.0,2.0,,,,0.1574,,,,,,1.0,1.0,1.0,0.6108,,,,,,
12499695,home,Eintracht Frankfurt,Nathaniel Brown,nathaniel-brown,N. Brown,D,21,179,1784,M,1159759,EUR,1055721600,M,21,21,False,,17.0,14.0,,,0.0,7.0,8.0,12.0,1.0,8.0,3.0,3.0,,,,90.0,49.0,7.7,8.0,0.0635996,2,,,,8.0,3.0,1.0,1.0,,2.0,6.0,5.0,,1.0,,2.0,2.0,0.1004,,,2.0,,,,,,,3.0,1.0,,,,
12499695,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,F,27,27,False,,31.0,22.0,1.0,,0.0,8.0,13.0,21.0,,8.0,,5.0,,,,87.0,50.0,7.0,18.0,0.032568,0,,,,14.0,7.0,2.0,3.0,,,4.0,2.0,2.0,2.0,3.0,,1.0,,3.0,,2.0,MarioGotze,,,,,,3.0,,,,,
12499695,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,F,36,36,False,,27.0,19.0,,,0.0,4.0,5.0,22.0,1.0,10.0,,2.0,,,,87.0,49.0,7.6,16.0,0.149388,2,,,,15.0,10.0,4.0,7.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,,0.2269,6.0,,3.0,,1.0,1.0,,,,,,1.0,1.0,,
