match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_aerialWon,stat_lastManTackle,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,captain,stat_aerialLost,stat_bigChanceMissed,stat_goalAssist,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,player_sofascoreId,stat_penaltyWon
11352649,home,Burnley,James Trafford,,,james-trafford,J. Trafford,G,1,197,21722,M,980643,EUR,1034208000,G,1,1,False,59.0,50.0,21.0,12.0,45.0,47.0,5.0,12.0,14.0,2.0,2.0,1.0,2.0,90.0,74.0,6.7,11.0,0.0,0.0,0.00257011,0,-1.1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352649,home,Burnley,Vitinho,,,vitinho,Vitinho,D,2,175,3591,M,914477,EUR,932688000,D,22,22,False,12.0,10.0,,,5.0,6.0,5.0,6.0,2.0,,,,,61.0,26.0,6.0,6.0,0.0,0.0,0.00612839,0,,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352649,home,Burnley,Ameen Al-Dakhil,Ameen,Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185,551,M,1979970,EUR,1015372800,D,28,28,False,19.0,18.0,1.0,,18.0,19.0,,,1.0,,,,,45.0,23.0,6.4,2.0,0.0,0.0,7.095e-05,0,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352649,home,Burnley,Hannes Delcroix,,,hannes-delcroix,H. Delcroix,D,3,185,5292,M,826169,EUR,920160000,D,44,44,False,62.0,53.0,3.0,1.0,49.0,54.0,4.0,8.0,5.0,,,,,90.0,73.0,6.4,10.0,0.0,0.0,0.00086926,0,,3.0,5.0,,1.0,1.0,,,,,2.0,1.0,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,
11352649,home,Burnley,Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,183,248,M,166381,EUR,748224000,D,3,3,False,52.0,38.0,7.0,2.0,26.0,29.0,12.0,24.0,7.0,,,,,90.0,77.0,6.0,20.0,0.0537,0.0,0.00728064,2,,3.0,4.0,,1.0,2.0,,2.0,,,2.0,,2.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11352649,home,Burnley,Sander Berge,,,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,39.0,36.0,4.0,4.0,29.0,31.0,7.0,8.0,4.0,,,,,90.0,46.0,6.2,5.0,0.0426,0.0,0.00763192,1,,6.0,2.0,1.0,2.0,,,,,,3.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,
11352649,home,Burnley,Josh Cullen,,,cullen-josh,J. Cullen,M,24,175,875,M,792122,EUR,828835200,M,24,24,False,24.0,22.0,1.0,1.0,15.0,16.0,7.0,8.0,4.0,,,,,61.0,29.0,6.6,3.0,0.0,0.0,0.00247157,0,,2.0,3.0,,,,,,,1.0,1.0,,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,
11352649,home,Burnley,Josh Brownhill,,,josh-brownhill,J. Brownhill,M,8,179,817,M,358394,EUR,819331200,M,8,8,False,31.0,26.0,,,12.0,14.0,14.0,21.0,3.0,,,,,90.0,45.0,6.9,11.0,0.0,0.0,0.0483756,0,,3.0,4.0,1.0,1.0,3.0,2.0,1.0,,1.0,,,2.0,2.0,,1.0,,4.0,,,,,1.0,True,1.0,,,,,,,,,
11352649,home,Burnley,Mike Trésor,,,mike-tresor,M. Trésor,M,31,175,1090,M,826183,EUR,927849600,F,31,31,False,10.0,6.0,,,6.0,9.0,,2.0,3.0,,,,,61.0,25.0,5.8,12.0,0.3095,0.0,0.00016464,1,,7.0,3.0,1.0,1.0,,,1.0,,,,,3.0,2.0,,,,1.0,5.0,,1.0,,,,,1.0,,,,,,,,
11352649,home,Burnley,Lyle Foster,,,foster-lyle,L. Foster,F,9,180,7126,M,901907,EUR,967939200,F,17,17,False,17.0,11.0,2.0,2.0,7.0,11.0,4.0,6.0,3.0,,,,,90.0,28.0,7.1,9.0,0.0923,0.0,0.0941153,1,,6.0,9.0,1.0,,,,2.0,,2.0,,,3.0,,,3.0,,,1.0,1.0,1.0,,1.0,,5.0,,1.0,3.0,,,,,,
