match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_errorLeadToAGoal,stat_wasFouled,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_outfielderBlock,stat_totalOffside,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
11067549,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,19.0,11.0,10.0,2.0,10.0,13.0,1.0,6.0,1.0,1.0,1.0,10.0,2.0,3.0,5.0,1.0,1.0,1.0,90.0,37.0,7.1,10.0,0.0,0.0,0.00015517,0,0.8791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067549,home,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,51.0,46.0,4.0,1.0,32.0,33.0,14.0,18.0,3.0,2.0,1.0,8.0,,,,,,,90.0,59.0,6.5,7.0,0.0269,0.1205,0.00787122,1,,True,2.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11067549,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192,765,M,810715,EUR,790905600,D,33,33,False,44.0,29.0,11.0,3.0,22.0,26.0,7.0,18.0,1.0,,4.0,6.0,,,,,,,90.0,51.0,5.8,15.0,0.0,0.0,0.0850782,0,,,3.0,4.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11067549,home,Bahia,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,899,M,794838,EUR,674697600,D,31,31,False,29.0,23.0,3.0,1.0,17.0,21.0,6.0,8.0,,,,4.0,,,,,,,45.0,34.0,6.5,6.0,0.0941,0.0,0.00088525,1,,,1.0,4.0,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
11067549,home,Bahia,Cicinho,cicinho,Cicinho,D,2,168,196,M,243271,EUR,599097600,M,40,40,False,33.0,27.0,3.0,1.0,13.0,15.0,14.0,21.0,11.0,1.0,2.0,6.0,,,,,,,90.0,70.0,6.4,20.0,0.2501,0.1484,0.0300729,2,,,2.0,6.0,1.0,,4.0,6.0,,1.0,,,1.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,,,,,,,,,
11067549,home,Bahia,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,M,16,16,False,34.0,29.0,3.0,3.0,15.0,16.0,14.0,19.0,3.0,1.0,2.0,2.0,,,,,,,88.0,44.0,6.6,7.0,0.0,0.0,0.00888468,0,,,1.0,3.0,,2.0,,,,1.0,,,,,,1.0,1.0,2.0,2.0,,,1.0,,,,,,,,
11067549,home,Bahia,Rezende,rezende,Rezende,D,5,186,736,M,868030,EUR,789004800,M,5,5,False,36.0,33.0,2.0,2.0,21.0,22.0,12.0,14.0,7.0,2.0,,10.0,,,,,,,90.0,61.0,6.9,9.0,0.0594,0.0,0.00706527,2,,,1.0,7.0,,2.0,2.0,2.0,,1.0,,1.0,,5.0,2.0,,2.0,,,,1.0,,2.0,,,,,,,
11067549,home,Bahia,Ryan,ryan,Ryan,D,,177,222,M,1086990,EUR,1021334400,M,66,66,False,46.0,39.0,5.0,4.0,17.0,23.0,23.0,30.0,6.0,1.0,1.0,4.0,,,,,,,90.0,74.0,7.2,18.0,0.0257,0.0,0.0503372,1,,,,4.0,,,2.0,3.0,3.0,2.0,,,,2.0,2.0,7.0,,2.0,2.0,,,,1.0,Ryan,,1.0,1.0,1.0,,
11067549,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,F,8,8,False,39.0,27.0,1.0,,7.0,7.0,22.0,38.0,6.0,1.0,,7.0,,,,,,,90.0,61.0,7.1,20.0,0.3255,0.4241,0.134545,3,,,,7.0,1.0,,1.0,,2.0,2.0,,2.0,2.0,,,6.0,2.0,6.0,5.0,,,1.0,,,,,2.0,,1.0,
11067549,home,Bahia,Kayky,kayky,Kayky,M,37,175,2624,M,1106151,EUR,1055203200,F,37,37,False,21.0,15.0,,,6.0,6.0,10.0,18.0,2.0,1.0,,5.0,,,,,,,59.0,36.0,7.6,10.0,0.0953,0.635,0.0881596,1,,,,6.0,1.0,1.0,2.0,1.0,2.0,,,1.0,,2.0,1.0,3.0,,3.0,3.0,,,1.0,,Kayky,,,1.0,,,1.0
11067549,home,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,7.0,4.0,,,3.0,4.0,1.0,3.0,4.0,,,3.0,,,,,,,76.0,13.0,6.7,4.0,0.0527,0.0,0.00199443,1,,,1.0,2.0,,,1.0,,,4.0,,,,,,,,1.0,1.0,,,3.0,1.0,,,,,,,
11067549,home,Bahia,Danielzinho,danielzinho,Danielzinho,M,10,173,249,M,840218,EUR,821318400,M,10,10,True,24.0,19.0,2.0,,4.0,4.0,15.0,22.0,2.0,1.0,,2.0,,,,,,,45.0,30.0,6.4,8.0,0.0,0.0,0.0160708,0,,,,1.0,,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,
11067549,home,Bahia,Arthur Sales,arthur-sales,A. Sales,F,9,184,928,M,1105780,EUR,1025654400,F,14,14,True,14.0,9.0,1.0,1.0,2.0,3.0,7.0,11.0,4.0,1.0,,2.0,,,,,,,31.0,24.0,7.0,9.0,0.5086,0.7005,0.00854702,1,,,1.0,4.0,1.0,,2.0,1.0,,,,2.0,,1.0,1.0,,,2.0,,,,1.0,,Arthur,,,,,,1.0
11067549,home,Bahia,Vinicius Mingotti,vinicius-mingotti,Vinicius Mingotti,F,9,185,107,M,989407,EUR,947203200,F,21,21,True,3.0,,,,,1.0,,2.0,1.0,,,2.0,,,,,,,14.0,4.0,6.4,3.0,0.0427,0.0,0.0,1,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,
11067549,home,Bahia,Lucas Mugni,lucas-mugni,L. Mugni,M,10,184,605,M,249881,EUR,695174400,M,19,19,True,5.0,4.0,,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,11.0,8.0,6.6,1.0,0.0,0.0,0.00085915,0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11067549,home,Bahia,Danilo Fernandes,danilo-fernandes,D. Fernandes,G,1,189,643,M,145054,EUR,576028800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067549,home,Bahia,Mateus Claus,mateus-claus,M. Claus,G,12,194,90,M,974334,EUR,775872000,G,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067549,home,Bahia,André Dhominique,andre-dhominique,A. Dhominique,D,13,178,424,M,1177384,EUR,1065484800,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067549,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Xavier,,,,,,
11067549,home,Bahia,Diego Rosa,diego-rosa,D. Rosa,M,33,180,532,M,1002415,EUR,1034380800,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067549,home,Bahia,Patrick Verhon,patrick-verhon,Patrick Verhon,M,28,174,73,M,1392679,EUR,1094601600,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,Patrick Verhon,,,,,,
11067549,home,Bahia,Everton Macedo Moraes,macedo-moraes-everton,E. M. Moraes,F,9,187,113,M,2058082,EUR,1021161600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067549,away,Cruzeiro,Rafael Cabral,rafael-cabral,Rafael Cabral,G,1,186,340,M,124980,EUR,643161600,G,1,1,False,31.0,25.0,11.0,5.0,25.0,25.0,,6.0,,,,5.0,,2.0,3.0,,,,90.0,39.0,6.4,6.0,0.0,0.0,0.00011422,0,0.0285,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067549,away,Cruzeiro,William,william,William,D,12,176,2476,M,604274,EUR,796867200,D,12,12,False,48.0,38.0,5.0,2.0,16.0,18.0,23.0,34.0,4.0,1.0,1.0,5.0,,,,,,,90.0,76.0,7.3,17.0,0.2104,0.0,0.227975,2,,,2.0,7.0,,3.0,,1.0,2.0,1.0,,2.0,2.0,1.0,,4.0,,3.0,2.0,,,,,,,,1.0,1.0,,
11067549,away,Cruzeiro,Lucas Oliveira,lucas-oliveira,L. Oliveira,M,29,187,766,M,867907,EUR,823219200,D,6,6,False,54.0,42.0,8.0,2.0,28.0,32.0,14.0,22.0,2.0,1.0,5.0,5.0,,,,,,,90.0,66.0,6.7,13.0,0.0,0.0,0.00853736,0,,,2.0,2.0,,4.0,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,
11067549,away,Cruzeiro,Luciano Castan,luciano-castan,Luciano Castan,D,4,187,212,M,845110,EUR,621648000,D,4,4,False,66.0,57.0,7.0,,46.0,46.0,11.0,20.0,2.0,,8.0,7.0,,,,,,,90.0,84.0,7.0,11.0,0.0,0.0,0.00604159,0,,,4.0,7.0,,1.0,1.0,,,2.0,,2.0,,,,,,1.0,1.0,,2.0,,,,,,,,,
11067549,away,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,3,3,False,46.0,35.0,4.0,1.0,23.0,28.0,12.0,22.0,4.0,2.0,3.0,8.0,,,,,,,90.0,80.0,6.8,18.0,0.0497,0.314,0.011865,1,,,,8.0,1.0,,,1.0,,,,2.0,,4.0,3.0,4.0,1.0,2.0,2.0,,,1.0,,,,,,,,
11067549,away,Cruzeiro,Filipe Machado,filipe-machado,Filipe Machado,M,8,174,336,M,844601,EUR,822096000,M,23,23,False,65.0,57.0,11.0,6.0,33.0,36.0,25.0,34.0,2.0,,3.0,5.0,,,,,,,90.0,80.0,7.3,13.0,0.0,0.0,0.0314554,0,,,2.0,4.0,,1.0,1.0,2.0,2.0,,,,,1.0,1.0,5.0,,1.0,1.0,,1.0,,,,,,1.0,,,
11067549,away,Cruzeiro,Mateus Vital,mateus-vital,Mateus Vital,M,10,175,769,M,823653,EUR,887241600,M,7,7,False,39.0,35.0,3.0,3.0,11.0,13.0,25.0,27.0,3.0,,,8.0,,,,,,,90.0,55.0,7.0,11.0,0.0355,0.2589,0.386294,1,,,,1.0,1.0,1.0,3.0,,2.0,,,1.0,,,,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,
11067549,away,Cruzeiro,Neto Moura,neto-moura,N. Moura,M,25,176,363,M,559034,EUR,839289600,M,8,8,False,32.0,27.0,6.0,5.0,11.0,14.0,16.0,18.0,6.0,5.0,,3.0,,,,,,,75.0,43.0,6.4,5.0,0.0,0.0,0.00930821,0,,,,3.0,,1.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,
