match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_errorLeadToAShot,stat_shotOffTarget,stat_clearanceOffLine,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist,player_sofascoreId,stat_goals,stat_bigChanceMissed
11399385,home,FC Volendam,Mio Backhaus,Mio Backhaus,,mio-backhaus,M. Backhaus,G,30,194.0,1073,M,1083390,EUR,1082073600,G,1,1,False,42.0,27.0,22.0,7.0,25.0,32.0,2.0,10.0,2.0,7.0,4.0,7.0,1.0,2.0,2.0,90.0,56.0,7.3,15.0,0.00066244,0,-0.6575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399385,home,FC Volendam,Oskar Buur,,,oskar-buur,O. Buur,D,2,178.0,84,M,797688,EUR,891302400,D,2,2,False,31.0,25.0,3.0,,11.0,13.0,14.0,19.0,2.0,5.0,,,,,,79.0,51.0,6.6,11.0,0.0307937,0,,1.0,3.0,1.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11399385,home,FC Volendam,Brian Plat,,,brian-plat,B. Plat,D,4,191.0,60,M,980673,EUR,954892800,D,3,3,False,65.0,54.0,7.0,2.0,36.0,39.0,18.0,26.0,2.0,11.0,,,,,,90.0,80.0,7.1,12.0,0.0125822,1,,,10.0,,8.0,5.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,0.071,0.2732,,,,,,,,,,,,,,,,
11399385,home,FC Volendam,Benaissa Benamar,,,benaissa-benamar,B. Benamar,D,5,191.0,226,M,970791,EUR,860457600,D,6,6,False,77.0,70.0,7.0,5.0,51.0,54.0,19.0,23.0,3.0,13.0,,,,,,79.0,87.0,6.5,9.0,0.0170142,0,,,2.0,,2.0,1.0,2.0,,,,3.0,,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,
11399385,home,FC Volendam,Josh Flint,,,josh-flint,J. Flint,D,28,186.0,47,M,966460,EUR,971395200,D,28,28,False,70.0,54.0,11.0,2.0,36.0,40.0,18.0,31.0,4.0,5.0,,,,,,90.0,82.0,6.7,19.0,0.0078616,1,,1.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,0.0221,,,,1.0,1.0,,,,,,,,,,,,
11399385,home,FC Volendam,George Cox,George,Cox,george-cox,G. Cox,M,,171.0,91,M,920556,EUR,884736000,D,5,5,False,32.0,27.0,5.0,2.0,15.0,17.0,14.0,20.0,,4.0,,,,,,90.0,57.0,6.3,9.0,0.0478912,0,,5.0,2.0,4.0,,,,1.0,1.0,,2.0,,,,1.0,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,
11399385,home,FC Volendam,Damon Mirani,,,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,M,4,4,False,49.0,42.0,2.0,2.0,21.0,25.0,21.0,24.0,1.0,5.0,,,,,,90.0,57.0,6.5,10.0,0.0211093,1,,,3.0,,,,1.0,,1.0,2.0,6.0,,1.0,,1.0,2.0,0.0404,,2.0,,1.0,,,,1.0,,True,,,,,,,
11399385,home,FC Volendam,Robin Maulun,,,robin-maulun,R. Maulun,M,,176.0,35,M,787388,EUR,848707200,M,10,10,False,50.0,40.0,3.0,2.0,19.0,23.0,24.0,31.0,1.0,2.0,,,,,,60.0,58.0,6.9,11.0,0.188059,1,,4.0,2.0,,,,,2.0,,1.0,,,,,1.0,,0.0336,,,,,,3.0,,,,,1.0,,,,,,
11399385,home,FC Volendam,Milan de Haan,Milan de Haan,,milan-de-haan,M. d. Haan,M,8,,32,M,1120949,EUR,1069286400,M,36,36,False,13.0,10.0,4.0,3.0,4.0,4.0,6.0,9.0,,1.0,,,,,,74.0,32.0,7.1,6.0,0.130301,2,,,4.0,2.0,3.0,3.0,,1.0,2.0,1.0,7.0,1.0,1.0,,,1.0,0.0768,0.0472,1.0,,1.0,,,3.0,,,,,,,,,,
11399385,home,FC Volendam,Robert Mühren,,,robert-muhren,R. Mühren,M,21,187.0,188,M,156676,EUR,611452800,F,21,21,False,18.0,10.0,1.0,,5.0,7.0,5.0,11.0,1.0,1.0,,,,,,74.0,27.0,7.0,10.0,0.0106469,2,,,5.0,,,,2.0,1.0,,5.0,,1.0,,,,,0.3946,0.0238,,,1.0,,,,,,,,1.0,,,,,
