match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_totalContest,stat_outfielderBlock,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_hitWoodwork,stat_wonTackle,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_keyPass,stat_wonContest,stat_goals,stat_totalOffside,stat_dispossessed,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
10433939,home,Fatih Karagümrük,Emiliano Viviano,emiliano-viviano,E. Viviano,G,195,127,M,38599,EUR,502243200,G,2,2,False,True,30.0,17.0,19.0,6.0,16.0,18.0,1.0,12.0,1.0,13.0,1.0,1.0,1.0,2.0,3.0,86.0,45.0,7.3,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433939,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,182,102,M,233252,EUR,773107200,D,4,4,False,,29.0,23.0,3.0,,16.0,19.0,7.0,11.0,,3.0,,,1.0,,,90.0,47.0,6.7,8.0,1,,,4,1.0,4.0,1.0,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
10433939,home,Fatih Karagümrük,Rayyan Baniya,rayyan-baniya,R. Baniya,D,192,339,M,929739,EUR,919296000,D,99,99,False,,40.0,34.0,2.0,,33.0,39.0,1.0,1.0,2.0,8.0,,1.0,,,,90.0,49.0,6.9,7.0,0,,,23,,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10433939,home,Fatih Karagümrük,Ibrahim Drešević,ibrahim-dresevic,I. Drešević,D,186,210,M,817987,EUR,854064000,D,5,5,False,,49.0,46.0,5.0,4.0,35.0,37.0,11.0,12.0,2.0,3.0,,,,,,90.0,62.0,7.4,4.0,0,,,5,,5.0,2.0,,2.0,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10433939,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,176,1693,M,1085938,EUR,976406400,D,18,18,False,,42.0,34.0,3.0,2.0,11.0,13.0,23.0,31.0,1.0,4.0,,,,,,90.0,68.0,7.2,13.0,2,,,22,2.0,3.0,,2.0,4.0,2.0,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
10433939,home,Fatih Karagümrük,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,182,2967,M,358890,EUR,835401600,M,29,29,False,,62.0,58.0,3.0,2.0,44.0,46.0,14.0,16.0,1.0,6.0,,1.0,,,,90.0,70.0,6.9,4.0,0,,,63,,2.0,1.0,,1.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
10433939,home,Fatih Karagümrük,Magomed Ozdoev,magomed-ozdoev,M. Ozdoev,M,184,813,M,121185,EUR,720921600,M,27,27,False,,32.0,26.0,2.0,2.0,12.0,14.0,15.0,19.0,4.0,2.0,,2.0,1.0,,,80.0,47.0,8.2,8.0,3,,,27,1.0,1.0,,1.0,2.0,1.0,1.0,,,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,
10433939,home,Fatih Karagümrük,Saba Lobjanidze,saba-lobjanidze,S. Lobjanidze,M,175,886,M,286923,EUR,787708800,M,7,7,False,,22.0,22.0,1.0,1.0,13.0,13.0,9.0,9.0,3.0,3.0,,,3.0,,,90.0,37.0,7.1,5.0,2,,,9,,2.0,,1.0,1.0,,,3.0,,2.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,
10433939,home,Fatih Karagümrük,Andrea Bertolacci,andrea-bertolacci,A. Bertolacci,M,179,98,M,47568,EUR,663552000,M,91,91,False,,29.0,23.0,4.0,2.0,8.0,9.0,15.0,22.0,3.0,5.0,,1.0,,,,63.0,38.0,6.4,11.0,0,,,,2.0,5.0,1.0,,,1.0,2.0,2.0,,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,
10433939,home,Fatih Karagümrük,Kerim Frei,kerim-frei,K. Frei,M,173,68,M,157014,EUR,753667200,M,11,11,False,,29.0,25.0,,,9.0,9.0,16.0,20.0,8.0,1.0,,1.0,1.0,,,80.0,39.0,7.4,5.0,0,,,11,,1.0,1.0,,,,,4.0,,3.0,,,,,,,1.0,,,2.0,4.0,,1.0,,,,,
