match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_totalCross,stat_totalContest,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_hitWoodwork,player_sofascoreId,stat_goalAssist,stat_goals
10411742,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,29.0,19.0,18.0,8.0,13.0,14.0,6.0,15.0,9.0,1.0,6.0,6.0,90.0,40.0,7.8,11.0,0.0,0.0,0.00430164,0,0.0447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411742,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1399,M,1050692,EUR,1072569600,D,42,42,False,40.0,28.0,7.0,2.0,15.0,17.0,13.0,23.0,5.0,,,,90.0,58.0,6.7,17.0,0.0,0.0,0.00640333,0,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411742,home,Hellas Verona,Koray Günter,koray-gunter,K. Günter,D,22,185,217,M,138165,EUR,776995200,D,21,21,False,44.0,29.0,12.0,4.0,17.0,24.0,12.0,20.0,10.0,,,,90.0,61.0,7.3,15.0,0.0078,0.0,0.0109113,1,,,2.0,2.0,6.0,4.0,3.0,2.0,,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
10411742,home,Hellas Verona,Federico Ceccherini,federico-ceccherini,F. Ceccherini,D,23,187,130,M,139410,EUR,705542400,D,17,17,False,31.0,23.0,8.0,2.0,12.0,12.0,11.0,19.0,5.0,,,,65.0,43.0,6.1,11.0,0.0349,0.0,0.0101596,1,,,1.0,6.0,3.0,2.0,,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10411742,home,Hellas Verona,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,1034303,EUR,1044662400,M,24,24,False,25.0,19.0,2.0,2.0,4.0,6.0,15.0,20.0,4.0,,,,85.0,37.0,6.6,12.0,0.0,0.0,0.0663134,0,,3.0,2.0,6.0,4.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
10411742,home,Hellas Verona,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185,1776,M,877371,EUR,984787200,M,14,14,False,37.0,24.0,1.0,1.0,8.0,11.0,18.0,34.0,6.0,,,,90.0,58.0,6.8,24.0,0.0993,0.0,0.0813,2,,,1.0,6.0,3.0,,2.0,1.0,,2.0,1.0,,1.0,3.0,1.0,,2.0,8.0,1.0,2.0,1.0,,,,,,,,,,
10411742,home,Hellas Verona,Miguel Veloso,miguel-veloso,M. Veloso,M,,180,198,M,6557,EUR,516153600,M,4,4,False,22.0,18.0,5.0,3.0,7.0,7.0,11.0,15.0,4.0,,,,52.0,33.0,6.7,5.0,0.0232,0.0,0.0039127,1,,,1.0,2.0,2.0,2.0,,,,1.0,1.0,,1.0,,,2.0,,,,,,True,,,,,,,,,
10411742,home,Hellas Verona,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,False,24.0,22.0,2.0,2.0,9.0,9.0,13.0,15.0,4.0,,,,84.0,30.0,7.2,2.0,0.0277,0.1055,0.0211154,1,,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,,,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,
10411742,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181,680,M,41157,EUR,653356800,M,8,8,False,33.0,24.0,4.0,1.0,7.0,9.0,18.0,28.0,6.0,,,,90.0,54.0,6.9,21.0,0.0363,0.0,0.0964137,1,,,,3.0,3.0,,1.0,2.0,1.0,3.0,1.0,,,,2.0,,,4.0,4.0,1.0,,,1.0,,1.0,,,1.0,,,
10411742,home,Hellas Verona,Kevin Lasagna,kevin-lasagna,K. Lasagna,F,15,181,317,M,587962,EUR,713404800,F,11,11,False,9.0,4.0,,,1.0,1.0,3.0,10.0,2.0,,,,90.0,30.0,6.6,16.0,0.0872,0.0,0.00198953,3,,3.0,,8.0,5.0,,,2.0,2.0,6.0,2.0,,1.0,2.0,,1.0,1.0,2.0,4.0,,1.0,,2.0,,,,,,,,
