match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_totalContest,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12528199,home,Konyaspor,Jakub Słowik,jakub-slowik,J. Słowik,G,24,190,234,M,95437,EUR,683596800,G,27,27,False,30.0,15.0,22.0,7.0,0.0,12.0,12.0,3.0,18.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,90.0,37.0,6.4,15.0,0.00145727,0,-0.0276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528199,home,Konyaspor,Uğurcan Yazğılı,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,44.0,25.0,16.0,5.0,0.0,16.0,22.0,9.0,23.0,3.0,7.0,4.0,6.0,,,,90.0,67.0,6.8,23.0,0.00724576,1,,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.035,0.026,,,,,,,,,,,,,,,,,,,,
12528199,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,37.0,27.0,8.0,4.0,0.0,18.0,24.0,9.0,13.0,2.0,4.0,8.0,3.0,,,,90.0,51.0,6.7,11.0,0.0242333,1,,,,,,,,,,2.0,0.5776,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12528199,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,255,M,224112,EUR,638928000,D,12,12,False,39.0,27.0,10.0,3.0,0.0,15.0,18.0,13.0,24.0,1.0,1.0,2.0,3.0,,,,90.0,57.0,6.3,18.0,0.110725,1,,3.0,3.0,6.0,2.0,,1.0,,,,0.0039,,,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,
12528199,home,Konyaspor,Alassane Ndao,ndao-alassane,A. Ndao,M,,176,335,M,1016033,EUR,851040000,M,18,18,False,16.0,14.0,3.0,3.0,0.0,6.0,6.0,9.0,13.0,,1.0,,5.0,,,,72.0,27.0,6.5,9.0,0.0585956,0,,3.0,1.0,4.0,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,
12528199,home,Konyaspor,Marko Jevtović,marko-jevtovic,M. Jevtović,M,16,194,134,M,310068,EUR,743472000,M,16,16,False,30.0,20.0,5.0,2.0,0.0,11.0,12.0,9.0,18.0,1.0,4.0,2.0,7.0,,,,90.0,41.0,6.6,11.0,0.0141003,1,,,2.0,4.0,,,,1.0,,2.0,0.0533,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,
12528199,home,Konyaspor,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178,137,M,1063942,EUR,894844800,M,35,35,False,33.0,28.0,2.0,,0.0,7.0,8.0,21.0,26.0,,2.0,3.0,1.0,,,,88.0,47.0,7.3,8.0,0.0615893,2,,1.0,1.0,4.0,1.0,1.0,2.0,,,2.0,0.4255,0.8594,,1.0,,,,1.0,2.0,Ogulcan Ülgün,,,,,1.0,1.0,1.0,,,,,
12528199,home,Konyaspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,M,10,10,False,14.0,8.0,,,1.0,5.0,8.0,3.0,10.0,,4.0,1.0,4.0,,,,78.0,27.0,6.9,10.0,0.233128,1,,4.0,,5.0,4.0,,1.0,1.0,1.0,3.0,0.0901,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,
12528199,home,Konyaspor,Umut Nayir,mehmet-umut-nayir,U. Nayir,F,18,191,740,M,284767,EUR,741225600,F,22,22,False,22.0,12.0,,,0.0,6.0,8.0,6.0,14.0,8.0,10.0,3.0,,,,,90.0,32.0,6.9,12.0,0.0421786,1,,,8.0,9.0,,,1.0,1.0,,1.0,0.0397,,,,1.0,,,,,,,,,,2.0,,,1.0,,,,
12528199,home,Konyaspor,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,136,M,45377,EUR,672969600,F,9,9,False,24.0,16.0,1.0,,0.0,7.0,7.0,9.0,17.0,1.0,4.0,,3.0,,,,78.0,34.0,6.7,11.0,0.05536,4,,,5.0,8.0,1.0,,,1.0,,2.0,0.4022,,,2.0,1.0,,,,1.0,,,2.0,,,,,,2.0,1.0,,,
